draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_20_rep_tru,pre_20_dem_bid,adv_20,arv_20,county_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
805,2,894482, 1,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
806,1,893198, 1,0.8495,712321,0.004080914,0.932,0.24176,803876,34587,11257,1569, 6386,171,2108,33244,647783,27499, 7726,1389,5222,136,1295,21271,273140,111158,111158,273140,0,111158,273140,0.2892,0.2892,0,0,0,0.104
806,2,900518, 1,0.8495,720611,0.004080914,0.932,0.11563,794958,30162,23570,1618, 8517,258,2544,38891,645257,24503,15757,1372,7011,197,1686,24828,272242,124826,124826,272242,0,124826,272242,0.3144,0.3144,0,0,0,0.104
807,1,892401, 1,0.9053,713406,0.004969572,0.912,0.21377,799934,37091,12135,1612, 6198,155,2201,33075,645994,29708, 8400,1408,5108,124,1361,21303,270634,112621,112621,270634,0,112621,270634,0.2939,0.2939,0,0,0,0.104
807,2,901315, 1,0.9053,719526,0.004969572,0.912,0.09978,798900,27658,22692,1575, 8705,274,2451,39060,647046,22294,15083,1353,7125,209,1620,24796,274748,123363,123363,274748,0,123363,274748,0.3099,0.3099,0,0,0,0.104
808,1,892571, 1,0.8768,711279,0.004780021,0.948,0.27555,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
808,2,901145, 1,0.8768,721653,0.004780021,0.948,0.14561,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
809,1,896546, 1,0.9350,715802,0.000347881,0.896,0.18140,805608,35955,11441,1637, 6192,138,2213,33362,649976,28558, 7885,1425,5077,102,1350,21429,273504,114145,114145,273504,0,114145,273504,0.2945,0.2945,0,0,0,0.104
809,2,897170, 1,0.9350,717130,0.000347881,0.896,0.10442,793226,28794,23386,1550, 8711,291,2439,38773,643064,23444,15598,1336,7156,231,1631,24670,271878,121839,121839,271878,0,121839,271878,0.3095,0.3095,0,0,0,0.104
810,1,892930, 1,0.8863,711846,0.004379735,0.932,0.19578,802020,35532,11282,1610, 6411,157,2202,33716,646238,28154, 7786,1407,5229,125,1346,21561,272367,113306,113306,272367,0,113306,272367,0.2938,0.2938,0,0,0,0.104
810,2,900786, 1,0.8863,721086,0.004379735,0.932,0.14209,796814,29217,23545,1577, 8492,272,2450,38419,646802,23848,15697,1354,7004,208,1635,24538,273015,122678,122678,273015,0,122678,273015,0.3100,0.3100,0,0,0,0.104
811,1,896903, 1,0.8885,714540,0.000050175,0.944,0.28075,806316,35078,11255,1620, 6430,159,2163,33882,649270,27722, 7711,1428,5247,125,1334,21703,272481,113177,113177,272481,0,113177,272481,0.2935,0.2935,0,0,0,0.104
811,2,896813, 1,0.8885,718392,0.000050175,0.944,0.13941,792518,29671,23572,1567, 8473,270,2489,38253,643770,24280,15772,1333,6986,208,1647,24396,272901,122807,122807,272901,0,122807,272901,0.3103,0.3103,0,0,0,0.104
812,1,893718, 1,0.9047,712164,0.003501112,0.944,0.24603,802572,35461,11321,1635, 6426,146,2186,33971,646417,28077, 7807,1432,5246,114,1328,21743,270734,113651,113651,270734,0,113651,270734,0.2957,0.2957,0,0,0,0.104
812,2,899998, 1,0.9047,720768,0.003501112,0.944,0.15675,796262,29288,23506,1552, 8477,283,2466,38164,646623,23925,15676,1329,6987,219,1653,24356,274648,122333,122333,274648,0,122333,274648,0.3082,0.3082,0,0,0,0.104
813,1,896288, 1,0.8795,715447,0.000635552,0.920,0.19543,804909,35725,11676,1587, 6521,156,2188,33526,649284,28486, 8085,1394,5335,119,1313,21431,274641,113729,113729,274641,0,113729,274641,0.2928,0.2928,0,0,0,0.104
813,2,897428, 1,0.8795,717485,0.000635552,0.920,0.13841,793925,29024,23151,1600, 8382,273,2464,38609,643756,23516,15398,1367,6898,214,1668,24668,270741,122255,122255,270741,0,122255,270741,0.3111,0.3111,0,0,0,0.104
814,1,899234, 1,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
814,2,894482, 1,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
815,1,901303, 1,0.8910,718683,0.004956192,0.940,0.22052,808694,36242,11680,1621, 6531,155,2275,34105,651885,28750, 8060,1416,5336,120,1376,21740,275013,115735,115735,275013,0,115735,275013,0.2962,0.2962,0,0,0,0.104
815,2,892413, 1,0.8910,714249,0.004956192,0.940,0.16996,790140,28507,23147,1566, 8372,274,2377,38030,641155,23252,15423,1345,6897,213,1605,24359,270369,120249,120249,270369,0,120249,270369,0.3078,0.3078,0,0,0,0.104
816,1,899088, 1,0.9827,717557,0.002486458,0.948,0.36685,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
816,2,894628, 1,0.9827,715375,0.002486458,0.948,0.13474,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
817,1,892391, 1,0.8680,711884,0.004980722,0.944,0.24392,803227,34567,11189,1580, 6396,169,2093,33170,647372,27477, 7716,1403,5229,135,1290,21262,272878,111236,111236,272878,0,111236,272878,0.2896,0.2896,0,0,0,0.104
817,2,901325, 1,0.8680,721048,0.004980722,0.944,0.12100,795607,30182,23638,1607, 8507,260,2559,38965,645668,24525,15767,1358,7004,198,1691,24837,272504,124748,124748,272504,0,124748,272504,0.3140,0.3140,0,0,0,0.104
818,1,900379, 1,0.8725,717703,0.003925928,0.940,0.26685,808868,35600,11397,1639, 6409,152,2197,34117,651686,28232, 7814,1443,5232,119,1343,21834,274121,113465,113465,274121,0,113465,274121,0.2927,0.2927,0,0,0,0.104
818,2,893337, 1,0.8725,715229,0.003925928,0.940,0.13670,789966,29149,23430,1548, 8494,277,2455,38018,641354,23770,15669,1318,7001,214,1638,24265,271261,122519,122519,271261,0,122519,271261,0.3111,0.3111,0,0,0,0.104
819,1,899234, 1,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
819,2,894482, 1,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
820,1,896779, 1,0.8515,715484,0.000088085,0.940,0.28138,806613,34977,11392,1588, 6415,169,2122,33503,650230,27871, 7847,1407,5246,136,1296,21451,274455,111996,111996,274455,0,111996,274455,0.2898,0.2898,0,0,0,0.104
820,2,896937, 1,0.8515,717448,0.000088085,0.940,0.13093,792221,29772,23435,1599, 8488,260,2530,38632,642810,24131,15636,1354,6987,197,1685,24648,270927,123988,123988,270927,0,123988,270927,0.3140,0.3140,0,0,0,0.104
821,1,896067, 1,1.0000,715682,0.000881968,0.940,0.26271,805369,36345,11331,1632, 6132,155,2136,32967,649695,29039, 7866,1426,5030,116,1294,21216,273523,112947,112947,273523,0,112947,273523,0.2923,0.2923,0,0,0,0.104
821,2,897649, 1,1.0000,717250,0.000881968,0.940,0.13358,793465,28404,23496,1555, 8771,274,2516,39168,643345,22963,15617,1335,7203,217,1687,24883,271859,123037,123037,271859,0,123037,271859,0.3116,0.3116,0,0,0,0.104
822,1,900605, 1,0.8906,718593,0.004177919,0.940,0.23813,810535,34902,11338,1609, 6422,169,2116,33514,653385,27772, 7847,1418,5248,135,1291,21497,276175,112963,112963,276175,0,112963,276175,0.2903,0.2903,0,0,0,0.104
822,2,893111, 1,0.8906,714339,0.004177919,0.940,0.13633,788299,29847,23489,1578, 8481,260,2536,38621,639655,24230,15636,1343,6985,198,1690,24602,269207,123021,123021,269207,0,123021,269207,0.3136,0.3136,0,0,0,0.104
823,1,899025, 1,0.9705,717930,0.002416213,0.936,0.29538,808566,35746,11272,1654, 6186,148,2197,33256,652426,28392, 7762,1442,5066,113,1339,21390,272904,113856,113856,272904,0,113856,272904,0.2944,0.2944,0,0,0,0.104
823,2,894691, 1,0.9705,715002,0.002416213,0.936,0.12687,790268,29003,23555,1533, 8717,281,2455,38879,640614,23610,15721,1319,7167,220,1642,24709,272478,122128,122128,272478,0,122128,272478,0.3095,0.3095,0,0,0,0.104
824,1,899234, 1,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
824,2,894482, 1,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
825,1,896967, 1,0.8793,715046,0.000121535,0.928,0.22353,805866,35465,11353,1614, 6404,163,2196,33906,649370,28106, 7788,1418,5232,130,1351,21651,272943,113846,113846,272943,0,113846,272943,0.2943,0.2943,0,0,0,0.104
825,2,896749, 1,0.8793,717886,0.000121535,0.928,0.12430,792968,29284,23474,1573, 8499,266,2456,38229,643670,23896,15695,1343,7001,203,1630,24448,272439,122138,122138,272439,0,122138,272439,0.3095,0.3095,0,0,0,0.104
826,1,900757, 1,0.5353,723223,0.004347399,0.868,0.06825,811232,29495,13748,1448, 8552,205,2072,34005,657322,24147, 9833,1267,7038,157,1348,22111,275283,111872,111872,275283,0,111872,275283,0.2890,0.2890,0,0,0,0.104
826,2,892959, 1,0.5353,709709,0.004347399,0.868,0.11358,787602,35254,21079,1739, 6351,224,2580,38130,635718,27855,13650,1494,5195,176,1633,23988,270099,124112,124112,270099,0,124112,270099,0.3148,0.3148,0,0,0,0.104
827,1,901111, 1,0.8632,718745,0.004742111,0.936,0.23680,811351,34629,11327,1584, 6451,176,2103,33490,653820,27529, 7793,1407,5274,142,1293,21487,275434,112143,112143,275434,0,112143,275434,0.2893,0.2893,0,0,0,0.104
827,2,892605, 1,0.8632,714187,0.004742111,0.936,0.11115,787483,30120,23500,1603, 8452,253,2549,38645,639220,24473,15690,1354,6959,191,1688,24612,269948,123841,123841,269948,0,123841,269948,0.3145,0.3145,0,0,0,0.104
828,1,893198, 1,0.8495,712321,0.004080914,0.932,0.24176,803876,34587,11257,1569, 6386,171,2108,33244,647783,27499, 7726,1389,5222,136,1295,21271,273140,111158,111158,273140,0,111158,273140,0.2892,0.2892,0,0,0,0.104
828,2,900518, 1,0.8495,720611,0.004080914,0.932,0.11563,794958,30162,23570,1618, 8517,258,2544,38891,645257,24503,15757,1372,7011,197,1686,24828,272242,124826,124826,272242,0,124826,272242,0.3144,0.3144,0,0,0,0.104
829,1,896634, 1,0.8884,714535,0.000249761,0.948,0.25291,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
829,2,897082, 1,0.8884,718397,0.000249761,0.948,0.16021,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
830,1,896389, 1,0.8968,714596,0.000522937,0.940,0.25885,804164,36363,11542,1624, 6415,152,2190,33939,647808,28982, 7982,1420,5243,119,1330,21712,272614,113644,113644,272614,0,113644,272614,0.2942,0.2942,0,0,0,0.104
830,2,897327, 1,0.8968,718336,0.000522937,0.940,0.14834,794670,28386,23285,1563, 8488,277,2462,38196,645232,23020,15501,1341,6990,214,1651,24387,272768,122340,122340,272768,0,122340,272768,0.3096,0.3096,0,0,0,0.104
831,1,900906, 1,0.9002,717814,0.004513535,0.940,0.25193,810139,35112,11260,1633, 6434,163,2170,33995,652422,27752, 7721,1441,5254,129,1340,21755,272952,114048,114048,272952,0,114048,272952,0.2947,0.2947,0,0,0,0.104
831,2,892810, 1,0.9002,715118,0.004513535,0.940,0.12928,788695,29637,23567,1554, 8469,266,2482,38140,640618,24250,15762,1320,6979,204,1641,24344,272430,121936,121936,272430,0,121936,272430,0.3092,0.3092,0,0,0,0.104
832,1,892571, 1,0.8768,711279,0.004780021,0.948,0.27555,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
832,2,901145, 1,0.8768,721653,0.004780021,0.948,0.14561,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
833,1,894683, 1,0.9131,715171,0.002425133,0.908,0.28400,803157,36647,11599,1636, 6189,162,2168,33125,648387,29355, 8043,1432,5102,131,1341,21380,271685,112215,112215,271685,0,112215,271685,0.2923,0.2923,0,0,0,0.104
833,2,899033, 1,0.9131,717761,0.002425133,0.908,0.08610,795677,28102,23228,1551, 8714,267,2484,39010,644653,22647,15440,1329,7131,202,1640,24719,273697,123769,123769,273697,0,123769,273697,0.3114,0.3114,0,0,0,0.104
834,1,893894, 1,0.9798,713446,0.003304871,0.944,0.36608,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
834,2,899822, 1,0.9798,719486,0.003304871,0.944,0.13906,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
835,1,900828, 1,0.8359,718032,0.004426565,0.924,0.23926,810849,34614,11446,1577, 6454,174,2114,33600,653021,27503, 7871,1397,5284,141,1312,21503,275533,112369,112369,275533,0,112369,275533,0.2897,0.2897,0,0,0,0.104
835,2,892888, 1,0.8359,714900,0.004426565,0.924,0.12331,787985,30135,23381,1610, 8449,255,2538,38535,640019,24499,15612,1364,6949,192,1669,24596,269849,123615,123615,269849,0,123615,269849,0.3142,0.3142,0,0,0,0.104
836,1,892930, 1,0.8863,711846,0.004379735,0.932,0.19578,802020,35532,11282,1610, 6411,157,2202,33716,646238,28154, 7786,1407,5229,125,1346,21561,272367,113306,113306,272367,0,113306,272367,0.2938,0.2938,0,0,0,0.104
836,2,900786, 1,0.8863,721086,0.004379735,0.932,0.14209,796814,29217,23545,1577, 8492,272,2450,38419,646802,23848,15697,1354,7004,208,1635,24538,273015,122678,122678,273015,0,122678,273015,0.3100,0.3100,0,0,0,0.104
837,1,893059, 1,0.8771,711489,0.004235899,0.936,0.22064,802694,35076,11220,1610, 6384,163,2176,33736,646439,27728, 7675,1419,5214,130,1345,21539,271548,113039,113039,271548,0,113039,271548,0.2939,0.2939,0,0,0,0.104
837,2,900657, 1,0.8771,721443,0.004235899,0.936,0.12365,796140,29673,23607,1577, 8519,266,2476,38399,646601,24274,15808,1342,7019,203,1636,24560,273834,122945,122945,273834,0,122945,273834,0.3099,0.3099,0,0,0,0.104
838,1,896634, 1,0.8884,714535,0.000249761,0.948,0.25291,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
838,2,897082, 1,0.8884,718397,0.000249761,0.948,0.16021,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
839,1,894045, 1,0.5940,710955,0.003136505,0.904,0.18084,782272,42225,20797,1752, 6663,176,2595,37565,631702,33586,13491,1492,5500,144,1615,23425,274485,118440,118440,274485,0,118440,274485,0.3014,0.3014,0,0,0,0.104
839,2,899671, 1,0.5940,721977,0.003136505,0.904,0.10979,816562,22524,14030,1435, 8240,253,2057,34570,661338,18416, 9992,1269,6733,189,1366,22674,270897,117544,117544,270897,0,117544,270897,0.3026,0.3026,0,0,0,0.104
840,1,894582, 1,0.8872,713088,0.002537748,0.936,0.24044,803512,35454,11340,1612, 6438,157,2181,33888,647372,28092, 7793,1415,5253,125,1340,21698,271512,113416,113416,271512,0,113416,271512,0.2946,0.2946,0,0,0,0.104
840,2,899134, 1,0.8872,719844,0.002537748,0.936,0.13093,795322,29295,23487,1575, 8465,272,2471,38247,645668,23910,15690,1346,6980,208,1641,24401,273870,122568,122568,273870,0,122568,273870,0.3092,0.3092,0,0,0,0.104
841,1,895574, 1,0.9542,714799,0.001431665,0.924,0.24616,805534,35518,11307,1627, 6156,163,2111,33158,649522,28218, 7796,1426,5061,127,1299,21350,272189,112115,112115,272189,0,112115,272189,0.2917,0.2917,0,0,0,0.104
841,2,898142, 1,0.9542,718133,0.001431665,0.924,0.10336,793300,29231,23520,1560, 8747,266,2541,38977,643518,23784,15687,1335,7172,206,1682,24749,273193,123869,123869,273193,0,123869,273193,0.3120,0.3120,0,0,0,0.104
842,1,898368, 1,0.9919,717393,0.001683656,0.944,0.33379,807650,36280,11354,1631, 6151,160,2131,33011,651401,28986, 7868,1425,5046,123,1289,21255,274390,112713,112713,274390,0,112713,274390,0.2912,0.2912,0,0,0,0.104
842,2,895348, 1,0.9919,715539,0.001683656,0.944,0.13367,791184,28469,23473,1556, 8752,269,2521,39124,641639,23016,15615,1336,7187,210,1692,24844,270992,123271,123271,270992,0,123271,270992,0.3127,0.3127,0,0,0,0.104
843,1,897453, 1,0.9552,716149,0.000663427,0.928,0.29225,806310,36436,11452,1614, 6218,159,2130,33134,649808,29135, 7963,1416,5105,124,1292,21306,272688,112385,112385,272688,0,112385,272688,0.2919,0.2919,0,0,0,0.104
843,2,896263, 1,0.9552,716783,0.000663427,0.928,0.12660,792524,28313,23375,1573, 8685,270,2522,39001,643232,22867,15520,1345,7128,209,1689,24793,272694,123599,123599,272694,0,123599,272694,0.3119,0.3119,0,0,0,0.104
844,1,898912, 1,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
844,2,894804, 1,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
845,1,893894, 1,0.9798,713446,0.003304871,0.944,0.36608,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
845,2,899822, 1,0.9798,719486,0.003304871,0.944,0.13906,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
846,1,896634, 1,0.8884,714535,0.000249761,0.948,0.25291,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
846,2,897082, 1,0.8884,718397,0.000249761,0.948,0.16021,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
847,1,900769, 1,0.8727,718598,0.004360780,0.932,0.24732,811313,34577,11239,1594, 6400,171,2100,33375,653888,27487, 7739,1413,5233,135,1295,21408,275637,111846,111846,275637,0,111846,275637,0.2886,0.2886,0,0,0,0.104
847,2,892947, 1,0.8727,714334,0.004360780,0.932,0.11320,787521,30172,23588,1593, 8503,258,2552,38760,639152,24515,15744,1348,7000,198,1686,24691,269745,124138,124138,269745,0,124138,269745,0.3152,0.3152,0,0,0,0.104
848,1,893269, 1,0.9719,712519,0.004001748,0.936,0.28818,803403,35495,11217,1624, 6180,154,2117,33079,647422,28188, 7742,1423,5072,117,1283,21272,271471,112271,112271,271471,0,112271,271471,0.2926,0.2926,0,0,0,0.104
848,2,900447, 1,0.9719,720413,0.004001748,0.936,0.12479,795431,29254,23610,1563, 8723,275,2535,39056,645618,23814,15741,1338,7161,216,1698,24827,273911,123713,123713,273911,0,123713,273911,0.3111,0.3111,0,0,0,0.104
849,1,898001, 1,0.9699,716963,0.001274449,0.932,0.28185,807602,35715,11257,1651, 6175,143,2192,33266,651510,28354, 7752,1437,5055,106,1333,21416,273282,113433,113433,273282,0,113433,273282,0.2933,0.2933,0,0,0,0.104
849,2,895715, 1,0.9699,715969,0.001274449,0.932,0.12236,791232,29034,23570,1536, 8728,286,2460,38869,641530,23648,15731,1324,7178,227,1648,24683,272100,122551,122551,272100,0,122551,272100,0.3105,0.3105,0,0,0,0.104
850,1,896259, 1,0.9061,714781,0.000667887,0.932,0.18590,803905,36186,11672,1626, 6508,146,2281,33935,648204,28701, 8057,1413,5325,109,1373,21599,272142,115641,115641,272142,0,115641,272142,0.2982,0.2982,0,0,0,0.104
850,2,897457, 1,0.9061,718151,0.000667887,0.932,0.15303,794929,28563,23155,1561, 8395,283,2371,38200,644836,23301,15426,1348,6908,224,1608,24500,273240,120343,120343,273240,0,120343,273240,0.3058,0.3058,0,0,0,0.104
851,1,898912, 1,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
851,2,894804, 1,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
852,1,898368, 1,0.9919,717393,0.001683656,0.944,0.33379,807650,36280,11354,1631, 6151,160,2131,33011,651401,28986, 7868,1425,5046,123,1289,21255,274390,112713,112713,274390,0,112713,274390,0.2912,0.2912,0,0,0,0.104
852,2,895348, 1,0.9919,715539,0.001683656,0.944,0.13367,791184,28469,23473,1556, 8752,269,2521,39124,641639,23016,15615,1336,7187,210,1692,24844,270992,123271,123271,270992,0,123271,270992,0.3127,0.3127,0,0,0,0.104
853,1,898514, 1,0.8988,716170,0.001846446,0.940,0.20612,807135,35551,11354,1632, 6430,150,2203,34059,650247,28158, 7826,1426,5244,118,1345,21806,272931,114175,114175,272931,0,114175,272931,0.2949,0.2949,0,0,0,0.104
853,2,895202, 1,0.8988,716762,0.001846446,0.940,0.14690,791699,29198,23473,1555, 8473,279,2449,38076,642793,23844,15657,1335,6989,215,1636,24293,272451,121809,121809,272451,0,121809,272451,0.3090,0.3090,0,0,0,0.104
854,1,899234, 1,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
854,2,894482, 1,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
855,1,900605, 1,0.8906,718593,0.004177919,0.940,0.23813,810535,34902,11338,1609, 6422,169,2116,33514,653385,27772, 7847,1418,5248,135,1291,21497,276175,112963,112963,276175,0,112963,276175,0.2903,0.2903,0,0,0,0.104
855,2,893111, 1,0.8906,714339,0.004177919,0.940,0.13633,788299,29847,23489,1578, 8481,260,2536,38621,639655,24230,15636,1343,6985,198,1690,24602,269207,123021,123021,269207,0,123021,269207,0.3136,0.3136,0,0,0,0.104
856,1,892765, 1,0.9042,711389,0.004563710,0.948,0.32042,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
856,2,900951, 1,0.9042,721543,0.004563710,0.948,0.14599,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
857,1,895534, 1,0.8972,714282,0.001476265,0.940,0.18880,803034,36271,11685,1634, 6521,144,2284,33961,647573,28776, 8071,1424,5329,109,1377,21623,272125,115730,115730,272125,0,115730,272125,0.2984,0.2984,0,0,0,0.104
857,2,898182, 1,0.8972,718650,0.001476265,0.940,0.17708,795800,28478,23142,1553, 8382,285,2368,38174,645467,23226,15412,1337,6904,224,1604,24476,273257,120254,120254,273257,0,120254,273257,0.3056,0.3056,0,0,0,0.104
858,1,898912, 1,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
858,2,894804, 1,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
859,1,900811, 1,0.8907,718097,0.004407610,0.936,0.26195,809488,35467,11388,1624, 6450,159,2183,34052,652201,28100, 7824,1427,5265,125,1340,21815,273876,113984,113984,273876,0,113984,273876,0.2939,0.2939,0,0,0,0.104
859,2,892905, 1,0.8907,714835,0.004407610,0.936,0.13310,789346,29282,23439,1563, 8453,270,2469,38083,640839,23902,15659,1334,6968,208,1641,24284,271506,122000,122000,271506,0,122000,271506,0.3100,0.3100,0,0,0,0.104
860,1,900467, 1,0.8812,717765,0.004024048,0.940,0.26470,808720,35999,11464,1621, 6414,163,2177,33909,651396,28650, 7893,1430,5242,130,1346,21678,273560,113638,113638,273560,0,113638,273560,0.2935,0.2935,0,0,0,0.104
860,2,893249, 1,0.8812,715167,0.004024048,0.940,0.13303,790114,28750,23363,1566, 8489,266,2475,38226,641644,23352,15590,1331,6991,203,1635,24421,271822,122346,122346,271822,0,122346,271822,0.3104,0.3104,0,0,0,0.104
861,1,895766, 1,0.9687,715351,0.001217584,0.928,0.24071,805351,35786,11264,1644, 6171,143,2198,33209,649858,28413, 7771,1434,5051,106,1341,21377,273305,113643,113643,273305,0,113643,273305,0.2937,0.2937,0,0,0,0.104
861,2,897950, 1,0.9687,717581,0.001217584,0.928,0.13137,793483,28963,23563,1543, 8732,286,2454,38926,643182,23589,15712,1327,7182,227,1640,24722,272077,122341,122341,272077,0,122341,272077,0.3102,0.3102,0,0,0,0.104
862,1,896708, 1,0.8515,715292,0.000167251,0.932,0.21471,806413,35040,11401,1595, 6403,158,2137,33561,649953,27907, 7870,1405,5230,125,1295,21507,275403,111884,111884,275403,0,111884,275403,0.2889,0.2889,0,0,0,0.104
