draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_20_rep_tru,pre_20_dem_bid,adv_20,arv_20,county_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4833,2,894733, 4,0.9076,716465,0.002369383,0.940,0.13229,791063,29345,23493,1555, 8465,268,2473,38071,642369,23961,15686,1325,6971,204,1644,24305,273462,121755,121755,273462,0,121755,273462,0.3081,0.3081,0,0,0,0.104
4834,1,894189, 4,0.8964,712595,0.002975945,0.944,0.27226,803047,35449,11312,1635, 6432,150,2174,33990,646834,28080, 7780,1438,5247,118,1332,21766,270542,113471,113471,270542,0,113471,270542,0.2955,0.2955,0,0,0,0.104
4834,2,899527, 4,0.8964,720337,0.002975945,0.944,0.14356,795787,29300,23515,1552, 8471,279,2478,38145,646206,23922,15703,1323,6986,215,1649,24333,274840,122513,122513,274840,0,122513,274840,0.3083,0.3083,0,0,0,0.104
4835,1,893885, 4,0.9722,713066,0.003314906,0.932,0.24517,803918,35502,11261,1632, 6166,147,2135,33124,647912,28184, 7769,1422,5058,110,1294,21317,272380,112327,112327,272380,0,112327,272380,0.2920,0.2920,0,0,0,0.104
4835,2,899831, 4,0.9722,719866,0.003314906,0.932,0.12195,794916,29247,23566,1555, 8737,282,2517,39011,645128,23818,15714,1339,7175,223,1687,24782,273002,123657,123657,273002,0,123657,273002,0.3117,0.3117,0,0,0,0.104
4836,1,894582, 4,0.8872,713088,0.002537748,0.936,0.24044,803512,35454,11340,1612, 6438,157,2181,33888,647372,28092, 7793,1415,5253,125,1340,21698,271512,113416,113416,271512,0,113416,271512,0.2946,0.2946,0,0,0,0.104
4836,2,899134, 4,0.8872,719844,0.002537748,0.936,0.13093,795322,29295,23487,1575, 8465,272,2471,38247,645668,23910,15690,1346,6980,208,1641,24401,273870,122568,122568,273870,0,122568,273870,0.3092,0.3092,0,0,0,0.104
4837,1,893324, 4,0.9708,713156,0.003940423,0.932,0.29628,802372,36437,11363,1618, 6192,154,2121,33067,646946,29139, 7887,1425,5078,119,1272,21290,271354,111977,111977,271354,0,111977,271354,0.2921,0.2921,0,0,0,0.104
4837,2,900392, 4,0.9708,719776,0.003940423,0.932,0.12471,796462,28312,23464,1569, 8711,275,2531,39068,646094,22863,15596,1336,7155,214,1709,24809,274028,124007,124007,274028,0,124007,274028,0.3115,0.3115,0,0,0,0.104
4838,1,896896, 4,0.8793,714854,0.000042370,0.944,0.24030,805666,35528,11362,1621, 6392,152,2211,33964,649093,28142, 7811,1416,5216,119,1350,21707,273891,113734,113734,273891,0,113734,273891,0.2934,0.2934,0,0,0,0.104
4838,2,896820, 4,0.8793,718078,0.000042370,0.944,0.16517,793168,29221,23465,1566, 8511,277,2441,38171,643947,23860,15672,1345,7017,214,1631,24392,271491,122250,122250,271491,0,122250,271491,0.3105,0.3105,0,0,0,0.104
4839,1,893303, 4,0.8675,712321,0.003963838,0.936,0.24910,804061,34455,11250,1569, 6436,176,2088,33268,647814,27361, 7744,1392,5261,142,1287,21320,272815,111708,111708,272815,0,111708,272815,0.2905,0.2905,0,0,0,0.104
4839,2,900413, 4,0.8675,720611,0.003963838,0.936,0.11985,794773,30294,23577,1618, 8467,253,2564,38867,645226,24641,15739,1369,6972,191,1694,24779,272567,124276,124276,272567,0,124276,272567,0.3132,0.3132,0,0,0,0.104
4840,1,893718, 4,0.9047,712164,0.003501112,0.944,0.24603,802572,35461,11321,1635, 6426,146,2186,33971,646417,28077, 7807,1432,5246,114,1328,21743,270734,113651,113651,270734,0,113651,270734,0.2957,0.2957,0,0,0,0.104
4840,2,899998, 4,0.9047,720768,0.003501112,0.944,0.15675,796262,29288,23506,1552, 8477,283,2466,38164,646623,23925,15676,1329,6987,219,1653,24356,274648,122333,122333,274648,0,122333,274648,0.3082,0.3082,0,0,0,0.104
4841,1,899234, 4,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
4841,2,894482, 4,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
4842,1,892952, 4,0.8949,712378,0.004355205,0.936,0.23450,803320,34807,11275,1587, 6405,169,2106,33283,647500,27687, 7810,1397,5240,135,1282,21327,273433,112264,112264,273433,0,112264,273433,0.2911,0.2911,0,0,0,0.104
4842,2,900764, 4,0.8949,720554,0.004355205,0.936,0.12921,795514,29942,23552,1600, 8498,260,2546,38852,645540,24315,15673,1364,6993,198,1699,24772,271949,123720,123720,271949,0,123720,271949,0.3127,0.3127,0,0,0,0.104
4843,1,899879, 4,0.8987,717477,0.003368426,0.928,0.19352,807455,36160,11665,1611, 6526,157,2267,34038,650829,28673, 8054,1407,5340,120,1367,21687,274635,115604,115604,274635,0,115604,274635,0.2962,0.2962,0,0,0,0.104
4843,2,893837, 4,0.8987,715455,0.003368426,0.928,0.14106,791379,28589,23162,1576, 8377,272,2385,38097,642211,23329,15429,1354,6893,213,1614,24412,270747,120380,120380,270747,0,120380,270747,0.3078,0.3078,0,0,0,0.104
4844,1,896779, 4,0.8515,715484,0.000088085,0.940,0.28138,806613,34977,11392,1588, 6415,169,2122,33503,650230,27871, 7847,1407,5246,136,1296,21451,274455,111996,111996,274455,0,111996,274455,0.2898,0.2898,0,0,0,0.104
4844,2,896937, 4,0.8515,717448,0.000088085,0.940,0.13093,792221,29772,23435,1599, 8488,260,2530,38632,642810,24131,15636,1354,6987,197,1685,24648,270927,123988,123988,270927,0,123988,270927,0.3140,0.3140,0,0,0,0.104
4845,1,900467, 4,0.8812,717765,0.004024048,0.940,0.26470,808720,35999,11464,1621, 6414,163,2177,33909,651396,28650, 7893,1430,5242,130,1346,21678,273560,113638,113638,273560,0,113638,273560,0.2935,0.2935,0,0,0,0.104
4845,2,893249, 4,0.8812,715167,0.004024048,0.940,0.13303,790114,28750,23363,1566, 8489,266,2475,38226,641644,23352,15590,1331,6991,203,1635,24421,271822,122346,122346,271822,0,122346,271822,0.3104,0.3104,0,0,0,0.104
4846,1,896634, 4,0.8884,714535,0.000249761,0.948,0.25291,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
4846,2,897082, 4,0.8884,718397,0.000249761,0.948,0.16021,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
4847,1,898912, 4,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
4847,2,894804, 4,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
4848,1,900392, 4,0.9084,717870,0.003940423,0.936,0.24673,807987,36397,11547,1637, 6419,156,2197,34052,650960,29012, 7992,1433,5250,123,1336,21764,273085,114515,114515,273085,0,114515,273085,0.2954,0.2954,0,0,0,0.104
4848,2,893324, 4,0.9084,715062,0.003940423,0.936,0.14234,790847,28352,23280,1550, 8484,273,2455,38083,642080,22990,15491,1328,6983,210,1645,24335,272297,121469,121469,272297,0,121469,272297,0.3085,0.3085,0,0,0,0.104
4849,1,897090, 4,0.9066,714964,0.000258681,0.936,0.23156,805896,35469,11339,1622, 6425,152,2195,33992,649191,28081, 7820,1417,5248,118,1336,21753,272553,114044,114044,272553,0,114044,272553,0.2950,0.2950,0,0,0,0.104
4849,2,896626, 4,0.9066,717968,0.000258681,0.936,0.14682,792938,29280,23488,1565, 8478,277,2457,38143,643849,23921,15663,1344,6985,215,1645,24346,272829,121940,121940,272829,0,121940,272829,0.3089,0.3089,0,0,0,0.104
4850,1,898717, 4,0.8897,716526,0.002072792,0.912,0.17368,806228,36440,11556,1651, 6416,141,2197,34088,649535,29052, 8003,1448,5238,108,1335,21807,272799,113922,113922,272799,0,113922,272799,0.2946,0.2946,0,0,0,0.104
4850,2,894999, 4,0.8897,716406,0.002072792,0.912,0.12969,792606,28309,23271,1536, 8487,288,2455,38047,643505,22950,15480,1313,6995,225,1646,24292,272583,122062,122062,272583,0,122062,272583,0.3093,0.3093,0,0,0,0.104
4851,1,893626, 4,0.6259,710134,0.003603692,0.904,0.11146,790617,37368,20518,1691, 5894,145,2299,35094,636297,30292,13530,1450,4883,121,1457,22104,276179,104870,104870,276179,0,104870,276179,0.2752,0.2752,0,0,0,0.104
4851,2,900090, 4,0.6259,722798,0.003603692,0.904,0.19796,808217,27381,14309,1496, 9009,284,2353,37041,656743,21710, 9953,1311,7350,212,1524,23995,269203,131114,131114,269203,0,131114,269203,0.3275,0.3275,0,0,0,0.104
4852,1,899979, 4,0.8810,717555,0.003479927,0.944,0.28692,807604,36349,11564,1635, 6424,152,2183,34068,650637,28986, 7983,1439,5247,119,1338,21806,273514,113629,113629,273514,0,113629,273514,0.2935,0.2935,0,0,0,0.104
4852,2,893737, 4,0.8810,715377,0.003479927,0.944,0.14280,791230,28400,23263,1552, 8479,277,2469,38067,642403,23016,15500,1322,6986,214,1643,24293,271868,122355,122355,271868,0,122355,271868,0.3104,0.3104,0,0,0,0.104
4853,1,894980, 4,0.8960,713193,0.002093977,0.936,0.27271,803948,35370,11329,1619, 6434,157,2172,33951,647519,28011, 7787,1423,5255,125,1331,21742,271449,113358,113358,271449,0,113358,271449,0.2946,0.2946,0,0,0,0.104
4853,2,898736, 4,0.8960,719739,0.002093977,0.936,0.12981,794886,29379,23498,1568, 8469,272,2480,38184,645521,23991,15696,1338,6978,208,1650,24357,273933,122626,122626,273933,0,122626,273933,0.3092,0.3092,0,0,0,0.104
4854,1,899483, 4,0.9632,718435,0.002926885,0.928,0.26104,808894,35797,11300,1646, 6169,140,2205,33332,652845,28419, 7791,1433,5049,103,1342,21453,274407,114157,114157,274407,0,114157,274407,0.2938,0.2938,0,0,0,0.104
4854,2,894233, 4,0.9632,714497,0.002926885,0.928,0.13079,789940,28952,23527,1541, 8734,289,2447,38803,640195,23583,15692,1328,7184,230,1639,24646,270975,121827,121827,270975,0,121827,270975,0.3101,0.3101,0,0,0,0.104
4855,1,898912, 4,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
4855,2,894804, 4,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
4856,1,900637, 4,0.9000,717809,0.004213599,0.936,0.20882,809176,35569,11366,1648, 6406,156,2206,34110,651888,28175, 7811,1443,5230,123,1344,21795,273815,114615,114615,273815,0,114615,273815,0.2951,0.2951,0,0,0,0.104
4856,2,893079, 4,0.9000,715123,0.004213599,0.936,0.13847,789658,29180,23461,1539, 8497,273,2446,38025,641152,23827,15672,1318,7003,210,1637,24304,271567,121369,121369,271567,0,121369,271567,0.3089,0.3089,0,0,0,0.104
4857,1,895828, 4,0.8700,714102,0.001148454,0.940,0.25785,804071,36123,11456,1617, 6406,152,2177,33826,647680,28772, 7888,1426,5232,119,1338,21647,272059,112616,112616,272059,0,112616,272059,0.2928,0.2928,0,0,0,0.104
4857,2,897888, 4,0.8700,718830,0.001148454,0.940,0.13425,794763,28626,23371,1570, 8497,277,2475,38309,645360,23230,15595,1335,7001,214,1643,24452,273323,123368,123368,273323,0,123368,273323,0.3110,0.3110,0,0,0,0.104
4858,1,893090, 4,0.8854,711598,0.004201334,0.924,0.24689,801513,35950,11459,1597, 6433,163,2169,33806,645389,28601, 7889,1407,5263,130,1332,21587,269725,113260,113260,269725,0,113260,269725,0.2957,0.2957,0,0,0,0.104
4858,2,900626, 4,0.8854,721334,0.004201334,0.924,0.12148,797321,28799,23368,1590, 8470,266,2483,38329,647651,23401,15594,1354,6970,203,1649,24512,275657,122724,122724,275657,0,122724,275657,0.3081,0.3081,0,0,0,0.104
4859,1,898912, 4,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
4859,2,894804, 4,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
4860,1,898368, 4,0.9919,717393,0.001683656,0.944,0.33379,807650,36280,11354,1631, 6151,160,2131,33011,651401,28986, 7868,1425,5046,123,1289,21255,274390,112713,112713,274390,0,112713,274390,0.2912,0.2912,0,0,0,0.104
4860,2,895348, 4,0.9919,715539,0.001683656,0.944,0.13367,791184,28469,23473,1556, 8752,269,2521,39124,641639,23016,15615,1336,7187,210,1692,24844,270992,123271,123271,270992,0,123271,270992,0.3127,0.3127,0,0,0,0.104
4861,1,898518, 4,0.9737,717267,0.001850906,0.936,0.29742,807371,36443,11385,1622, 6192,158,2129,33218,650923,29139, 7900,1427,5078,123,1280,21397,273488,112443,112443,273488,0,112443,273488,0.2914,0.2914,0,0,0,0.104
4861,2,895198, 4,0.9737,715665,0.001850906,0.936,0.12097,791463,28306,23442,1565, 8711,271,2523,38917,642117,22863,15583,1334,7155,210,1701,24702,271894,123541,123541,271894,0,123541,271894,0.3124,0.3124,0,0,0,0.104
4862,1,892721, 4,0.9670,712945,0.004612770,0.936,0.27560,802462,35777,11244,1642, 6163,139,2195,33099,647568,28415, 7750,1430,5043,102,1338,21299,271566,113219,113219,271566,0,113219,271566,0.2942,0.2942,0,0,0,0.104
4862,2,900995, 4,0.9670,719987,0.004612770,0.936,0.14674,796372,28972,23583,1545, 8740,290,2457,39036,645472,23587,15733,1331,7190,231,1643,24800,273816,122765,122765,273816,0,122765,273816,0.3096,0.3096,0,0,0,0.104
4863,1,899234, 4,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
4863,2,894482, 4,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
4864,1,900906, 4,0.9002,717814,0.004513535,0.940,0.25193,810139,35112,11260,1633, 6434,163,2170,33995,652422,27752, 7721,1441,5254,129,1340,21755,272952,114048,114048,272952,0,114048,272952,0.2947,0.2947,0,0,0,0.104
4864,2,892810, 4,0.9002,715118,0.004513535,0.940,0.12928,788695,29637,23567,1554, 8469,266,2482,38140,640618,24250,15762,1320,6979,204,1641,24344,272430,121936,121936,272430,0,121936,272430,0.3092,0.3092,0,0,0,0.104
4865,1,895543, 4,0.9720,715256,0.001466230,0.924,0.22740,804682,36463,11368,1627, 6167,156,2144,32936,649118,29171, 7894,1426,5060,119,1287,21181,272795,112179,112179,272795,0,112179,272795,0.2914,0.2914,0,0,0,0.104
4865,2,898173, 4,0.9720,717676,0.001466230,0.924,0.10673,794152,28286,23459,1560, 8736,273,2508,39199,643922,22831,15589,1335,7173,214,1694,24918,272587,123805,123805,272587,0,123805,272587,0.3123,0.3123,0,0,0,0.104
4866,1,899234, 4,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
4866,2,894482, 4,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
4867,1,893253, 4,0.9044,711599,0.004019588,0.944,0.27819,802924,35017,11197,1611, 6417,163,2160,33764,646537,27667, 7684,1420,5246,129,1331,21585,270210,113349,113349,270210,0,113349,270210,0.2955,0.2955,0,0,0,0.104
4867,2,900463, 4,0.9044,721333,0.004019588,0.944,0.13184,795910,29732,23630,1576, 8486,266,2492,38371,646503,24335,15799,1341,6987,204,1650,24514,275172,122635,122635,275172,0,122635,275172,0.3083,0.3083,0,0,0,0.104
4868,1,899234, 4,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
4868,2,894482, 4,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
4869,1,896903, 4,0.8885,714540,0.000050175,0.944,0.28075,806316,35078,11255,1620, 6430,159,2163,33882,649270,27722, 7711,1428,5247,125,1334,21703,272481,113177,113177,272481,0,113177,272481,0.2935,0.2935,0,0,0,0.104
4869,2,896813, 4,0.8885,718392,0.000050175,0.944,0.13941,792518,29671,23572,1567, 8473,270,2489,38253,643770,24280,15772,1333,6986,208,1647,24396,272901,122807,122807,272901,0,122807,272901,0.3103,0.3103,0,0,0,0.104
4870,1,893324, 4,0.9708,713156,0.003940423,0.932,0.29628,802372,36437,11363,1618, 6192,154,2121,33067,646946,29139, 7887,1425,5078,119,1272,21290,271354,111977,111977,271354,0,111977,271354,0.2921,0.2921,0,0,0,0.104
4870,2,900392, 4,0.9708,719776,0.003940423,0.932,0.12471,796462,28312,23464,1569, 8711,275,2531,39068,646094,22863,15596,1336,7155,214,1709,24809,274028,124007,124007,274028,0,124007,274028,0.3115,0.3115,0,0,0,0.104
4871,1,898579, 4,0.9824,717366,0.001918921,0.936,0.27994,807536,36320,11415,1630, 6186,158,2139,33195,651152,29013, 7919,1428,5074,123,1291,21366,273764,113055,113055,273764,0,113055,273764,0.2923,0.2923,0,0,0,0.104
4871,2,895137, 4,0.9824,715566,0.001918921,0.936,0.12847,791298,28429,23412,1557, 8717,271,2513,38940,641888,22989,15564,1333,7159,210,1690,24733,271618,122929,122929,271618,0,122929,271618,0.3116,0.3116,0,0,0,0.104
4872,1,899549, 4,0.9829,717804,0.003000475,0.944,0.27782,809596,35407,11221,1633, 6160,160,2145,33227,652711,28101, 7724,1427,5050,123,1295,21373,274511,113066,113066,274511,0,113066,274511,0.2917,0.2917,0,0,0,0.104
4872,2,894167, 4,0.9829,715128,0.003000475,0.944,0.12358,789238,29342,23606,1554, 8743,269,2507,38908,640329,23901,15759,1334,7183,210,1686,24726,270871,122918,122918,270871,0,122918,270871,0.3121,0.3121,0,0,0,0.104
4873,1,893902, 4,0.6045,718301,0.003295951,0.892,0.10145,794474,34261,14065,1491,10245,235,2473,36658,646367,27203, 9792,1317,8396,173,1590,23463,260152,130826,130826,260152,0,130826,260152,0.3346,0.3346,0,0,0,0.104
4873,2,899814, 4,0.6045,714631,0.003295951,0.892,0.11642,804360,30488,20762,1696, 4658,194,2179,35477,646673,24799,13691,1444,3837,160,1391,22636,285230,105158,105158,285230,0,105158,285230,0.2694,0.2694,0,0,0,0.104
4874,1,894980, 4,0.8960,713193,0.002093977,0.936,0.27271,803948,35370,11329,1619, 6434,157,2172,33951,647519,28011, 7787,1423,5255,125,1331,21742,271449,113358,113358,271449,0,113358,271449,0.2946,0.2946,0,0,0,0.104
4874,2,898736, 4,0.8960,719739,0.002093977,0.936,0.12981,794886,29379,23498,1568, 8469,272,2480,38184,645521,23991,15696,1338,6978,208,1650,24357,273933,122626,122626,273933,0,122626,273933,0.3092,0.3092,0,0,0,0.104
4875,1,893718, 4,0.9047,712164,0.003501112,0.944,0.24603,802572,35461,11321,1635, 6426,146,2186,33971,646417,28077, 7807,1432,5246,114,1328,21743,270734,113651,113651,270734,0,113651,270734,0.2957,0.2957,0,0,0,0.104
4875,2,899998, 4,0.9047,720768,0.003501112,0.944,0.15675,796262,29288,23506,1552, 8477,283,2466,38164,646623,23925,15676,1329,6987,219,1653,24356,274648,122333,122333,274648,0,122333,274648,0.3082,0.3082,0,0,0,0.104
4876,1,899088, 4,0.9827,717557,0.002486458,0.948,0.36685,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
4876,2,894628, 4,0.9827,715375,0.002486458,0.948,0.13474,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
4877,1,898047, 4,0.9465,718091,0.001325739,0.908,0.20086,805878,37051,11954,1633, 6158,151,2183,33039,650999,29622, 8286,1432,5057,113,1341,21241,273456,113500,113500,273456,0,113500,273456,0.2933,0.2933,0,0,0,0.104
4877,2,895669, 4,0.9465,714841,0.001325739,0.908,0.10160,792956,27698,22873,1554, 8745,278,2469,39096,642041,22380,15197,1329,7176,220,1640,24858,271926,122484,122484,271926,0,122484,271926,0.3105,0.3105,0,0,0,0.104
4878,1,900661, 4,0.9086,717875,0.004240359,0.940,0.30277,808950,35940,11441,1622, 6447,163,2161,33937,651494,28589, 7902,1431,5274,129,1332,21724,272222,113948,113948,272222,0,113948,272222,0.2951,0.2951,0,0,0,0.104
4878,2,893055, 4,0.9086,715057,0.004240359,0.940,0.13269,789884,28809,23386,1565, 8456,266,2491,38198,641546,23413,15581,1330,6959,204,1649,24375,273160,122036,122036,273160,0,122036,273160,0.3088,0.3088,0,0,0,0.104
4879,1,899234, 4,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
4879,2,894482, 4,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
4880,1,892765, 4,0.9042,711389,0.004563710,0.948,0.32042,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
4880,2,900951, 4,0.9042,721543,0.004563710,0.948,0.14599,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
4881,1,896389, 4,0.8968,714596,0.000522937,0.940,0.25885,804164,36363,11542,1624, 6415,152,2190,33939,647808,28982, 7982,1420,5243,119,1330,21712,272614,113644,113644,272614,0,113644,272614,0.2942,0.2942,0,0,0,0.104
4881,2,897327, 4,0.8968,718336,0.000522937,0.940,0.14834,794670,28386,23285,1563, 8488,277,2462,38196,645232,23020,15501,1341,6990,214,1651,24387,272768,122340,122340,272768,0,122340,272768,0.3096,0.3096,0,0,0,0.104
4882,1,894451, 4,0.8873,712914,0.002683814,0.932,0.20291,803360,35442,11313,1621, 6422,150,2186,33957,647191,28077, 7790,1424,5240,118,1344,21730,271089,113461,113461,271089,0,113461,271089,0.2950,0.2950,0,0,0,0.104
4882,2,899265, 4,0.8873,720018,0.002683814,0.932,0.12636,795474,29307,23514,1566, 8481,279,2466,38178,645849,23925,15693,1337,6993,215,1637,24369,274293,122523,122523,274293,0,122523,274293,0.3088,0.3088,0,0,0,0.104
4883,1,892391, 4,0.8680,711884,0.004980722,0.944,0.24392,803227,34567,11189,1580, 6396,169,2093,33170,647372,27477, 7716,1403,5229,135,1290,21262,272878,111236,111236,272878,0,111236,272878,0.2896,0.2896,0,0,0,0.104
4883,2,901325, 4,0.8680,721048,0.004980722,0.944,0.12100,795607,30182,23638,1607, 8507,260,2559,38965,645668,24525,15767,1358,7004,198,1691,24837,272504,124748,124748,272504,0,124748,272504,0.3140,0.3140,0,0,0,0.104
4884,1,896896, 4,0.8793,714854,0.000042370,0.944,0.24030,805666,35528,11362,1621, 6392,152,2211,33964,649093,28142, 7811,1416,5216,119,1350,21707,273891,113734,113734,273891,0,113734,273891,0.2934,0.2934,0,0,0,0.104
4884,2,896820, 4,0.8793,718078,0.000042370,0.944,0.16517,793168,29221,23465,1566, 8511,277,2441,38171,643947,23860,15672,1345,7017,214,1631,24392,271491,122250,122250,271491,0,122250,271491,0.3105,0.3105,0,0,0,0.104
4885,1,893902, 4,0.6045,718301,0.003295951,0.892,0.10145,794474,34261,14065,1491,10245,235,2473,36658,646367,27203, 9792,1317,8396,173,1590,23463,260152,130826,130826,260152,0,130826,260152,0.3346,0.3346,0,0,0,0.104
4885,2,899814, 4,0.6045,714631,0.003295951,0.892,0.11642,804360,30488,20762,1696, 4658,194,2179,35477,646673,24799,13691,1444,3837,160,1391,22636,285230,105158,105158,285230,0,105158,285230,0.2694,0.2694,0,0,0,0.104
4886,1,896779, 4,0.8515,715484,0.000088085,0.940,0.28138,806613,34977,11392,1588, 6415,169,2122,33503,650230,27871, 7847,1407,5246,136,1296,21451,274455,111996,111996,274455,0,111996,274455,0.2898,0.2898,0,0,0,0.104
4886,2,896937, 4,0.8515,717448,0.000088085,0.940,0.13093,792221,29772,23435,1599, 8488,260,2530,38632,642810,24131,15636,1354,6987,197,1685,24648,270927,123988,123988,270927,0,123988,270927,0.3140,0.3140,0,0,0,0.104
4887,1,893724, 4,0.5370,711502,0.003494422,0.904,0.15052,779354,44085,21316,1742, 6697,178,2615,37737,629791,35457,13956,1489,5539,145,1627,23498,274304,119560,119560,274304,0,119560,274304,0.3036,0.3036,0,0,0,0.104
4887,2,899992, 4,0.5370,721430,0.003494422,0.904,0.12169,819480,20664,13511,1445, 8206,251,2037,34398,663249,16545, 9527,1272,6694,188,1354,22601,271078,116424,116424,271078,0,116424,271078,0.3004,0.3004,0,0,0,0.104
4888,1,898463, 4,0.9748,716630,0.001789581,0.940,0.28939,808402,35501,11239,1628, 6180,158,2125,33230,651399,28188, 7755,1425,5072,121,1291,21379,273605,112737,112737,273605,0,112737,273605,0.2918,0.2918,0,0,0,0.104
4888,2,895253, 4,0.9748,716302,0.001789581,0.940,0.12109,790432,29248,23588,1559, 8723,271,2527,38905,641641,23814,15728,1336,7161,212,1690,24720,271777,123247,123247,271777,0,123247,271777,0.3120,0.3120,0,0,0,0.104
4889,1,899088, 4,0.9827,717557,0.002486458,0.948,0.36685,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
4889,2,894628, 4,0.9827,715375,0.002486458,0.948,0.13474,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
