draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2317,2,548254, 1,0.5501,453970,0.0007937094,0.9641,0.2782, 54249,423770,19971,2084,19414,182,4214,24370, 38370,362389,15999,1647,16196,156,3203,16010,142419, 94239,134078,78515,117417,73803,157008,142709,64395,178322,102321,188376, 86815, 94239,142419,72237,137803, 94568,183348,2,3,151476, 83348,0.6451,0.6426,1.0000,2.000,0,-0.25606
2318,1,546306, 1,0.6082,430493,0.0043439869,0.9749,0.4223,146655,299524,41670,1569,21218,164,7576,27930,101456,255890,30777,1163,17065,123,5552,18467,113043, 76106, 98468,58190, 81900,60047,115773,104441,48369,129926, 86150,139157, 67950, 76106,113043,55535,100145, 77051,134542,2,3,111815, 66135,0.6284,0.6266,1.0000,2.000,0,-0.25606
2318,2,551073, 1,0.6082,457101,0.0043439869,0.9749,0.3152, 35446,454526,13716,1944,17149,156,3816,24320, 24532,386545,11147,1536,14347,132,2901,15961,139483,104436,133010,86230,116222,79886,158578,142835,70924,177559,113772,189417, 96905,104436,139483,79013,137661,105339,183487,2,3,151015, 92026,0.6214,0.6184,1.0000,2.000,0,-0.25606
2319,1,550458, 1,0.7341,437262,0.0032231344,0.9805,0.4246,148836,291538,44626,1689,23901,168,8801,30899,103444,251466,33357,1298,20053,130,6542,20972,120480, 63599,104286,47821, 90596,46980,116781,109098,39295,136700, 72287,143555, 56376, 63599,120480,44699,105190, 64332,140128,1,2,117356, 54392,0.6833,0.6843,1.0000,2.000,0,-0.25606
2319,2,546921, 1,0.7341,450332,0.0032231344,0.9805,0.3169, 33265,462512,10760,1824,14466,152,2591,21351, 22544,390969, 8567,1401,11359,125,1911,13456,132045,116943,127191,96599,107526,92953,157569,138178,79998,170786,127635,185019,108479,116943,132045,89849,132616,118057,177902,1,2,145474,103768,0.5837,0.5785,1.0000,2.000,0,-0.25606
2320,1,547291, 1,0.7389,435044,0.0025488004,0.9818,0.4353,147703,290340,44376,1676,23454,168,8777,30797,102741,250543,33174,1287,19720,130,6527,20922,120010, 63267,103910,47598, 90428,46562,116345,108732,39063,136201, 71868,142980, 56048, 63267,120010,44408,104854, 63959,139591,1,2,116943, 54067,0.6838,0.6849,1.0000,2.000,0,-0.25606
2320,2,550088, 1,0.7389,452550,0.0025488004,0.9818,0.3190, 34398,463710,11010,1837,14913,152,2615,21453, 23247,391892, 8750,1412,11692,125,1926,13506,132516,117275,127567,96823,107694,93371,158005,138544,80229,171285,128054,185593,108807,117275,132516,90140,132952,118431,178438,1,2,145887,104094,0.5836,0.5784,1.0000,2.000,0,-0.25606
2321,1,551413, 1,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
2321,2,545966, 1,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
2322,1,549943, 1,0.5294,442280,0.0022845343,0.9658,0.2322,127200,319686,41258,1665,23534,152,7437,29011, 89294,275853,31192,1310,19269,125,5546,19691,131551, 70827,116851,56192, 99523,57561,132321,122804,46043,153292, 78643,161526, 63016, 70827,131551,53266,117874, 70830,157409,4,2,131124, 62047,0.6788,0.6777,1.0000,2.000,0,-0.25606
2322,2,547436, 1,0.5294,445314,0.0022845343,0.9658,0.2435, 54901,434364,14128,1848,14833,168,3955,23239, 36694,366582,10732,1389,12143,130,2907,14737,120974,109715,114627,88228, 98599,82372,142029,124472,73249,154193,121279,167047,101839,109715,120974,81283,119931,111560,160620,4,2,131706, 96114,0.5781,0.5741,1.0000,2.000,0,-0.25606
2323,1,549943, 1,0.5294,442280,0.0022845343,0.9658,0.2322,127200,319686,41258,1665,23534,152,7437,29011, 89294,275853,31192,1310,19269,125,5546,19691,131551, 70827,116851,56192, 99523,57561,132321,122804,46043,153292, 78643,161526, 63016, 70827,131551,53266,117874, 70830,157409,4,2,131124, 62047,0.6788,0.6777,1.0000,2.000,0,-0.25606
2323,2,547436, 1,0.5294,445314,0.0022845343,0.9658,0.2435, 54901,434364,14128,1848,14833,168,3955,23239, 36694,366582,10732,1389,12143,130,2907,14737,120974,109715,114627,88228, 98599,82372,142029,124472,73249,154193,121279,167047,101839,109715,120974,81283,119931,111560,160620,4,2,131706, 96114,0.5781,0.5741,1.0000,2.000,0,-0.25606
2324,1,551413, 1,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
2324,2,545966, 1,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
2325,1,546863, 1,0.5256,445594,0.0033288408,0.9619,0.2190, 56258,420507,19964,1940,10967,171,6921,30135, 38587,356269,15109,1470, 8874,136,5195,19954,131874, 96315,123087,78458,108118,71681,145910,131852,64638,166783,105909,176800, 89272, 96315,131874,71592,127242, 97591,171791,2,2,140632, 84379,0.6250,0.6228,1.0000,2.000,0,-0.25606
2325,2,550516, 1,0.5256,442000,0.0033288408,0.9619,0.2819,125843,333543,35422,1573,27400,149,4471,22115, 87401,286166,26815,1229,22538,119,3258,14474,120651, 84227,108390,65962, 90004,68252,128440,115424,54655,140703, 94013,151773, 75583, 84227,120651,62957,110564, 84798,146238,2,2,122198, 73782,0.6235,0.6208,1.0000,2.000,0,-0.25606
2326,1,547161, 1,0.7421,436542,0.0027857285,0.9654,0.2357,127116,315764,40801,1555,22204,160,8643,30918, 88405,270054,30600,1196,18725,124,6479,20959,119868, 71038,105638,54906, 91098,53518,120256,111382,45325,138738, 80899,145854, 65140, 71038,119868,51250,107093, 73021,142296,2,3,118976, 61804,0.6581,0.6583,1.0000,2.000,0,-0.25606
2326,2,550218, 1,0.7421,451052,0.0027857285,0.9654,0.2359, 54985,438286,14585,1958,16163,160,2749,21332, 37583,372381,11324,1503,12687,131,1974,13469,132657,109504,125840,89515,107024,86415,154094,135894,73967,168747,119023,182720, 99715,109504,132657,83298,130713,109369,175733,2,3,143854, 96357,0.5989,0.5944,1.0000,2.000,0,-0.25606
2327,1,547988, 1,0.7417,433360,0.0012785009,0.9697,0.2321,144367,296792,43250,1631,22043,163,8691,31051,100337,253788,32281,1252,18164,127,6455,20956,123511, 62736,107083,48194, 93870,46443,118934,111881,39619,141115, 71718,146699, 57392, 62736,123511,44752,107942, 64556,143907,2,1,120441, 54350,0.6891,0.6903,1.0000,2.000,0,-0.25606
2327,2,549391, 1,0.7417,454234,0.0012785009,0.9697,0.2927, 37734,457258,12136,1882,16324,157,2701,21199, 25651,388647, 9643,1447,13248,128,1998,13472,129014,117806,124395,96226,104252,93490,155416,135395,79674,166371,128204,181875,107463,117806,129014,89796,129864,117834,174122,2,1,142389,103811,0.5783,0.5728,1.0000,2.000,0,-0.25606
2328,1,546881, 1,0.7186,434029,0.0032960354,0.9801,0.3937,142157,299489,42545,1612,22015,168,8526,30369, 98597,257012,31630,1218,18555,128,6333,20556,117051, 67746,101510,51198, 87814,49946,115251,106772,42180,133404, 77305,140648, 61029, 67746,117051,47775,102836, 69168,137027,1,3,114636, 58234,0.6631,0.6638,1.0000,2.000,0,-0.25606
2328,2,550498, 1,0.7186,453565,0.0032960354,0.9801,0.3512, 39944,454561,12841,1901,16352,152,2866,21881, 27391,385423,10294,1481,12857,127,2120,13872,135474,112796,129968,93222,110308,89987,159099,140505,77112,174081,122617,187925,103826,112796,135474,86773,134970,113222,181002,1,3,148195, 99927,0.5973,0.5925,1.0000,2.000,0,-0.25606
2329,1,546276, 1,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
2329,2,551103, 1,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
2330,1,546276, 1,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
2330,2,551103, 1,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
2331,1,548567, 1,0.7359,435694,0.0002232592,0.9788,0.3724,148726,289882,44589,1687,23878,168,8789,30848,103387,250043,33333,1297,20036,130,6532,20936,120080, 62890,103918,47257, 90292,46454,116150,108634,38852,136182, 71559,142927, 55804, 62890,120080,44188,104748, 63683,139555,1,2,116883, 53802,0.6848,0.6859,1.0000,2.000,0,-0.25606
2331,2,548812, 1,0.7359,451900,0.0002232592,0.9788,0.3062, 33375,464168,10797,1826,14489,152,2603,21402, 22601,392392, 8591,1402,11376,125,1921,13492,132446,117651,127560,97164,107830,93479,158200,138642,80441,171303,128363,185647,109051,117651,132446,90361,133058,118707,178474,1,2,145947,104359,0.5831,0.5779,1.0000,2.000,0,-0.25606
2332,1,548365, 1,0.6924,442411,0.0005914092,0.9511,0.2372,119883,328290,39789,1733,18438,180,8381,31671, 83864,283642,30065,1353,15544,149,6209,21585,132354, 66089,117056,51989,103763,48602,130084,122302,42593,156157, 72946,162292, 59051, 66089,132354,47728,118301, 65999,159224,2,3,132001, 56877,0.6989,0.6995,1.0000,2.000,0,-0.25606
2332,2,549014, 1,0.6924,445183,0.0005914092,0.9511,0.2297, 62218,425760,15597,1780,19929,140,3011,20579, 42124,358793,11859,1346,15868,106,2244,12843,120171,114453,114421,92431, 94359,91331,144267,124974,76700,151329,126975,166282,105804,114453,120171,86820,119505,116391,158805,2,3,130829,101284,0.5636,0.5580,1.0000,2.000,0,-0.25606
2333,1,546276, 1,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
2333,2,551103, 1,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
2334,1,548435, 1,0.7360,435893,0.0004638325,0.9823,0.3860,147759,291403,44357,1675,23467,168,8783,30823,102762,251358,33156,1286,19733,130,6533,20935,120171, 63728,104080,47942, 90516,46919,116608,108958,39347,136417, 72444,143262, 56549, 63728,120171,44736,105040, 64497,139840,1,2,117144, 54487,0.6825,0.6836,1.0000,2.000,0,-0.25606
2334,2,548944, 1,0.7360,451701,0.0004638325,0.9823,0.3020, 34342,462647,11029,1838,14900,152,2609,21427, 23226,391077, 8768,1413,11679,125,1920,13493,132354,116814,127397,96479,107606,93014,157742,138318,79946,171069,127478,185311,108306,116814,132354,89812,132766,117892,178189,1,2,145686,103674,0.5842,0.5791,1.0000,2.000,0,-0.25606
2335,1,546276, 1,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
2335,2,551103, 1,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
2336,1,546800, 1,0.5120,446383,0.0034436598,0.9684,0.2610, 54354,424076,18997,1934,11286,177,6503,29473, 37211,359628,14416,1478, 9065,142,4879,19564,132552, 98003,123765,79939,108811,72944,147168,132753,65830,167616,107630,177785, 90990, 98003,132552,72904,128124, 99310,172700,2,3,141493, 85890,0.6223,0.6200,1.0000,2.000,0,-0.25606
2336,2,550579, 1,0.5120,441211,0.0034436598,0.9684,0.3885,127747,329974,36389,1579,27081,143,4889,22777, 88777,282807,27508,1221,22347,113,3574,14864,119973, 82539,107712,64481, 89311,66989,127183,114523,53463,139870, 92292,150788, 73865, 82539,119973,61644,109682, 83079,145329,2,3,121337, 72271,0.6267,0.6241,1.0000,2.000,0,-0.25606
2337,1,550458, 1,0.7341,437262,0.0032231344,0.9805,0.4246,148836,291538,44626,1689,23901,168,8801,30899,103444,251466,33357,1298,20053,130,6542,20972,120480, 63599,104286,47821, 90596,46980,116781,109098,39295,136700, 72287,143555, 56376, 63599,120480,44699,105190, 64332,140128,1,2,117356, 54392,0.6833,0.6843,1.0000,2.000,0,-0.25606
2337,2,546921, 1,0.7341,450332,0.0032231344,0.9805,0.3169, 33265,462512,10760,1824,14466,152,2591,21351, 22544,390969, 8567,1401,11359,125,1911,13456,132045,116943,127191,96599,107526,92953,157569,138178,79998,170786,127635,185019,108479,116943,132045,89849,132616,118057,177902,1,2,145474,103768,0.5837,0.5785,1.0000,2.000,0,-0.25606
2338,1,547317, 1,0.7157,435018,0.0025014147,0.9792,0.3784,142983,297198,42628,1599,23723,163,8628,30395, 99097,256018,31724,1217,19841,123,6404,20594,117720, 67622,102332,51094, 88127,51015,116721,107566,42112,134438, 76344,142176, 59549, 67622,117720,48074,103686, 67948,138308,1,3,115583, 57955,0.6660,0.6661,1.0000,2.000,0,-0.25606
2338,2,550062, 1,0.7157,452576,0.0025014147,0.9792,0.2979, 39118,456852,12758,1914,14644,157,2764,21855, 26891,386417,10200,1482,11571,132,2049,13834,134805,112920,129145,93327,109995,88918,157630,139710,77181,173048,123578,186398,105306,112920,134805,86475,134120,114442,179722,1,3,147247,100206,0.5951,0.5907,1.0000,2.000,0,-0.25606
2339,1,546850, 1,0.6173,438902,0.0033525336,0.9515,0.1812,107948,346932,34088,1472,19077,156,7619,29558, 74494,296124,25311,1095,16231,117,5660,19870,115791, 84973,104038,65221, 88804,62810,122924,111315,53983,137799, 95173,147319, 77164, 84973,115791,60672,106771, 86170,142559,3,2,118284, 73220,0.6177,0.6164,1.0000,2.000,0,-0.25606
2339,2,550529, 1,0.6173,448692,0.0033525336,0.9515,0.1584, 74153,407118,21298,2041,19290,164,3773,22692, 51494,346311,16613,1604,15181,138,2793,14558,136734, 95569,127439,79199,109318,77123,151426,135961,65310,169687,104749,181255, 87691, 95569,136734,73877,131035, 96220,175470,3,2,144546, 84940,0.6299,0.6266,1.0000,2.000,0,-0.25606
2340,1,548328, 1,0.6930,439033,0.0006588426,0.9680,0.2726,118704,328827,39312,1516,20263,164,8525,31017, 82172,281548,29348,1151,17288,126,6370,21030,117153, 76836,103831,58806, 89201,57060,120483,110260,48467,137118, 86782,145616, 69487, 76836,117153,54779,105944, 78136,141368,2,2,117666, 66240,0.6398,0.6394,1.0000,2.000,0,-0.25606
2340,2,549051, 1,0.6930,448561,0.0006588426,0.9680,0.2481, 63397,425223,16074,1997,18104,156,2867,21233, 43816,360887,12576,1548,14124,129,2083,13398,135372,103706,127646,85614,108921,82873,153867,137016,70826,170367,113140,182958, 95368,103706,135372,79770,131862,104254,176661,2,2,145164, 91921,0.6123,0.6084,1.0000,2.000,0,-0.25606
2341,1,549863, 1,0.6169,432997,0.0021387324,0.9684,0.2944,144444,306686,41102,1555,19846,153,7695,28382, 99762,261104,30245,1158,16109,112,5646,18861,113434, 78054, 98895,59658, 83164,59934,116242,105050,49626,130583, 88802,139764, 70569, 78054,113434,56406,100837, 79687,135174,2,3,112447, 67774,0.6239,0.6227,1.0000,2.000,0,-0.25606
2341,2,547516, 1,0.6169,454597,0.0021387324,0.9684,0.2552, 37657,447364,14284,1958,18521,167,3697,23868, 26226,381331,11679,1541,15303,143,2807,15567,139091,102488,132582,84763,114958,79999,158109,142226,69666,176903,111120,188810, 94286,102488,139091,78142,136969,102703,182855,2,3,150383, 90387,0.6246,0.6213,1.0000,2.000,0,-0.25606
2342,1,549245, 1,0.5406,453158,0.0010124123,0.9628,0.3825, 53660,414657,23626,1742,18920,182,6525,29933, 37667,354921,18429,1379,15683,155,4996,19928,140153, 89238,130539,73862,113303,70178,152720,139106,60198,174867, 96439,184685, 80795, 89238,140153,68080,133917, 88617,179775,3,3,147911, 78451,0.6534,0.6509,1.0000,2.000,0,-0.25606
2342,2,548134, 1,0.5406,434436,0.0010124123,0.9628,0.2234,128441,339393,31760,1771,19447,138,4867,22317, 88321,287514,23495,1320,15729,100,3457,14500,112372, 91304,100938,70558, 84820,69755,121630,108170,59095,132619,103483,143889, 84060, 91304,112372,66469,103889, 93773,138254,3,3,114919, 79710,0.5905,0.5881,1.0000,2.000,0,-0.25606
2343,1,548444, 1,0.5319,446500,0.0004474297,0.9610,0.2134, 61928,413326,21367,1965,12329,179,7071,30279, 42711,350566,16242,1509, 9941,144,5308,20079,132948, 93485,123576,76117,108721,69793,145151,131802,62897,167157,103120,176528, 86986, 93485,132948,69603,127312, 95053,171842,2,3,140841, 82066,0.6318,0.6301,1.0000,2.000,0,-0.25606
2343,2,548935, 1,0.5319,441094,0.0004474297,0.9610,0.2691,120173,340724,34019,1548,26038,141,4321,21971, 83277,291869,25682,1190,21471,111,3145,14349,119577, 87057,107901,68303, 89401,70140,129200,115474,56396,140328, 96802,152046, 77869, 87057,119577,64946,110493, 87337,146187,2,3,121989, 76095,0.6158,0.6127,1.0000,2.000,0,-0.25606
2344,1,550285, 1,0.8957,443148,0.0029078377,0.9671,0.2101,103909,346027,37700,1487,20477,178,8557,31950, 72148,296106,28341,1143,17327,137,6439,21507,127662, 73331,113225,57014,100669,52657,129147,119410,46699,151351, 81068,158406, 65360, 73331,127662,52124,115613, 73215,154879,2,2,128553, 62687,0.6722,0.6725,1.0000,2.000,0,-0.25606
2344,2,547094, 1,0.8957,444446,0.0029078377,0.9671,0.2846, 78192,408023,17686,2026,17890,142,2835,20300, 53840,346329,13583,1556,14085,118,2014,12921,124863,107211,118253,87406, 97453,87276,145203,127866,72594,156134,118854,170168, 99495,107211,124863,82425,122193,109175,163151,2,2,134277, 95474,0.5844,0.5795,1.0000,2.000,0,-0.25606
2345,1,550196, 1,0.6024,441508,0.0027456330,0.9623,0.3718,108167,348341,34323,1392,19483,153,7912,30425, 74572,297227,25576,1047,16542,117,5898,20529,114181, 83298,102359,63591, 86927,61973,120899,109520,52591,135607, 93759,145655, 75397, 83298,114181,59386,104926, 84580,140631,2,3,116450, 71768,0.6187,0.6174,1.0000,2.000,0,-0.25606
2345,2,547183, 1,0.6024,446086,0.0027456330,0.9623,0.2595, 73934,405709,21063,2121,18884,167,3480,21825, 51416,345208,16348,1652,14870,138,2555,13899,138344, 97244,129118,80829,111195,77960,153452,137756,66701,171878,106162,182918, 89458, 97244,138344,75163,132880, 97810,177398,2,3,146380, 86392,0.6289,0.6256,1.0000,2.000,0,-0.25606
2346,1,547481, 1,0.6847,433683,0.0022025207,0.9745,0.2549,152269,285554,44857,1688,23554,167,8724,30668,105823,246278,33495,1298,19427,128,6452,20782,119761, 63048,103358,47396, 89246,47807,115674,107888,39167,135646, 71777,142479, 55869, 63048,119761,44790,104041, 63824,139063,1,2,116293, 54177,0.6822,0.6830,1.0000,2.000,0,-0.25606
2346,2,549898, 1,0.6847,453911,0.0022025207,0.9745,0.2749, 29832,468496,10529,1825,14813,153,2668,21582, 20165,396157, 8429,1401,11985,127,2001,13646,132764,117494,128119,97024,108876,92126,158677,139388,80126,171840,128145,186095,108986,117494,132764,89758,133765,118566,178966,1,2,146537,103984,0.5849,0.5799,1.0000,2.000,0,-0.25606
2347,1,546371, 1,0.6083,446690,0.0042255228,0.9558,0.1980, 77723,383468,28414,2086,15810,182,7642,31046, 54448,328522,21777,1582,13525,142,5733,20961,136103, 78411,124583,64138,111997,57508,141764,131268,52575,167816, 85699,174379, 72287, 78411,136103,58073,127404, 78994,171097,2,2,141130, 68436,0.6734,0.6730,1.0000,2.000,0,-0.25606
