draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
37,2,915940, 1,0.7252,663313,0.003929083,0.9932,0.3290,170583,682544, 5928, 9946, 9577,1819,3391,32152,106835,513206,4317, 7298, 7801,1283,2324,20249,197727, 68591,219483, 70503,168098, 84512,178882, 74031,173225, 81315,265226,102641,254381,104248,208605, 69547,173403, 79953,259804,103445,1,1, 83692,208146,0.2868,0.2882,0,0,0,0.1884
38,1,915453, 1,0.7142,709469,0.004458688,0.9948,0.2322, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
38,2,923653, 1,0.7142,666931,0.004458688,0.9948,0.3103,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
39,1,914983, 1,0.7140,708819,0.004969806,0.9938,0.2330, 68428,760128, 8958, 9106,17035,1582,4749,44997, 44984,603605,5766, 6796,13605,1178,3534,29351,207792,120900,226107,117328,189990,145819,202255,128626,193749,140091,282459,183373,277789,180521,216950,119115,195333,138178,280124,181947,1,1,145237,225734,0.3915,0.3914,0,0,0,0.1884
39,2,924123, 1,0.7140,667581,0.004969806,0.9938,0.3103,170979,690395, 5827, 9797, 9001,1819,3494,32811,106716,517861,4180, 7139, 7403,1264,2393,20625,201262, 68866,222909, 70920,171670, 85263,182535, 74656,176904, 81945,271659,103647,260655,105342,212086, 69893,177038, 80622,266158,104495,1,1, 84377,212514,0.2842,0.2856,0,0,0,0.1884
40,1,923118, 1,0.7184,714894,0.003876884,0.9934,0.2307, 68975,766983, 8984, 9152,17116,1620,4805,45483, 45274,608905,5801, 6836,13662,1203,3579,29634,210113,121691,228466,118137,192470,146832,204767,129539,196230,141081,286313,184716,281660,181805,219290,119915,197824,139150,283986,183260,1,2,146257,228573,0.3902,0.3901,0,0,0,0.1884
40,2,915988, 1,0.7184,661506,0.003876884,0.9934,0.3072,170432,683540, 5801, 9751, 8920,1781,3438,32325,106426,512561,4145, 7099, 7346,1239,2348,20342,198942, 68074,220550, 70111,169190, 84250,180023, 73744,174423, 80955,267805,102304,256785,104058,209746, 69093,174547, 79650,262296,103182,1,2, 83357,209674,0.2845,0.2859,0,0,0,0.1884
41,1,918407, 1,0.7158,711767,0.001246258,0.9932,0.2299, 68962,762662, 8981, 9135,16905,1596,4788,45378, 45338,605950,5805, 6821,13494,1178,3576,29605,209752,121246,227837,117767,191413,146303,203747,129046,195279,140494,284438,183492,279606,180791,218795,119507,196814,138614,282022,182141,1,1,145591,227438,0.3903,0.3902,0,0,0,0.1884
41,2,920699, 1,0.7158,664633,0.001246258,0.9932,0.3061,170445,687861, 5804, 9768, 9131,1805,3455,32430,106362,515516,4141, 7114, 7514,1264,2351,20371,199302, 68519,221179, 70481,170247, 84779,181042, 74237,175375, 81542,269680,103528,258838,105072,210241, 69500,175556, 80186,264259,104301,1,1, 84023,210809,0.2850,0.2863,0,0,0,0.1884
42,1,919547, 1,0.7358,711130,0.000006525,0.9870,0.1853, 68778,766358, 8534, 9119,15471,1537,4829,44921, 45004,607276,5516, 6818,12465,1131,3601,29319,213819,116095,230861,113077,194907,140746,206806,124205,198886,135001,291815,176883,286531,174311,222340,114587,200201,133317,289173,175598,1,1,140046,231945,0.3765,0.3765,0,0,0,0.1884
42,2,919559, 1,0.7358,665270,0.000006525,0.9870,0.2946,170629,684165, 6251, 9784,10565,1864,3414,32887,106696,514190,4430, 7117, 8543,1311,2326,20657,195235, 73671,218155, 75171,166753, 90336,177984, 79078,171767, 87035,262303,110137,251914,111552,206695, 74421,172169, 85483,257109,110845,1,1, 89568,206302,0.3027,0.3040,0,0,0,0.1884
43,1,923217, 1,0.9140,695331,0.003984545,0.9864,0.2173,108410,737393, 6040, 9087,11631,1621,4622,44413, 67740,574237,4044, 6715, 9467,1163,3318,28647,218629, 91418,233448, 89827,194392,111680,204698, 97895,198867,106432,298724,140057,291111,139017,226039, 90623,199320,105335,294917,139537,1,3,110904,234266,0.3213,0.3217,0,0,0,0.1884
43,2,915889, 1,0.9140,681069,0.003984545,0.9864,0.4092,130997,713130, 8745, 9816,14405,1780,3621,33395, 83960,547229,5902, 7220,11541,1279,2609,21329,190425, 98348,215568, 98421,167268,119402,180091,105388,171786,115604,255394,146963,247334,146846,202996, 98384,173050,113465,251365,146905,1,3,118710,203981,0.3679,0.3685,0,0,0,0.1884
44,1,918627, 1,0.7159,711784,0.001007011,0.9930,0.2296, 68388,763422, 8965, 9129,17088,1615,4777,45243, 44928,606360,5783, 6820,13638,1203,3556,29496,209165,121368,227492,117820,191756,146381,204006,129164,195481,140678,285138,184248,280571,181285,218329,119595,197082,138741,282854,182766,1,2,145849,227657,0.3905,0.3904,0,0,0,0.1884
44,2,920479, 1,0.7159,664616,0.001007011,0.9930,0.3059,171019,687101, 5820, 9774, 8948,1786,3466,32565,106772,515106,4163, 7115, 7370,1239,2371,20480,199890, 68397,221524, 70428,169904, 84701,180784, 74119,175172, 81358,268980,102772,257874,104578,210707, 69413,175288, 80060,263428,103676,1,2, 83765,210590,0.2846,0.2860,0,0,0,0.1884
45,1,923117, 1,0.5655,689452,0.003875796,0.9902,0.3522,145586,694455,10923, 4906,18052,2165,4365,42665, 91967,540312,7062, 3862,14289,1522,3129,27309,186135,105007,200763,102610,171076,131888,186060,112634,176467,124972,250670,164412,244580,164503,193449,103809,177869,123165,247626,164459,1,1,129432,202249,0.3902,0.3892,0,0,0,0.1884
45,2,915989, 1,0.5655,686948,0.003875796,0.9902,0.1925, 93821,756068, 3862,13997, 7984,1236,3878,35143, 59733,581154,2884,10073, 6719, 920,2798,22667,222919, 84759,248253, 85639,190584, 99194,198730, 90649,194186, 97064,303448,122607,293864,121360,235586, 85199,194501, 95635,298656,121984,1,1,100182,235998,0.2980,0.3001,0,0,0,0.1884
46,1,922931, 1,0.7183,714515,0.003673524,0.9942,0.2370, 68090,767609, 9069, 9127,17178,1629,4809,45420, 44782,609014,5848, 6813,13719,1204,3578,29557,209160,121713,227640,118134,191985,147187,204388,129737,195760,141356,285899,185339,281300,182423,218400,119924,197379,139426,283599,183881,1,0,146556,228018,0.3913,0.3911,0,0,0,0.1884
46,2,916175, 1,0.7183,661885,0.003673524,0.9942,0.3032,171317,682914, 5716, 9776, 8858,1772,3434,32388,106918,512452,4098, 7122, 7289,1238,2349,20419,199894, 68053,221376, 70114,169675, 83895,180402, 73546,174893, 80680,268219,101681,257145,103440,210635, 69083,174991, 79374,262683,102562,1,0, 83059,210229,0.2832,0.2846,0,0,0,0.1884
47,1,917617, 1,0.7154,710593,0.002105371,0.9942,0.2338, 68668,762338, 8954, 9115,17023,1593,4763,45163, 45156,605078,5771, 6803,13591,1180,3544,29470,208434,120974,226693,117397,190696,145991,203003,128721,194479,140228,283645,183580,278972,180744,217564,119186,196060,138313,281309,182163,1,2,145377,226559,0.3909,0.3907,0,0,0,0.1884
47,2,921489, 1,0.7154,665807,0.002105371,0.9942,0.3109,170739,688185, 5831, 9788, 9013,1808,3480,32645,106544,516388,4175, 7132, 7417,1262,2383,20506,200621, 68792,222323, 70852,170964, 85091,181787, 74561,176175, 81808,270473,103440,259473,105119,211472, 69822,176310, 80487,264973,104280,1,2, 84238,211688,0.2847,0.2860,0,0,0,0.1884
48,1,922195, 1,0.7179,714483,0.002873135,0.9940,0.2309, 68615,766522, 8968, 9130,17162,1620,4830,45348, 45162,608675,5774, 6814,13696,1198,3590,29574,209902,121592,228379,118038,192715,146880,205064,129549,196508,141081,286476,184923,281909,181926,219141,119816,198097,139170,284193,183425,1,1,146285,228707,0.3901,0.3899,0,0,0,0.1884
48,2,916911, 1,0.7179,661917,0.002873135,0.9940,0.3074,170792,684001, 5817, 9773, 8874,1781,3413,32460,106538,512791,4172, 7121, 7312,1244,2337,20402,199152, 68174,220637, 70210,168945, 84202,179726, 73734,174146, 80955,267642,102097,256535,103937,209894, 69192,174273, 79630,262089,103018,1,1, 83330,209541,0.2845,0.2860,0,0,0,0.1884
49,1,916142, 1,0.8443,698219,0.003709411,0.9864,0.1814,106399,733144, 6232, 9431,10712,1571,4760,43893, 67259,577687,4128, 6979, 8835,1118,3453,28760,213586,103945,229349,102103,191443,124894,202339,110221,195649,119763,289018,154761,282192,153174,221468,103024,196478,118292,285605,153968,1,2,124123,229081,0.3514,0.3519,0,0,0,0.1884
49,2,922964, 1,0.8443,678181,0.003709411,0.9864,0.3202,133008,717379, 8553, 9472,15324,1830,3483,33915, 84441,543779,5818, 6956,12173,1324,2474,21216,195469, 85821,219667, 86146,170217,106188,182451, 93062,175004,102273,265100,132259,256253,132689,207567, 85983,175892,100508,260677,132474,1,2,105491,209166,0.3353,0.3359,0,0,0,0.1884
50,1,915292, 1,0.7141,708612,0.004633773,0.9940,0.2230, 66795,761898, 9055, 9043,17118,1611,4773,44999, 43953,604381,5836, 6751,13662,1192,3561,29276,207565,121206,226042,117615,190587,146553,202881,129187,194283,140761,283643,184644,279205,181645,216804,119411,195918,138834,281424,183144,1,0,145945,226314,0.3921,0.3919,0,0,0,0.1884
50,2,923814, 1,0.7141,667788,0.004633773,0.9940,0.2816,172612,688625, 5730, 9860, 8918,1790,3470,32809,107747,517085,4110, 7184, 7346,1250,2366,20700,201489, 68560,222974, 70634,171073, 84529,181909, 74096,176371, 81275,270475,102376,259240,104218,212231, 69597,176452, 79967,264858,103298,1,0, 83670,211933,0.2830,0.2845,0,0,0,0.1884
51,1,917100, 1,0.8273,697564,0.002667600,0.9844,0.1558,106780,732277, 6178, 9242,12608,1560,4783,43672, 67443,576028,4097, 6822,10184,1135,3499,28356,210627,107430,227906,104325,189927,127468,200998,112420,193682,122677,284086,159447,278325,157049,219267,105878,194870,120855,281205,158248,1,2,127260,226506,0.3597,0.3600,0,0,0,0.1884
51,2,922006, 1,0.8273,678836,0.002667600,0.9844,0.3728,132627,718246, 8607, 9661,13428,1841,3460,34136, 84257,545438,5849, 7113,10824,1307,2428,21620,198427, 82336,221110, 83923,171733,103614,183792, 90862,176971, 99359,270032,127573,260119,128814,209769, 83129,177500, 97946,265077,128194,1,2,102355,211741,0.3259,0.3267,0,0,0,0.1884
52,1,923257, 1,0.8133,707896,0.004028044,0.9896,0.1804,105770,739076, 6018, 9447,12386,1520,4895,44145, 67251,585863,4016, 6987,10020,1115,3593,29051,211863,111102,228888,108149,191561,132390,202813,117051,195405,127469,286363,164283,280164,162169,220376,109626,196594,125636,283263,163226,1,2,131802,228150,0.3662,0.3665,0,0,0,0.1884
52,2,915849, 1,0.8133,668504,0.004028044,0.9896,0.3160,133637,711447, 8767, 9456,13650,1881,3348,33663, 84449,535603,5930, 6948,10988,1327,2334,20925,197191, 78664,220128, 80100,170099, 98692,181977, 86232,175249, 94567,267755,122737,258281,123694,208659, 79382,175776, 93164,263018,123216,1,2, 97812,210098,0.3177,0.3185,0,0,0,0.1884
53,1,921477, 1,0.9330,695975,0.002092321,0.9864,0.2259,108163,735330, 6279, 9160,11869,1786,4694,44196, 67820,574274,4176, 6801, 9697,1273,3374,28560,218251, 91324,232978, 89931,193128,111791,203675, 97881,197911,106295,297179,139833,289050,139001,225615, 90628,198239,105322,293114,139417,1,3,110865,233166,0.3223,0.3227,0,0,0,0.1884
53,2,917629, 1,0.9330,680425,0.002092321,0.9864,0.3200,131244,715193, 8506, 9743,14167,1615,3549,33612, 83880,547192,5770, 7134,11311,1169,2553,21416,190804, 98442,216038, 98317,168532,119291,181115,105401,172742,115741,256939,147187,249395,146862,203421, 98379,174131,113479,253168,147026,1,3,118749,205081,0.3667,0.3674,0,0,0,0.1884
54,1,921531, 1,0.7175,713289,0.002151045,0.9940,0.2327, 68682,766061, 8898, 9140,17007,1585,4794,45364, 45064,607789,5744, 6830,13572,1170,3562,29558,209829,121260,228178,117716,192345,146432,204637,129183,196118,140690,286217,184135,281523,181254,219004,119488,197701,138768,283870,182694,1,1,145810,228406,0.3896,0.3895,0,0,0,0.1884
54,2,917575, 1,0.7175,663111,0.002151045,0.9940,0.3094,170725,684462, 5887, 9763, 9029,1816,3449,32444,106636,513677,4202, 7105, 7436,1272,2365,20418,199225, 68506,220838, 70533,169315, 84650,180152, 74100,174535, 81346,267901,102885,256922,104609,210031, 69519,174669, 80032,262412,103748,1,1, 83804,209841,0.2854,0.2868,0,0,0,0.1884
55,1,923812, 1,0.8685,698840,0.004631598,0.9862,0.1702,108823,736397, 6340, 9383,12256,1652,4620,44341, 68372,576122,4149, 6954, 9986,1200,3334,28723,219378, 96469,235097, 94307,196285,116583,206901,102283,200562,111444,297110,145888,289912,144424,227238, 95388,201251,110103,293510,145156,1,3,115914,235034,0.3303,0.3306,0,0,0,0.1884
55,2,915294, 1,0.8685,677560,0.004631598,0.9862,0.4053,130584,714126, 8445, 9520,13780,1749,3623,33467, 83328,545344,5797, 6981,11022,1242,2593,21253,189676, 93297,213919, 93942,165375,114499,177889,100999,170091,110592,257008,141132,248532,141439,201797, 93619,171119,108697,252771,141286,1,3,113700,203214,0.3588,0.3596,0,0,0,0.1884
56,1,915292, 1,0.7141,708612,0.004633773,0.9940,0.2230, 66795,761898, 9055, 9043,17118,1611,4773,44999, 43953,604381,5836, 6751,13662,1192,3561,29276,207565,121206,226042,117615,190587,146553,202881,129187,194283,140761,283643,184644,279205,181645,216804,119411,195918,138834,281424,183144,1,0,145945,226314,0.3921,0.3919,0,0,0,0.1884
56,2,923814, 1,0.7141,667788,0.004633773,0.9940,0.2816,172612,688625, 5730, 9860, 8918,1790,3470,32809,107747,517085,4110, 7184, 7346,1250,2366,20700,201489, 68560,222974, 70634,171073, 84529,181909, 74096,176371, 81275,270475,102376,259240,104218,212231, 69597,176452, 79967,264858,103298,1,0, 83670,211933,0.2830,0.2845,0,0,0,0.1884
57,1,920782, 1,0.5391,687064,0.001336519,0.9924,0.3664,144840,693347,11021, 4873,18070,2198,4312,42121, 91557,538716,7101, 3846,14296,1540,3098,26910,185308,105109,200232,102751,170217,131995,185293,112644,175522,125143,249369,164680,243267,164619,192770,103931,177012,123261,246318,164650,1,0,129563,201315,0.3916,0.3905,0,0,0,0.1884
57,2,918324, 1,0.5391,689336,0.001336519,0.9924,0.1916, 94567,757176, 3764,14030, 7966,1203,3931,35687, 60143,582750,2845,10089, 6712, 902,2829,23066,223746, 84657,248784, 85497,191443, 99087,199497, 90639,195131, 96893,304749,122340,295177,121244,236266, 85077,195358, 95540,299964,121793,1,0,100051,236932,0.2969,0.2990,0,0,0,0.1884
58,1,922627, 1,0.7181,713839,0.003342929,0.9936,0.2274, 67496,767948, 9064, 9091,17205,1617,4818,45388, 44344,608821,5840, 6797,13728,1196,3599,29514,209574,121613,228013,118028,192385,147055,204735,129648,196154,141223,286504,185241,281933,182292,218794,119821,197759,139309,284218,183767,1,1,146443,228470,0.3906,0.3905,0,0,0,0.1884
58,2,916479, 1,0.7181,662561,0.003342929,0.9936,0.2834,171911,682575, 5721, 9812, 8831,1784,3425,32420,107356,512645,4106, 7138, 7280,1246,2328,20462,199481, 68153,221003, 70220,169274, 84027,180055, 73634,174500, 80813,267614,101779,256512,103571,210242, 69186,174611, 79491,262064,102676,1,1, 83171,209777,0.2839,0.2853,0,0,0,0.1884
59,1,919042, 1,0.7162,712139,0.000555705,0.9946,0.2346, 68210,763983, 8962, 9112,17139,1614,4806,45216, 44889,606755,5769, 6801,13673,1198,3567,29487,209144,121367,227607,117804,192137,146543,204416,129274,195875,140789,285497,184561,280998,181531,218376,119586,197477,138868,283248,183046,1,0,145982,227953,0.3904,0.3902,0,0,0,0.1884
59,2,920064, 1,0.7162,664261,0.000555705,0.9946,0.3127,171197,686540, 5823, 9791, 8897,1787,3437,32592,106811,514711,4177, 7134, 7335,1244,2360,20489,199910, 68399,221409, 70445,169523, 84539,180374, 74009,174778, 81247,268621,102459,257446,104332,210660, 69421,174893, 79932,263034,103396,1,0, 83633,210295,0.2845,0.2860,0,0,0,0.1884
60,1,919843, 1,0.7356,711937,0.000315371,0.9926,0.2252, 69330,765116, 9015, 9139,15569,1590,4832,45252, 45510,606923,5795, 6821,12610,1167,3598,29513,210529,119092,228181,115920,192314,143984,204383,127036,196233,138132,287573,180630,282539,178024,219355,117507,197644,136384,285056,179328,1,1,143260,228821,0.3850,0.3850,0,0,0,0.1884
60,2,919263, 1,0.7356,664463,0.000315371,0.9926,0.3017,170077,685407, 5770, 9764,10467,1811,3411,32556,106190,514543,4151, 7114, 8398,1275,2329,20463,198526, 70674,220835, 72328,169346, 87098,180407, 76247,174420, 83904,266545,106390,255906,107839,209680, 71501,174726, 82417,261226,107115,1,1, 86354,209427,0.2920,0.2932,0,0,0,0.1884
61,1,922590, 1,0.8319,706300,0.003302692,0.9866,0.1829,107880,737382, 6496, 9488,10752,1585,4985,44022, 68547,583705,4278, 7032, 8904,1153,3663,29018,212693,106344,228584,104379,190597,127701,201491,113001,194748,122666,287539,157988,280727,156371,220639,105362,195613,121122,284133,157180,1,2,126922,228053,0.3576,0.3580,0,0,0,0.1884
61,2,916516, 1,0.8319,670100,0.003302692,0.9866,0.3234,131527,713141, 8289, 9415,15284,1816,3258,33786, 83153,537761,5668, 6903,12104,1289,2264,20958,196361, 83422,220432, 83869,171063,103381,183299, 90282,175906, 99370,266579,129032,257718,129492,208396, 83645,176758, 97678,262149,129262,1,2,102692,210195,0.3282,0.3289,0,0,0,0.1884
62,1,915453, 1,0.7142,709469,0.004458688,0.9948,0.2322, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
62,2,923653, 1,0.7142,666931,0.004458688,0.9948,0.3103,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
63,1,920473, 1,0.8386,703469,0.001000486,0.9876,0.1830,107217,736068, 6297, 9421,10907,1530,4975,44058, 67914,581728,4145, 6970, 8993,1121,3680,28918,215224,104322,230804,102330,193049,125229,203923,110591,197257,120147,290348,155031,283464,153397,223014,103327,198077,118656,286906,154214,1,2,124435,230580,0.3505,0.3509,0,0,0,0.1884
63,2,918633, 1,0.8386,672931,0.001000486,0.9876,0.3235,132190,714455, 8488, 9482,15129,1871,3268,33750, 83786,539738,5801, 6965,12015,1321,2247,21058,193830, 85444,218212, 85918,168611,105853,180867, 92691,173396,101889,263770,131989,254980,132466,206021, 85681,174293,100145,259376,132229,1,2,105179,207667,0.3362,0.3369,0,0,0,0.1884
64,1,923784, 1,0.7187,714938,0.004601149,0.9944,0.2332, 69344,767156, 9045, 9136,17197,1612,4799,45495, 45526,608624,5833, 6818,13726,1198,3576,29637,209551,121565,227999,118000,191700,146816,204057,129463,195496,141008,285321,184706,280595,181864,218775,119783,197085,139095,282958,183285,1,0,146203,227816,0.3909,0.3908,0,0,0,0.1884
64,2,915322, 1,0.7187,661462,0.004601149,0.9944,0.3104,170063,683367, 5740, 9767, 8839,1789,3444,32313,106174,512842,4113, 7117, 7282,1244,2351,20339,199504, 68201,221017, 70249,169960, 84266,180733, 73820,175158, 81028,268797,102314,257849,103999,210260, 69225,175285, 79705,263324,103157,1,0, 83411,210431,0.2839,0.2853,0,0,0,0.1884
65,1,915453, 1,0.7142,709469,0.004458688,0.9948,0.2322, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
65,2,923653, 1,0.7142,666931,0.004458688,0.9948,0.3103,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
66,1,921556, 1,0.7175,712603,0.002178232,0.9914,0.2158, 67804,766735, 9150, 9023,17183,1647,4796,45218, 44539,607577,5888, 6731,13713,1212,3575,29368,208745,121655,227504,118027,191710,147120,204094,129643,195437,141296,285522,185483,280983,182439,218125,119841,197082,139353,283253,183961,1,1,146524,227713,0.3915,0.3914,0,0,0,0.1884
