draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,gov_18_dem_mil,gov_18_rep_moo,uss_18_dem_rin,uss_18_rep_bra,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4190,1,683957, 4,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
4190,2,678402, 4,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
4191,1,682798, 4,0.7536,554709,0.002376026,0.9848,0.15572,604847,20126,15127,1793,10998,230,2410,27267,501776,12843,10074,1494,8717,180,1810,17815,196621,151666,174705,128177,38729,101634,245584,161260,199791,191215,151666,196621,114906,106717,176238,222688,1,1,171086,146790,0.5382,0.5064,0.8,1.0,0,-0.09174549
4191,2,679561, 4,0.7536,555376,0.002376026,0.9848,0.08667,623417, 4989,11482,5500, 5670,177,2020,26306,515728, 3708, 7582,4109,4619,152,1555,17923,160911,183820,146020,144236,26464,121681,189462,199413,147281,226309,183820,160911,132959, 86242,212861,168372,1,1,134028,175092,0.4336,0.4060,0.2,1.0,0,-0.09174549
4192,1,678763, 4,0.9218,554926,0.003547523,0.9796,0.05934,607945,14814,14596,1736,10620,200,2350,26502,505762, 9966, 9893,1426,8470,164,1771,17474,204758,150989,183516,129504,39168,101670,257502,160424,209413,191896,150989,204758,115587,111342,176160,233458,1,1,178871,146897,0.5491,0.5156,0.8,0.8,0,-0.00492455
4192,2,683596, 4,0.9218,555159,0.003547523,0.9796,0.12623,620319,10301,12013,5557, 6048,207,2080,27071,511742, 6585, 7763,4177,4866,168,1594,18264,152774,184497,137209,142909,26025,121645,177544,200249,137659,225628,184497,152774,132277, 81617,212939,157602,1,1,126242,174986,0.4191,0.3936,0.0,0.8,0,-0.00492455
4193,1,680579, 4,0.7553,552326,0.000881559,0.9881,0.15271,602373,20563,15154,1787,10812,220,2377,27293,499456,13032,10113,1468,8599,174,1779,17705,194992,151847,172335,128209,38314,101736,244335,160546,198900,190510,151847,194992,114973,105325,175528,221618,1,0,169775,146570,0.5367,0.5047,0.8,1.0,0,-0.09041579
4193,2,681780, 4,0.7553,557759,0.000881559,0.9881,0.09131,625891, 4552,11455,5506, 5856,187,2053,26280,518048, 3519, 7543,4135,4737,158,1586,18033,162540,183639,148390,144204,26879,121579,190711,200127,148172,227014,183639,162540,132892, 87635,213571,169442,1,0,135338,175313,0.4357,0.4081,0.2,1.0,0,-0.09041579
4194,1,680483, 4,0.8092,552823,0.001022491,0.9815,0.12646,603470,19478,15190,1780,10713,208,2368,27276,500448,12486,10166,1460,8543,168,1777,17775,197908,150978,175712,127972,38357,101338,248511,160301,202236,190616,150978,197908,114655,107035,175459,225374,1,1,172545,146241,0.5413,0.5086,0.8,1.0,0,-0.09289587
4194,2,681876, 4,0.8092,557262,0.001022491,0.9815,0.08880,624794, 5637,11419,5513, 5955,199,2062,26297,517056, 4065, 7490,4143,4793,164,1588,17963,159624,184508,145013,144441,26836,121977,186535,200372,144836,226908,184508,159624,133209, 85925,213640,165686,1,1,132569,175641,0.4301,0.4034,0.2,1.0,0,-0.09289587
4195,1,683200, 4,0.8072,554696,0.002966179,0.9781,0.09586,604757,20746,15237,1773,10905,209,2398,27175,501538,13185,10233,1439,8688,165,1806,17642,198377,151844,176081,128800,38545,102152,248719,160349,202376,190970,151844,198377,115476,107313,175660,225548,1,0,172820,146823,0.5407,0.5081,0.8,1.0,0,-0.09347437
4195,2,679159, 4,0.8072,555389,0.002966179,0.9781,0.07485,623507, 4369,11372,5520, 5763,198,2032,26398,515966, 3366, 7423,4164,4648,167,1559,18096,159155,183642,144644,143613,26648,121163,186327,200324,144696,226554,183642,159155,132388, 85646,213439,165512,1,0,132294,175059,0.4304,0.4036,0.2,1.0,0,-0.09347437
4196,1,679208, 4,0.7563,551120,0.002894244,0.9862,0.18793,601092,20559,15122,1793,10812,220,2373,27237,498302,13033,10093,1475,8602,174,1779,17662,194510,151429,171900,127940,38244,101568,243800,160282,198437,190216,151429,194510,114754,105072,175249,221119,1,0,169378,146287,0.5366,0.5046,0.8,1.0,0,-0.08975747
4196,2,683151, 4,0.7563,558965,0.002894244,0.9862,0.08820,627172, 4556,11487,5500, 5856,187,2057,26336,519202, 3518, 7563,4128,4734,158,1586,18076,163022,184057,148825,144473,26949,121747,191246,200391,148635,227308,184057,163022,133110, 87887,213850,169941,1,0,135735,175595,0.4360,0.4084,0.2,1.0,0,-0.08975747
4197,1,683957, 4,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
4197,2,678402, 4,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
4198,1,683957, 4,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
4198,2,678402, 4,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
4199,1,679550, 4,0.8099,551883,0.002392174,0.9838,0.12219,601401,20707,15219,1748,10891,214,2412,26958,498953,13166,10222,1429,8672,169,1820,17452,198140,150449,176246,127998,38597,101149,248920,158791,202656,189410,150449,198140,114574,107422,174101,225788,1,0,172912,145559,0.5429,0.5103,0.8,1.0,0,-0.09232688
4199,2,682809, 4,0.8099,558202,0.002392174,0.9838,0.08640,626863, 4408,11390,5545, 5777,193,2018,26615,518551, 3385, 7434,4174,4664,163,1545,18286,159392,185037,144479,144415,26596,122166,186126,201882,144416,228114,185037,159392,133291, 85538,214998,165271,1,0,132202,176323,0.4285,0.4018,0.2,1.0,0,-0.09232688
4200,1,682065, 4,0.8080,554734,0.001299951,0.9743,0.12460,605533,18948,15078,1741,10998,230,2422,27115,502550,12203,10110,1436,8708,175,1816,17736,199489,150980,178166,128135,38824,101035,250245,160397,203455,190942,150980,199489,114585,108495,175670,226850,1,2,174036,146298,0.5433,0.5107,0.8,0.8,0, 0.00250234
4200,2,680294, 4,0.8080,555351,0.001299951,0.9743,0.08422,622731, 6167,11531,5552, 5670,177,2008,26458,514954, 4348, 7546,4167,4628,157,1549,18002,158043,184506,142559,144278,26369,122280,184801,200276,143617,226582,184506,158043,133279, 84464,213429,164209,1,2,131078,175584,0.4274,0.4007,0.0,0.8,0, 0.00250234
4201,1,682297, 4,0.8079,554050,0.001640537,0.9848,0.12646,603817,20727,15268,1773,10918,215,2384,27195,500918,13169,10256,1448,8699,170,1792,17598,198053,151341,175825,128510,38444,101749,248820,159718,202511,190299,151341,198053,115130,107135,175009,225666,1,0,172731,146323,0.5414,0.5087,0.8,1.0,0,-0.09296228
4201,2,680062, 4,0.8079,556035,0.001640537,0.9848,0.08375,624447, 4388,11341,5520, 5750,192,2046,26378,516586, 3382, 7400,4155,4637,162,1573,18140,159479,184145,144900,143903,26749,121566,186226,200955,144561,227225,184145,159479,132735, 85825,214090,165394,1,0,132383,175559,0.4299,0.4032,0.2,1.0,0,-0.09296228
4202,1,680613, 4,0.9072,555779,0.000831646,0.9729,0.08168,609111,14906,14835,1755,10936,189,2358,26523,506134,10014,10041,1449,8712,157,1767,17505,203199,152845,182526,131601,38380,103488,254926,162673,207043,194327,152845,203199,117545,110453,178500,230985,1,0,177215,148987,0.5433,0.5097,0.8,0.8,0,-0.00531705
4202,2,681746, 4,0.9072,554306,0.000831646,0.9729,0.08093,619153,10209,11774,5538, 5732,218,2072,27050,511370, 6537, 7615,4154,4624,175,1598,18233,154333,182641,138199,140812,26813,119827,180120,198000,140029,223197,182641,154333,130320, 82506,210599,160075,1,0,127899,172895,0.4252,0.3996,0.0,0.8,0,-0.00531705
4203,1,678281, 4,0.8626,552989,0.004255119,0.9786,0.10135,607133,15049,14562,1722,10619,192,2322,26682,503870,10059, 9824,1413,8469,149,1740,17465,200657,152685,179142,130503,38297,103011,252335,162048,204989,193197,152685,200657,116757,108720,177623,228662,1,1,175084,148289,0.5414,0.5082,0.8,0.8,0,-0.00138480
4203,2,684078, 4,0.8626,557096,0.004255119,0.9786,0.09466,621131,10066,12047,5571, 6049,215,2108,26891,513634, 6492, 7832,4190,4867,183,1625,18273,156875,182801,141583,141910,26896,120304,182711,198625,142083,224327,182801,156875,131107, 84240,211476,162397,1,1,130030,173593,0.4283,0.4022,0.0,0.8,0,-0.00138480
4204,1,682648, 4,0.9190,557481,0.002155819,0.9734,0.05319,608950,16904,14912,1755,10810,225,2405,26687,506598,11236,10143,1446,8612,184,1820,17442,205545,150232,184202,129204,39535,101661,258323,158927,210194,190521,150232,205545,115433,111869,174724,234259,1,3,179560,146109,0.5514,0.5178,0.8,0.8,0,-0.00473808
4204,2,679711, 4,0.9190,552604,0.002155819,0.9734,0.11843,619314, 8211,11697,5538, 5858,182,2025,26886,510906, 5315, 7513,4157,4724,148,1545,18296,151987,185254,136523,143209,25658,121654,176723,201746,136878,227003,185254,151987,132432, 81091,214375,156801,1,3,125554,175773,0.4167,0.3912,0.0,0.8,0,-0.00473808
4205,1,683957, 4,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
4205,2,678402, 4,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
4206,1,683992, 4,0.8066,555317,0.004128868,0.9791,0.10031,605369,20774,15296,1786,10893,209,2399,27266,502043,13205,10266,1452,8683,166,1797,17705,198087,151852,175819,128649,38497,102001,248278,160267,201977,190743,151852,198087,115325,107158,175505,225128,1,0,172532,146702,0.5405,0.5079,0.8,1.0,0,-0.09309718
4206,2,678367, 4,0.8066,554768,0.004128868,0.9791,0.07687,622895, 4341,11313,5507, 5775,198,2031,26307,515461, 3346, 7390,4151,4653,166,1568,18033,159445,183634,144906,143764,26696,121314,186768,200406,145095,226781,183634,159445,132539, 85801,213594,165932,1,0,132582,175180,0.4308,0.4039,0.2,1.0,0,-0.09309718
4207,1,678770, 4,0.7566,550985,0.003537247,0.9872,0.15521,600708,20556,15124,1790,10818,218,2375,27181,498217,13037,10088,1471,8607,172,1778,17615,194529,151366,171891,127919,38228,101520,243832,160131,198467,190021,151366,194529,114720,105060,175076,221150,1,0,169389,146191,0.5368,0.5047,0.8,1.0,0,-0.08967145
4207,2,683589, 4,0.7566,559100,0.003537247,0.9872,0.09165,627556, 4559,11485,5503, 5850,189,2055,26392,519287, 3514, 7568,4132,4729,160,1587,18123,163003,184120,148834,144494,26965,121795,191214,200542,148605,227503,184120,163003,133145, 87900,214023,169910,1,0,135724,175691,0.4358,0.4083,0.2,1.0,0,-0.08967145
4208,1,682909, 4,0.8604,559483,0.002538978,0.9729,0.02452,611909,14875,14718,1857,10889,198,2441,26022,509947,10059,10045,1493,8713,165,1859,17202,211362,148993,191444,128211,40545,101354,264039,158456,214631,190226,148993,211362,114783,115995,174341,239335,2,2,184404,145448,0.5591,0.5253,0.8,0.8,0,-0.01056855
4208,2,679450, 4,0.8604,550602,0.002538978,0.9729,0.18857,616355,10240,11891,5436, 5779,209,1989,27551,507557, 6492, 7611,4110,4623,167,1506,18536,146170,186493,129281,144202,24648,121961,171007,202217,132441,227298,186493,146170,133082, 76965,214758,151724,2,2,120709,176434,0.4062,0.3813,0.0,0.8,0,-0.01056855
4209,1,681707, 4,0.8083,555061,0.000774392,0.9815,0.14037,609462,15348,14761,1728,10865,212,2355,26976,505274,10250, 9934,1423,8620,158,1760,17642,199089,153114,178013,130205,38328,102957,249760,162878,202758,193574,153114,199089,116581,108171,178226,226259,1,1,173590,148546,0.5389,0.5062,0.8,1.0,0,-0.09572506
4209,2,680652, 4,0.8083,555024,0.000774392,0.9815,0.08732,618802, 9767,11848,5565, 5803,195,2075,26597,512230, 6301, 7722,4180,4716,174,1605,18096,158443,182372,142712,142208,26865,120358,185286,197795,144314,223950,182372,158443,131283, 84789,210873,164800,1,1,131524,173337,0.4314,0.4048,0.2,1.0,0,-0.09572506
4210,1,680579, 4,0.7553,552326,0.000881559,0.9881,0.15271,602373,20563,15154,1787,10812,220,2377,27293,499456,13032,10113,1468,8599,174,1779,17705,194992,151847,172335,128209,38314,101736,244335,160546,198900,190510,151847,194992,114973,105325,175528,221618,1,0,169775,146570,0.5367,0.5047,0.8,1.0,0,-0.09041579
4210,2,681780, 4,0.7553,557759,0.000881559,0.9881,0.09131,625891, 4552,11455,5506, 5856,187,2053,26280,518048, 3519, 7543,4135,4737,158,1586,18033,162540,183639,148390,144204,26879,121579,190711,200127,148172,227014,183639,162540,132892, 87635,213571,169442,1,0,135338,175313,0.4357,0.4081,0.2,1.0,0,-0.09041579
4211,1,679675, 4,0.8790,554948,0.002208669,0.9743,0.08547,608769,14759,14570,1742,10595,186,2333,26721,505766, 9884, 9814,1433,8466,150,1764,17671,202122,153341,180863,131011,38434,103135,253897,163059,206309,194385,153341,202122,117073,109649,178722,230103,1,0,176325,148986,0.5420,0.5088,0.8,0.8,0,-0.00405219
4211,2,682684, 4,0.8790,555137,0.002208669,0.9743,0.08703,619495,10356,12039,5551, 6073,221,2097,26852,511738, 6667, 7842,4170,4870,182,1601,18067,155410,182145,139862,141402,26759,120180,181149,197614,140763,223139,182145,155410,130791, 83311,210377,160956,1,0,128789,172896,0.4269,0.4010,0.0,0.8,0,-0.00405219
4212,1,683957, 4,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
4212,2,678402, 4,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
4213,1,681695, 4,0.7544,553284,0.000756776,0.9867,0.15390,603431,20564,15154,1792,10836,220,2379,27319,500361,13032,10119,1472,8623,174,1781,17722,195143,152045,172449,128397,38341,101922,244446,160911,198987,190833,152045,195143,115160,105395,175872,221717,1,0,169873,146822,0.5364,0.5044,0.8,1.0,0,-0.09074409
4213,2,680664, 4,0.7544,556801,0.000756776,0.9867,0.09124,624833, 4551,11455,5501, 5832,187,2051,26254,517143, 3519, 7537,4131,4713,158,1584,18016,162389,183441,148276,144016,26852,121393,190600,199762,148085,226691,183441,162389,132705, 87564,213227,169343,1,0,135240,175061,0.4358,0.4083,0.2,1.0,0,-0.09074409
4214,1,681707, 4,0.8083,555061,0.000774392,0.9815,0.14037,609462,15348,14761,1728,10865,212,2355,26976,505274,10250, 9934,1423,8620,158,1760,17642,199089,153114,178013,130205,38328,102957,249760,162878,202758,193574,153114,199089,116581,108171,178226,226259,1,1,173590,148546,0.5389,0.5062,0.8,1.0,0,-0.09572506
4214,2,680652, 4,0.8083,555024,0.000774392,0.9815,0.08732,618802, 9767,11848,5565, 5803,195,2075,26597,512230, 6301, 7722,4180,4716,174,1605,18096,158443,182372,142712,142208,26865,120358,185286,197795,144314,223950,182372,158443,131283, 84789,210873,164800,1,1,131524,173337,0.4314,0.4048,0.2,1.0,0,-0.09572506
4215,1,680898, 4,0.7550,554391,0.000413254,0.9758,0.13391,609833,14732,14469,1802,10701,209,2323,26829,505221, 9825, 9658,1492,8518,163,1740,17774,194042,155884,173289,131013,37685,104287,242025,166942,195798,196452,155884,194042,117650,105487,181697,218912,1,2,168568,150916,0.5276,0.4961,0.6,0.8,0, 0.00952718
4215,2,681461, 4,0.7550,555694,0.000413254,0.9758,0.06802,618431,10383,12140,5491, 5967,198,2107,26744,512283, 6726, 7998,4111,4818,169,1625,17964,163490,179602,147436,141400,27508,119028,193021,193731,151274,221072,179602,163490,130214, 87472,207402,172148,1,2,136546,170967,0.4440,0.4160,0.2,0.8,0, 0.00952718
4216,1,680579, 4,0.7553,552326,0.000881559,0.9881,0.15271,602373,20563,15154,1787,10812,220,2377,27293,499456,13032,10113,1468,8599,174,1779,17705,194992,151847,172335,128209,38314,101736,244335,160546,198900,190510,151847,194992,114973,105325,175528,221618,1,0,169775,146570,0.5367,0.5047,0.8,1.0,0,-0.09041579
4216,2,681780, 4,0.7553,557759,0.000881559,0.9881,0.09131,625891, 4552,11455,5506, 5856,187,2053,26280,518048, 3519, 7543,4135,4737,158,1586,18033,162540,183639,148390,144204,26879,121579,190711,200127,148172,227014,183639,162540,132892, 87635,213571,169442,1,0,135338,175313,0.4357,0.4081,0.2,1.0,0,-0.09041579
4217,1,681695, 4,0.7544,553284,0.000756776,0.9867,0.15390,603431,20564,15154,1792,10836,220,2379,27319,500361,13032,10119,1472,8623,174,1781,17722,195143,152045,172449,128397,38341,101922,244446,160911,198987,190833,152045,195143,115160,105395,175872,221717,1,0,169873,146822,0.5364,0.5044,0.8,1.0,0,-0.09074409
4217,2,680664, 4,0.7544,556801,0.000756776,0.9867,0.09124,624833, 4551,11455,5501, 5832,187,2051,26254,517143, 3519, 7537,4131,4713,158,1584,18016,162389,183441,148276,144016,26852,121393,190600,199762,148085,226691,183441,162389,132705, 87564,213227,169343,1,0,135240,175061,0.4358,0.4083,0.2,1.0,0,-0.09074409
4218,1,683957, 4,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
4218,2,678402, 4,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
4219,1,680579, 4,0.7553,552326,0.000881559,0.9881,0.15271,602373,20563,15154,1787,10812,220,2377,27293,499456,13032,10113,1468,8599,174,1779,17705,194992,151847,172335,128209,38314,101736,244335,160546,198900,190510,151847,194992,114973,105325,175528,221618,1,0,169775,146570,0.5367,0.5047,0.8,1.0,0,-0.09041579
4219,2,681780, 4,0.7553,557759,0.000881559,0.9881,0.09131,625891, 4552,11455,5506, 5856,187,2053,26280,518048, 3519, 7543,4135,4737,158,1586,18033,162540,183639,148390,144204,26879,121579,190711,200127,148172,227014,183639,162540,132892, 87635,213571,169442,1,0,135338,175313,0.4357,0.4081,0.2,1.0,0,-0.09041579
4220,1,683957, 4,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
4220,2,678402, 4,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
4221,1,682938, 4,0.7535,555612,0.002581552,0.9753,0.14184,608455,17190,14849,1766,11009,209,2359,27101,504586,11219, 9919,1465,8750,162,1765,17746,195997,154101,174251,130190,38305,103281,245023,163687,199141,193817,154101,195997,116736,106278,178752,222082,1,2,170543,149015,0.5337,0.5018,0.8,1.0,0,-0.09324670
4221,2,679421, 4,0.7535,554473,0.002581552,0.9753,0.08335,619809, 7925,11760,5527, 5659,198,2071,26472,512918, 5332, 7737,4138,4586,170,1600,17992,161535,181385,146474,142223,26888,120034,190023,196986,147931,223707,181385,161535,131129, 86681,210347,168977,1,2,134570,172867,0.4377,0.4101,0.2,1.0,0,-0.09324670
4222,1,681044, 4,0.7506,552529,0.000198920,0.9876,0.16379,602772,20570,15146,1801,10814,220,2377,27344,499612,13035,10102,1480,8608,174,1779,17739,194581,152081,171907,128301,38317,101870,243545,160891,198229,190719,152081,194581,115086,105112,175805,220887,1,0,169316,146772,0.5357,0.5038,0.8,1.0,0,-0.09013296
4222,2,681315, 4,0.7506,557556,0.000198920,0.9876,0.08969,625492, 4545,11463,5492, 5854,187,2053,26229,517892, 3516, 7554,4123,4728,158,1586,17999,162951,183405,148818,144112,26876,121445,191501,199782,148843,226805,183405,162951,132779, 87847,213294,170172,1,0,135798,175110,0.4368,0.4091,0.2,1.0,0,-0.09013296
4223,1,684441, 4,0.8063,555734,0.004788018,0.9862,0.14471,605781,20729,15310,1776,10917,213,2410,27305,502463,13180,10277,1452,8693,169,1817,17683,198719,151799,176704,129028,38699,102024,249762,160201,203330,190890,151799,198719,115526,107702,175546,226546,1,0,173443,146788,0.5416,0.5090,0.8,1.0,0,-0.09401374
4223,2,677918, 4,0.8063,554351,0.004788018,0.9862,0.08874,622483, 4386,11299,5517, 5751,194,2020,26268,515041, 3371, 7379,4151,4643,163,1548,18055,158813,183687,144021,143385,26494,121291,185284,200472,143742,226634,183687,158813,132338, 85258,213553,164513,1,0,131671,175094,0.4292,0.4025,0.2,1.0,0,-0.09401374
4224,1,683957, 4,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
4224,2,678402, 4,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
4225,1,680897, 4,0.7550,552743,0.000414722,0.9881,0.15898,602711,20571,15145,1793,10826,220,2376,27255,499874,13042,10107,1473,8613,174,1779,17681,195006,152071,172329,128501,38307,102004,244413,160916,198923,190904,152071,195006,115253,105318,175910,221668,1,0,169796,146879,0.5362,0.5042,0.8,1.0,0,-0.09070685
4225,2,681462, 4,0.7550,557342,0.000414722,0.9881,0.09195,625553, 4544,11464,5500, 5842,187,2054,26318,517630, 3509, 7549,4130,4723,158,1586,18057,162526,183415,148396,143912,26886,121311,190633,199757,148149,226620,183415,162526,132612, 87641,213189,169391,1,0,135318,175003,0.4361,0.4085,0.2,1.0,0,-0.09070685
4226,1,682663, 4,0.7537,555349,0.002177840,0.9748,0.14045,606996,18187,14983,1783,10913,232,2391,27178,503497,11891,10013,1475,8685,183,1805,17800,196242,153063,174436,129170,38583,102495,244959,162799,199222,192759,153063,196242,115833,106510,177779,222091,1,2,170688,148057,0.5355,0.5038,0.8,1.0,0,-0.09252335
4226,2,679696, 4,0.7537,554736,0.002177840,0.9748,0.08302,621268, 6928,11626,5510, 5755,175,2039,26395,514007, 4660, 7643,4128,4651,149,1560,17938,161290,182423,146289,143243,26610,120820,190087,197874,147850,224765,182423,161290,132032, 86450,211320,168969,1,2,134425,173825,0.4361,0.4084,0.2,1.0,0,-0.09252335
4227,1,683957, 4,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
4227,2,678402, 4,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
4228,1,683957, 4,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
4228,2,678402, 4,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
4229,1,683957, 4,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
4229,2,678402, 4,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
4230,1,678431, 4,0.8161,550832,0.004034913,0.9786,0.10697,600226,20750,15270,1758,10888,208,2399,26932,497813,13192,10272,1437,8679,165,1806,17468,197797,150291,175868,127934,38386,101162,248273,158530,202057,189154,150291,197797,114548,107127,173842,225165,1,0,172476,145414,0.5426,0.5098,0.8,1.0,0,-0.09173043
