draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,gov_18_dem_mil,gov_18_rep_moo,uss_18_dem_rin,uss_18_rep_bra,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1104,1,683771, 1,0.8068,555775,0.003804430,0.9796,0.13311,607254,18893,15071,1766,10947,209,2367,27264,503715,12087,10095,1459,8684,159,1771,17805,199461,151574,178192,128670,38666,101755,250178,161269,203357,191829,151574,199461,115213,108429,176549,226768,1,2,173971,147019,0.5420,0.5094,0.8,0.8,0, 0.00174136
1104,2,678588, 1,0.8068,554310,0.003804430,0.9796,0.08606,621010, 6222,11538,5527, 5721,198,2063,26309,513789, 4464, 7561,4144,4652,173,1594,17933,158071,183912,142533,143743,26527,121560,184868,199404,143715,225695,183912,158071,132652, 84530,212550,164292,1,2,131143,174863,0.4286,0.4019,0.0,0.8,0, 0.00174136
1105,1,684030, 1,0.7527,556541,0.004184653,0.9739,0.13355,608547,17856,14950,1761,11026,233,2410,27247,504817,11648,10008,1456,8757,182,1814,17859,196488,154080,174633,129865,38586,102920,245469,163448,199658,193517,154080,196488,116393,106610,178483,222564,1,2,170967,148766,0.5347,0.5030,0.8,1.0,0,-0.09349122
1105,2,678329, 1,0.7527,553544,0.004184653,0.9739,0.08180,619717, 7259,11659,5532, 5642,174,2020,26326,512687, 4903, 7648,4147,4579,150,1551,17879,161044,181406,146092,142548,26607,120395,189577,197225,147414,224007,181406,161044,131472, 86350,210616,168496,1,2,134147,173116,0.4366,0.4089,0.2,1.0,0,-0.09349122
1106,1,680579, 1,0.7553,552326,0.000881559,0.9881,0.15271,602373,20563,15154,1787,10812,220,2377,27293,499456,13032,10113,1468,8599,174,1779,17705,194992,151847,172335,128209,38314,101736,244335,160546,198900,190510,151847,194992,114973,105325,175528,221618,1,0,169775,146570,0.5367,0.5047,0.8,1.0,0,-0.09041579
1106,2,681780, 1,0.7553,557759,0.000881559,0.9881,0.09131,625891, 4552,11455,5506, 5856,187,2053,26280,518048, 3519, 7543,4135,4737,158,1586,18033,162540,183639,148390,144204,26879,121579,190711,200127,148172,227014,183639,162540,132892, 87635,213571,169442,1,0,135338,175313,0.4357,0.4081,0.2,1.0,0,-0.09041579
1107,1,683832, 1,0.9181,558990,0.003893981,0.9786,0.06075,612638,14850,14668,1752,10662,200,2362,26700,509560, 9989, 9925,1437,8513,164,1779,17623,205588,152255,184245,130375,39350,102448,258331,161926,210052,193482,152255,205588,116412,111798,177704,234192,1,1,179513,148097,0.5479,0.5146,0.8,0.8,0,-0.00723659
1107,2,678527, 1,0.9181,551095,0.003893981,0.9786,0.11437,615626,10265,11941,5541, 6006,207,2068,26873,507944, 6562, 7731,4166,4823,168,1586,18115,151944,183231,136480,142038,25843,120867,176715,198747,137020,224042,183231,151944,131453, 81162,211395,156868,1,1,125600,173785,0.4195,0.3939,0.0,0.8,0,-0.00723659
1108,1,677785, 1,0.8112,551476,0.004983268,0.9786,0.13269,603904,16891,14966,1757,10692,212,2384,26979,500794,11137,10047,1437,8526,169,1791,17575,197829,151331,175882,128504,38233,101689,248279,160384,201928,190726,151331,197829,115097,107058,175555,225104,1,2,172430,146527,0.5406,0.5079,0.8,1.0,0,-0.09288476
1108,2,684574, 1,0.8112,558609,0.004983268,0.9786,0.09036,624360, 8224,11643,5536, 5976,195,2046,26594,516710, 5414, 7609,4166,4810,163,1574,18163,159703,184155,144843,143909,26960,121626,186767,200289,145144,226798,184155,159703,132768, 85902,213544,165956,1,2,132683,175355,0.4307,0.4041,0.2,1.0,0,-0.09288476
1109,1,678322, 1,0.8108,551011,0.004194930,0.9800,0.13140,602517,18880,14899,1740,10711,198,2320,27057,499574,11999,10016,1414,8532,152,1735,17589,196985,151277,175088,128326,38130,101501,247868,160289,201614,190691,151277,196985,114914,106609,175490,224741,1,2,171937,146417,0.5401,0.5074,0.8,1.0,0,-0.09240782
1109,2,684037, 1,0.8108,559074,0.004194930,0.9800,0.09084,625747, 6235,11710,5553, 5957,209,2110,26516,517930, 4552, 7640,4189,4804,180,1630,18149,160547,184209,145637,144087,27063,121814,187178,200384,145458,226833,184209,160547,132951, 86350,213609,166318,1,2,133177,175465,0.4315,0.4048,0.2,1.0,0,-0.09240782
1110,1,683183, 1,0.7090,553847,0.002941222,0.9886,0.20089,605971,20342,14671,1798,10654,236,2355,27156,501720,12843, 9723,1499,8412,180,1795,17675,191324,155092,169228,130397,38255,103794,239156,164660,193969,194307,155092,191324,117096,103742,179484,216563,1,0,166386,149650,0.5265,0.4956,0.6,0.8,0, 0.01183421
1110,2,679176, 1,0.7090,556238,0.002941222,0.9886,0.08253,622293, 4773,11938,5495, 6014,171,2075,26417,515784, 3708, 7933,4104,4924,152,1570,18063,166208,180394,151497,142016,26938,119521,195890,196013,153103,223217,180394,166208,130769, 89218,209615,174497,1,0,138727,172232,0.4461,0.4173,0.2,0.8,0, 0.01183421
1111,1,682423, 1,0.8078,553983,0.001825510,0.9848,0.13471,603917,20745,15257,1781,10918,213,2369,27223,500813,13180,10263,1451,8698,168,1785,17625,197902,151406,175551,128488,38423,101810,248566,159760,202265,190323,151406,197902,115149,106987,175042,225416,1,0,172541,146357,0.5411,0.5084,0.8,1.0,0,-0.09282611
1111,2,679936, 1,0.8078,556102,0.001825510,0.9848,0.08584,624347, 4370,11352,5512, 5750,194,2061,26350,516691, 3371, 7393,4152,4638,164,1580,18113,159630,184080,145174,143925,26770,121505,186480,200913,144807,227201,184080,159630,132715, 85972,214057,165644,1,0,132572,175525,0.4303,0.4036,0.2,1.0,0,-0.09282611
1112,1,680579, 1,0.7553,552326,0.000881559,0.9881,0.15271,602373,20563,15154,1787,10812,220,2377,27293,499456,13032,10113,1468,8599,174,1779,17705,194992,151847,172335,128209,38314,101736,244335,160546,198900,190510,151847,194992,114973,105325,175528,221618,1,0,169775,146570,0.5367,0.5047,0.8,1.0,0,-0.09041579
1112,2,681780, 1,0.7553,557759,0.000881559,0.9881,0.09131,625891, 4552,11455,5506, 5856,187,2053,26280,518048, 3519, 7543,4135,4737,158,1586,18033,162540,183639,148390,144204,26879,121579,190711,200127,148172,227014,183639,162540,132892, 87635,213571,169442,1,0,135338,175313,0.4357,0.4081,0.2,1.0,0,-0.09041579
1113,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
1113,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
1114,1,683797, 1,0.7529,555015,0.003842599,0.9786,0.15204,606875,19214,15071,1780,10959,221,2362,27315,502872,12205,10038,1478,8676,165,1761,17820,196304,152786,174588,129156,38498,102365,245655,162239,199722,192347,152786,196304,115761,106543,177293,222689,1,2,170953,147779,0.5364,0.5044,0.8,1.0,0,-0.09251919
1114,2,678562, 1,0.7529,555070,0.003842599,0.9786,0.08609,621389, 5901,11538,5513, 5709,186,2068,26258,514632, 4346, 7618,4125,4660,167,1604,17918,161228,182700,146137,143257,26695,120950,189391,198434,147350,225177,182700,161228,132104, 86416,211806,168371,1,2,134160,174104,0.4352,0.4077,0.2,1.0,0,-0.09251919
1115,1,682423, 1,0.8078,553983,0.001825510,0.9848,0.13471,603917,20745,15257,1781,10918,213,2369,27223,500813,13180,10263,1451,8698,168,1785,17625,197902,151406,175551,128488,38423,101810,248566,159760,202265,190323,151406,197902,115149,106987,175042,225416,1,0,172541,146357,0.5411,0.5084,0.8,1.0,0,-0.09282611
1115,2,679936, 1,0.8078,556102,0.001825510,0.9848,0.08584,624347, 4370,11352,5512, 5750,194,2061,26350,516691, 3371, 7393,4152,4638,164,1580,18113,159630,184080,145174,143925,26770,121505,186480,200913,144807,227201,184080,159630,132715, 85972,214057,165644,1,0,132572,175525,0.4303,0.4036,0.2,1.0,0,-0.09282611
1116,1,683348, 1,0.7532,554626,0.003183449,0.9772,0.14220,605806,19817,15075,1793,10940,213,2366,27338,502007,12586,10043,1489,8681,163,1773,17884,195956,152847,174226,128931,38544,102308,244966,162557,199256,192448,152847,195956,115620,106385,177503,222111,1,2,170590,147818,0.5358,0.5040,0.8,1.0,0,-0.09224636
1116,2,679011, 1,0.7532,555459,0.003183449,0.9772,0.08360,622458, 5298,11534,5500, 5728,194,2064,26235,515497, 3965, 7613,4114,4655,169,1592,17854,161576,182639,146499,143482,26649,121007,190080,198116,147816,225076,182639,161576,132245, 86574,211596,168948,1,2,134524,174064,0.4359,0.4082,0.2,1.0,0,-0.09224636
1117,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
1117,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
1118,1,680583, 1,0.8091,552826,0.000875687,0.9786,0.10938,602403,20747,15251,1751,10902,209,2393,26927,499832,13193,10279,1435,8682,166,1796,17443,199046,150867,177082,128521,38545,101653,249676,159297,203209,190031,150867,199046,115087,107814,174664,226443,1,0,173512,146074,0.5429,0.5101,0.8,0.8,0, 0.00362123
1118,2,681776, 1,0.8091,557259,0.000875687,0.9786,0.08076,625861, 4368,11358,5542, 5766,198,2037,26646,517672, 3358, 7377,4168,4654,166,1569,18295,158486,184619,143643,143892,26648,121662,185370,201376,143863,227493,184619,158486,132777, 85146,214435,164617,1,0,131602,175808,0.4281,0.4016,0.0,0.8,0, 0.00362123
1119,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
1119,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
1120,1,678723, 1,0.7566,550756,0.003606245,0.9867,0.16521,600652,20562,15121,1787,10828,220,2375,27178,497964,13035,10091,1466,8619,174,1783,17624,194454,151392,171856,127885,38253,101523,243676,160226,198356,190133,151392,194454,114704,105055,175180,221016,1,0,169319,146232,0.5366,0.5046,0.8,1.0,0,-0.08964216
1120,2,683636, 1,0.7566,559329,0.003606245,0.9867,0.08466,627612, 4553,11488,5506, 5840,187,2055,26395,519540, 3516, 7565,4137,4717,158,1582,18114,163078,184094,148869,144528,26940,121792,191370,200447,148716,227391,184094,163078,133160, 87905,213919,170043,1,0,135795,175650,0.4360,0.4084,0.2,1.0,0,-0.08964216
1121,1,683847, 1,0.7529,555643,0.003916002,0.9772,0.13438,605787,20335,15125,1775,11028,229,2391,27177,502691,12896,10070,1469,8748,179,1800,17790,196596,152739,174686,128866,38699,102136,245441,162218,199690,192229,152739,196596,115501,106693,177224,222566,1,2,171022,147638,0.5367,0.5049,0.8,1.0,0,-0.09249135
1121,2,678512, 1,0.7529,554442,0.003916002,0.9772,0.08218,622477, 4780,11484,5518, 5640,178,2039,26396,514813, 3655, 7586,4134,4588,153,1565,17948,160936,182747,146039,143547,26494,121179,189605,198455,147382,225295,182747,160936,132363, 86267,211875,168494,1,2,134091,174245,0.4349,0.4072,0.2,1.0,0,-0.09249135
1122,1,678635, 1,0.7567,550950,0.003735432,0.9876,0.15599,600630,20556,15104,1783,10823,220,2372,27147,498206,13030,10089,1464,8610,174,1775,17602,194590,151320,171955,127933,38231,101516,243906,160099,198527,189995,151320,194590,114725,105093,175047,221217,1,0,169442,146173,0.5369,0.5048,0.8,1.0,0,-0.08969593
1122,2,683724, 1,0.7567,559135,0.003735432,0.9876,0.09181,627634, 4559,11505,5510, 5845,187,2058,26426,519298, 3521, 7567,4139,4726,158,1590,18136,162942,184166,148770,144480,26962,121799,191140,200574,148545,227529,184166,162942,133140, 87866,214052,169843,1,0,135672,175710,0.4357,0.4082,0.2,1.0,0,-0.08969593
1123,1,679416, 1,0.8220,551748,0.002588892,0.9810,0.11920,601140,20740,15246,1747,10868,209,2389,27077,498709,13195,10244,1423,8663,166,1800,17548,197692,150710,175853,128194,38378,101486,248096,159077,201918,189625,150710,197692,114840,107116,174351,225007,1,0,172387,145818,0.5417,0.5090,0.8,1.0,0,-0.09200055
1123,2,682943, 1,0.8220,558337,0.002588892,0.9810,0.08428,627124, 4375,11363,5546, 5800,198,2041,26496,518795, 3356, 7412,4180,4673,166,1565,18190,159840,184776,144872,144219,26815,121829,186950,201596,145154,227899,184776,159840,133024, 85844,214748,166052,1,0,132726,176064,0.4298,0.4031,0.2,1.0,0,-0.09200055
1124,1,681727, 1,0.8083,554061,0.000803753,0.9829,0.12878,603761,20293,15184,1767,10871,210,2386,27255,501235,12903,10182,1439,8660,166,1787,17689,199068,150314,176832,127781,38711,101016,249705,159031,203214,189592,150314,199068,114399,107772,174312,226460,1,1,173506,145547,0.5438,0.5111,0.8,0.8,0, 0.00428044
1124,2,680632, 1,0.8083,556024,0.000803753,0.9829,0.09081,624503, 4822,11425,5526, 5797,197,2044,26318,516269, 3648, 7474,4164,4676,166,1578,18049,158464,185172,143893,144632,26482,122299,185341,201642,143858,227932,185172,158464,133466, 85188,214787,164600,1,1,131608,176335,0.4274,0.4007,0.0,0.8,0, 0.00428044
1125,1,679919, 1,0.8096,552722,0.001850467,0.9734,0.12280,604792,17998,14991,1738,10837,208,2359,26996,501482,11544,10007,1436,8610,160,1766,17717,198559,151964,177409,128824,38366,101819,249079,161783,202450,192216,151964,198559,115322,107888,177000,225765,1,2,173173,147321,0.5403,0.5077,0.8,0.8,0, 0.00238402
1125,2,682440, 1,0.8096,557363,0.001850467,0.9734,0.08249,623472, 7117,11618,5555, 5831,199,2071,26577,516022, 5007, 7649,4167,4726,172,1599,18021,158973,183522,143316,143589,26827,121496,185967,198890,144622,225308,183522,158973,132543, 85072,212099,165295,1,2,131941,174561,0.4305,0.4037,0.0,0.8,0, 0.00238402
1126,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
1126,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
1127,1,678163, 1,0.8109,551416,0.004428348,0.9800,0.11086,600038,20608,15183,1768,10873,208,2389,27096,498459,13093,10197,1441,8660,168,1793,17605,198232,148997,176013,126598,38616,100017,248731,157756,202500,188127,148997,198232,113308,107315,172942,225616,1,1,172818,144299,0.5450,0.5123,0.8,0.8,0, 0.00671234
1127,2,684196, 1,0.8109,558669,0.004428348,0.9800,0.08655,628226, 4507,11426,5525, 5795,199,2041,26477,519045, 3458, 7459,4162,4676,164,1572,18133,159300,186489,144712,145815,26577,123298,186315,202917,144572,229397,186489,159300,134557, 85645,216157,165444,1,1,132295,177583,0.4269,0.4003,0.0,0.8,0, 0.00671234
1128,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
1128,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
1129,1,681661, 1,0.8083,554550,0.000706862,0.9781,0.12972,605314,18942,15042,1746,10932,230,2393,27062,502470,12191,10099,1442,8671,175,1801,17701,199460,150820,178128,128103,38864,101101,250126,160348,203367,190898,150820,199460,114602,108496,175623,226747,1,2,173989,146254,0.5433,0.5108,0.8,0.8,0, 0.00265724
1129,2,680698, 1,0.8083,555535,0.000706862,0.9781,0.08515,622950, 6173,11567,5547, 5736,177,2037,26511,515034, 4360, 7557,4161,4665,157,1564,18037,158072,184666,142597,144310,26329,122214,184920,200325,143705,226626,184666,158072,133262, 84463,213476,164313,1,2,131125,175628,0.4275,0.4007,0.0,0.8,0, 0.00265724
1130,1,681477, 1,0.8259,553377,0.000436742,0.9762,0.10749,603066,20747,15234,1766,10893,208,2407,27156,500244,13195,10234,1443,8681,165,1805,17610,198375,151390,176422,128862,38469,101928,248863,159805,202447,190552,151390,198375,115395,107446,175179,225655,1,0,172915,146507,0.5413,0.5086,0.8,1.0,0,-0.09315180
1130,2,680882, 1,0.8259,556708,0.000436742,0.9762,0.08187,625198, 4368,11375,5527, 5775,199,2023,26417,517260, 3356, 7422,4160,4655,167,1560,18128,159157,184096,144303,143551,26724,121387,186183,200868,144625,226972,184096,159157,132469, 85514,213920,165404,1,0,132198,175375,0.4298,0.4031,0.2,1.0,0,-0.09315180
1131,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
1131,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
1132,1,677862, 1,0.8111,552725,0.004870229,0.9705,0.10820,606968,14775,14532,1772,10645,200,2314,26656,503595, 9875, 9764,1451,8487,159,1739,17655,196582,153977,176022,129896,37800,102910,246072,164470,199164,194444,153977,196582,116403,106911,179457,222618,1,1,171128,149139,0.5343,0.5020,0.8,1.0,0,-0.09401057
1132,2,684497, 1,0.8111,557360,0.004870229,0.9705,0.06546,621296,10340,12077,5521, 6023,207,2116,26917,513909, 6676, 7892,4152,4849,173,1626,18083,160950,181509,144703,142517,27393,120405,188974,196203,147908,223080,181509,160950,131461, 86048,209642,168441,1,1,133986,172743,0.4368,0.4097,0.2,1.0,0,-0.09401057
1133,1,683954, 1,0.8067,556209,0.004073082,0.9786,0.13388,608259,18225,15035,1756,10937,206,2383,27153,504604,11713,10068,1449,8677,156,1788,17754,199485,152139,178194,129230,38521,102263,250498,161763,203563,192408,152139,199485,115747,108358,177086,227031,1,1,174052,147561,0.5412,0.5085,0.8,0.8,0, 0.00097264
1133,2,678405, 1,0.8067,553876,0.004073082,0.9786,0.08608,620005, 6890,11574,5537, 5731,201,2047,26420,512900, 4838, 7588,4154,4659,176,1577,17984,158047,183347,142531,143183,26672,121052,184548,198910,143509,225116,183347,158047,132118, 84602,212013,164029,1,1,131061,174322,0.4292,0.4026,0.0,0.8,0, 0.00097264
1134,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
1134,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
1135,1,681687, 1,0.8083,553599,0.000745031,0.9843,0.13202,603275,20719,15265,1750,10918,213,2414,27133,500505,13175,10251,1431,8694,169,1820,17554,198266,150975,176374,128359,38644,101456,249223,159290,202910,189893,150975,198266,114908,107509,174592,226067,1,0,173083,145995,0.5424,0.5098,0.8,1.0,0,-0.09290907
1135,2,680672, 1,0.8083,556486,0.000745031,0.9843,0.08873,624989, 4396,11344,5543, 5750,194,2016,26440,516999, 3376, 7405,4172,4642,163,1545,18184,159266,184511,144351,144054,26549,121859,185823,201383,144162,227631,184511,159266,132957, 85450,214507,164993,1,0,132030,175888,0.4288,0.4021,0.2,1.0,0,-0.09290907
1136,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
1136,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
1137,1,679488, 1,0.7561,551342,0.002483193,0.9857,0.16184,601321,20576,15144,1789,10818,219,2375,27246,498492,13044,10099,1468,8612,174,1777,17676,194227,151481,171655,127861,38239,101501,243372,160297,198078,190118,151481,194227,114681,104947,175208,220725,1,0,169114,146252,0.5362,0.5043,0.8,1.0,0,-0.08946721
1137,2,682871, 1,0.7561,558743,0.002483193,0.9857,0.08468,626943, 4539,11465,5504, 5850,188,2055,26327,519012, 3507, 7557,4135,4724,158,1588,18062,163305,184005,149070,144552,26954,121814,191674,200376,148994,227406,184005,163305,133183, 88012,213891,170334,1,0,135999,175631,0.4364,0.4088,0.2,1.0,0,-0.08946721
1138,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
1138,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
1139,1,679014, 1,0.8103,551824,0.003179045,0.9800,0.12454,602207,19424,15113,1757,10781,214,2369,27149,499633,12425,10143,1439,8584,168,1777,17655,197472,150575,175456,127684,38400,100874,248235,159411,202000,189790,150575,197472,114279,106928,174601,225118,1,2,172313,145667,0.5419,0.5093,0.8,1.0,0,-0.09208219
1139,2,683345, 1,0.8103,558261,0.003179045,0.9800,0.08969,626057, 5691,11496,5536, 5887,193,2061,26424,517871, 4126, 7513,4164,4752,164,1588,18083,160060,184911,145269,144729,26793,122441,186811,201262,145072,227734,184911,160060,133585, 86031,214498,165942,1,2,132801,176215,0.4298,0.4030,0.2,1.0,0,-0.09208219
1140,1,679818, 1,0.7558,552591,0.001998739,0.9815,0.15439,602611,19903,14958,1762,10985,226,2389,26984,500105,12701,10001,1452,8721,178,1792,17641,195956,151215,174218,127984,38586,101363,244651,160967,198979,190921,151215,195956,114674,106402,175944,221815,1,2,170478,146490,0.5378,0.5060,0.8,1.0,0,-0.09082596
1140,2,682541, 1,0.7558,557494,0.001998739,0.9815,0.08650,625653, 5212,11651,5531, 5683,181,2041,26589,517399, 3850, 7655,4151,4615,154,1573,18097,161576,184271,146507,144429,26607,121952,190395,199706,148093,226603,184271,161576,133191, 86557,213155,169244,1,2,134636,175392,0.4343,0.4066,0.2,1.0,0,-0.09082596
1141,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
1141,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
1142,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
1142,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
1143,1,681065, 1,0.8088,553711,0.000168091,0.9800,0.13215,605256,18608,14966,1738,10779,213,2355,27150,502107,11947,10057,1415,8583,167,1761,17674,197820,152004,175746,128918,38369,101928,248769,160997,202353,191520,152004,197820,115423,107058,176259,225561,1,2,172611,147073,0.5399,0.5073,0.8,1.0,0,-0.09367342
1143,2,681294, 1,0.8088,556374,0.000168091,0.9800,0.09106,623008, 6507,11643,5555, 5889,194,2075,26423,515397, 4604, 7599,4188,4753,165,1604,18064,159712,183482,144979,143495,26824,121387,186277,199676,144719,226004,183482,159712,132441, 85902,212840,165498,1,2,132502,174809,0.4312,0.4044,0.2,1.0,0,-0.09367342
1144,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
