draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_ayo,uss_16_dem_has,gov_16_rep_sun,gov_16_dem_van,gov_18_rep_sun,gov_18_dem_kel,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_sha,uss_20_rep_mes,gov_20_dem_fel,gov_20_rep_sun,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2061,2,688855, 1,0.7327,557840,0.0001313947,0.9727,0.3130,39867,582085,12165,1199,21152,224,3437,28726,26634,482898,8841, 975,16518,179,2541,19254,160900,174665,167705,175066,165417,169143,140339,131855,210615,169034,221604,151035,132876,240700,164674,172959,140339,131855,186923,188365,1,0,173690,170733,0.5043,0.5038,0.7143,1.0000,0,-0.01832
2062,1,688385, 1,0.7113,565231,0.0005509866,0.9784,0.2102,19595,618820, 5274,1095,14815,166,2511,26109,13303,515009,4206, 956,11940,128,1929,17760,182084,179082,184393,183552,186924,171892,159926,136070,219452,193707,232765,173588,136944,272319,184466,178175,159926,136070,213205,196388,1,0,179965,193278,0.4822,0.4817,0.2857,0.8571,0, 0.05177
2062,2,689144, 1,0.7113,555449,0.0005509866,0.9784,0.5090,39859,581829,13381,1204,20789,222,3405,28455,26497,480742,9652, 974,16049,175,2514,18846,163707,169444,169239,171097,167116,165697,142837,126289,205486,171953,218012,152642,127695,244291,166687,168746,142837,126289,189628,183731,1,0,169103,173112,0.4941,0.4935,0.5714,0.8571,0, 0.05177
2063,1,688588, 1,0.5970,568213,0.0002562559,0.9772,0.2426,17111,619296, 6647,1247,14614,192,2441,27040,11842,517621,5221,1087,11755,150,1864,18673,173681,185764,177451,190438,176911,182027,155865,142935,225539,184749,239498,164416,143848,262787,176014,186076,155865,142935,203984,202962,1,0,187150,185123,0.5027,0.5023,0.7143,1.0000,0,-0.03332
2063,2,688941, 1,0.5970,552467,0.0002562559,0.9772,0.3268,42343,581353,12008,1052,20990,196,3475,27524,27958,478130,8637, 843,16234,153,2579,17933,172109,162763,176181,164211,177130,155561,146899,119424,199399,180911,211279,161814,120791,253822,175140,160845,146899,119424,198849,177156,1,0,161919,181266,0.4718,0.4711,0.2857,1.0000,0,-0.03332
2064,1,685794, 1,0.6667,558982,0.0043127949,0.9710,0.3433,19828,614785, 6495,1080,14611,198,2501,26296,13340,508322,4987, 929,11608,149,1921,17726,182710,174832,184308,179993,185918,169935,160469,131130,214637,193423,229108,172435,132884,272039,184311,174919,160469,131130,212633,192210,1,0,176074,193043,0.4770,0.4764,0.2857,0.8571,0, 0.05030
2064,2,691735, 1,0.6667,561698,0.0043127949,0.9710,0.1589,39626,585864,12160,1219,20993,190,3415,28268,26460,487429,8871,1001,16381,154,2522,18880,163081,173694,169325,174657,168122,167654,142294,131230,210300,172237,221670,153794,131755,244570,166842,172002,142294,131230,190200,187908,1,0,172994,173346,0.4995,0.4990,0.5714,0.8571,0, 0.05030
2065,1,690388, 1,0.6655,566252,0.0023571192,0.9676,0.1570,19506,620471, 5187,1135,14727,167,2574,26621,13249,515749,4160, 984,11851,131,1976,18152,181720,179319,183944,183703,186535,172044,159130,136272,219422,193242,232592,173261,137251,271498,184066,178355,159130,136272,212667,196422,1,0,180086,192762,0.4830,0.4826,0.2857,0.8571,0, 0.05169
2065,2,687141, 1,0.6655,554428,0.0023571192,0.9676,0.3310,39948,580178,13468,1164,20877,221,3342,27943,26551,480002,9698, 946,16138,172,2467,18454,164070,169208,169688,170946,167505,165544,143633,126087,205515,172418,218185,152969,127388,245111,167087,168566,143633,126087,190166,183696,1,0,168982,173627,0.4932,0.4925,0.5714,0.8571,0, 0.05169
2066,1,690087, 1,0.7036,562603,0.0019201048,0.9761,0.3789,19723,619440, 6447,1073,14490,192,2517,26205,13231,512333,4940, 923,11508,144,1929,17595,185721,174860,187244,180086,189440,169660,163649,130920,215432,197186,230114,175975,132921,276695,187468,174868,163649,130920,216619,192823,1,0,176285,196559,0.4728,0.4722,0.2857,1.0000,0,-0.01715
2066,2,687442, 1,0.7036,558077,0.0019201048,0.9761,0.1900,39731,581209,12208,1226,21114,196,3399,28359,26569,483418,8918,1007,16481,159,2514,19011,160070,173667,166389,174563,164600,167929,139114,131440,209505,168474,220663,150255,131718,239914,163686,172053,139114,131440,186214,187296,1,0,172784,169831,0.5043,0.5038,0.7143,1.0000,0,-0.01715
2067,1,690172, 1,0.7100,566611,0.0020435141,0.9790,0.2166,19632,620516, 5290,1097,14749,165,2492,26231,13332,516332,4215, 958,11895,127,1913,17839,183194,178127,185190,182859,187575,171297,160514,135105,218200,194956,231735,174602,135761,273558,185319,177427,160514,135105,214372,195233,1,0,179012,194228,0.4796,0.4792,0.2857,0.8571,0, 0.05183
2067,2,687357, 1,0.7100,554069,0.0020435141,0.9790,0.5099,39822,580133,13365,1202,20855,223,3424,28333,26468,479419,9643, 972,16094,176,2530,18767,162597,170399,168442,171791,166466,166292,142249,127254,206738,170704,219042,151628,128878,243052,165834,169494,142249,127254,188461,184886,1,0,170057,172162,0.4969,0.4962,0.5714,0.8571,0, 0.05183
2068,1,685338, 1,0.7135,562811,0.0049748499,0.9784,0.2019,19523,616072, 5263,1082,14762,165,2493,25978,13259,512804,4201, 942,11899,127,1911,17668,181348,178019,183540,182535,186062,170920,159166,135183,217997,192918,231284,172862,135937,271176,183649,177158,159166,135183,212319,195074,1,0,178839,192440,0.4817,0.4813,0.2857,0.8571,0, 0.05103
2068,2,692191, 1,0.7135,557869,0.0049748499,0.9784,0.5241,39931,584577,13392,1217,20842,223,3423,28586,26541,482947,9657, 988,16090,176,2532,18938,164443,170507,170092,172114,167979,166669,143598,127176,206941,172743,219493,153367,128701,245433,167504,169764,143598,127176,190514,185045,1,0,170229,173950,0.4946,0.4939,0.5714,0.8571,0, 0.05103
2069,1,687941, 1,0.5340,567795,0.0011956191,0.9790,0.2465,16943,618087, 6602,1320,14633,191,2426,27739,11735,516764,5173,1145,11752,148,1857,19221,169754,186240,173944,190789,173071,182926,152575,143538,225735,180642,239541,160365,144622,257941,172256,186652,152575,143538,199650,203300,1,0,187628,181185,0.5087,0.5084,0.7143,1.0000,0,-0.03136
2069,2,689588, 1,0.5340,552885,0.0011956191,0.9790,0.3411,42511,582562,12053, 979,20971,197,3490,26825,28065,478987,8685, 785,16237,155,2586,17385,176036,162286,179689,163860,180969,154662,150188,118821,199203,185018,211236,165865,120017,258668,178898,160270,150188,118821,203183,176818,1,0,161441,185204,0.4657,0.4650,0.2857,1.0000,0,-0.03136
2070,1,691474, 1,0.6309,555998,0.0039338555,0.9824,0.3364,42616,583880,11932, 905,22403,177,3402,26159,28100,481548,8603, 723,17371,139,2539,16975,177601,168388,183624,168366,185604,157837,155991,122222,208472,186604,220699,167924,123495,266206,182276,164863,155991,122222,206911,184222,1,0,167068,189079,0.4691,0.4681,0.2857,1.0000,0,-0.02646
2070,2,686055, 1,0.6309,564682,0.0039338555,0.9824,0.2574,16838,616769, 6723,1394,13201,211,2514,28405,11700,514203,5255,1207,10618,164,1904,19631,168190,180139,170009,186284,168436,179752,146773,140137,216466,179056,230078,158305,141144,250403,168878,182058,146773,140137,195922,195896,1,0,182000,177310,0.5065,0.5064,0.7143,1.0000,0,-0.02646
2071,1,691391, 1,0.6309,555898,0.0038133498,0.9807,0.3088,42593,583848,11933, 902,22402,177,3390,26146,28093,481477,8605, 720,17373,139,2531,16960,177571,168413,183634,168396,185610,157851,156052,122291,208530,186627,220760,167963,123545,266209,182271,164886,156052,122291,206933,184278,1,0,167112,189095,0.4691,0.4681,0.2857,1.0000,0,-0.02645
2071,2,686138, 1,0.6309,564782,0.0038133498,0.9807,0.2498,16861,616801, 6722,1397,13202,211,2526,28418,11707,514274,5253,1210,10616,164,1912,19646,168219,180113,169998,186254,168430,179737,146711,140068,216408,179033,230017,158267,141094,250400,168882,182035,146711,140068,195900,195840,1,0,181956,177294,0.5065,0.5064,0.7143,1.0000,0,-0.02645
2072,1,688524, 1,0.7112,565316,0.0003491760,0.9761,0.2070,19611,618986, 5295,1087,14773,165,2504,26103,13317,515129,4226, 947,11917,127,1922,17731,182482,178185,184518,182879,186917,171337,159961,135280,218302,194132,231837,173820,136016,272587,184638,177466,159961,135280,213513,195386,1,0,179119,193489,0.4807,0.4803,0.2857,0.8571,0, 0.05156
2072,2,689005, 1,0.7112,555364,0.0003491760,0.9761,0.4574,39843,581663,13360,1212,20831,223,3412,28461,26483,480622,9632, 983,16072,176,2521,18875,163309,170342,169114,171770,167123,166252,142803,127079,206635,171528,218941,152410,128623,244023,166515,169455,142803,127079,189320,184733,1,0,169949,172901,0.4957,0.4950,0.5714,0.8571,0, 0.05156
2073,1,687941, 1,0.5340,567795,0.0011956191,0.9778,0.2502,16943,618087, 6602,1320,14633,191,2426,27739,11735,516764,5173,1145,11752,148,1857,19221,169754,186240,173944,190789,173071,182926,152575,143538,225735,180642,239541,160365,144622,257941,172256,186652,152575,143538,199650,203300,1,0,187628,181185,0.5087,0.5084,0.7143,1.0000,0,-0.03136
2073,2,689588, 1,0.5340,552885,0.0011956191,0.9778,0.2689,42511,582562,12053, 979,20971,197,3490,26825,28065,478987,8685, 785,16237,155,2586,17385,176036,162286,179689,163860,180969,154662,150188,118821,199203,185018,211236,165865,120017,258668,178898,160270,150188,118821,203183,176818,1,0,161441,185204,0.4657,0.4650,0.2857,1.0000,0,-0.03136
2074,1,690492, 1,0.7038,562969,0.0025081142,0.9755,0.3497,19726,619827, 6447,1073,14490,195,2520,26214,13234,512683,4940, 923,11508,147,1931,17603,185833,175021,187377,180245,189575,169804,163771,131053,215625,197306,230316,176082,133053,276872,187594,175023,163771,131053,216754,192998,1,0,176445,196688,0.4729,0.4723,0.2857,1.0000,0,-0.01698
2074,2,687037, 1,0.7038,557711,0.0025081142,0.9755,0.1848,39728,580822,12208,1226,21114,193,3396,28350,26566,483068,8918,1007,16481,156,2512,19003,159958,173506,166256,174404,164465,167784,138993,131306,209313,168354,220461,150148,131586,239737,163559,171899,138993,131306,186079,187120,1,0,172623,169702,0.5043,0.5038,0.7143,1.0000,0,-0.01698
2075,1,689087, 1,0.8226,557008,0.0004682297,0.9812,0.2914,32550,596893,10616, 974,18983,179,2764,26128,21560,492667,7640, 806,14984,139,2039,17173,177995,169849,182092,171931,184917,160558,156392,124442,209729,187122,222708,167558,125066,266525,181668,167446,156392,124442,207069,185834,1,0,169183,188943,0.4724,0.4715,0.2857,1.0000,0,-0.02525
2075,2,688442, 1,0.8226,563672,0.0004682297,0.9812,0.2706,26904,603756, 8039,1325,16621,209,3152,28436,18240,503084,6218,1124,13005,164,2404,19433,167795,178678,171540,182718,169124,177030,146372,137917,215208,178538,228069,158671,139573,250084,169486,179475,146372,137917,195764,194284,1,0,179885,177446,0.5034,0.5032,0.7143,1.0000,0,-0.02525
2076,1,689741, 1,0.7103,566123,0.0014177560,0.9772,0.2112,19716,620118, 5295,1093,14782,165,2507,26065,13375,515914,4224, 954,11918,127,1926,17685,183197,178411,185399,182961,187862,171328,160642,135193,218673,194799,232146,174501,135863,273738,185485,177566,160642,135193,214346,195562,1,0,179225,194306,0.4798,0.4794,0.2857,1.0000,0,-0.01672
2076,2,687788, 1,0.7103,554557,0.0014177560,0.9772,0.4969,39738,580531,13360,1206,20822,223,3409,28499,26425,479837,9634, 976,16071,176,2517,18921,162594,170116,168234,171688,166178,166261,142122,127166,206264,170861,218631,151729,128776,242872,165668,169355,142122,127166,188487,184557,1,0,169844,172084,0.4967,0.4961,0.7143,1.0000,0,-0.01672
2077,1,686139, 1,0.7129,563478,0.0038118980,0.9772,0.1961,19532,616814, 5263,1085,14767,165,2500,26013,13266,513416,4201, 945,11904,127,1918,17701,181619,178146,183802,182672,186304,171070,159386,135293,218169,193237,231472,173151,136034,271576,183908,177296,159386,135293,212655,195226,1,0,178979,192726,0.4815,0.4811,0.2857,0.8571,0, 0.05119
2077,2,691390, 1,0.7129,557202,0.0038118980,0.9772,0.4776,39922,583835,13392,1214,20837,223,3416,28551,26534,482335,9657, 985,16085,176,2525,18905,164171,170381,169831,171977,167736,166518,143378,127066,206768,172423,219305,153079,128605,245033,167246,169625,143378,127066,190178,184893,1,0,170089,173664,0.4948,0.4941,0.5714,0.8571,0, 0.05119
2078,1,691325, 1,0.6216,567285,0.0037175261,0.9664,0.1537,19576,621125, 5274,1140,14728,177,2568,26737,13330,516528,4229, 988,11842,135,1976,18257,179972,180892,182551,184948,184927,173483,157767,137741,220942,191240,233946,171389,139016,269294,182483,179774,157767,137741,210641,197969,1,0,181567,191021,0.4873,0.4869,0.5714,1.0000,0,-0.02801
2078,2,686204, 1,0.6216,553395,0.0037175261,0.9664,0.2959,39878,579524,13381,1159,20876,211,3348,27827,26470,479223,9629, 942,16147,168,2467,18349,165819,167635,171081,169701,169113,164106,144996,124618,203995,174420,216831,154841,125623,247316,168671,167147,144996,124618,192192,182150,1,0,167501,175369,0.4885,0.4878,0.4286,1.0000,0,-0.02801
2079,1,686342, 1,0.5954,566059,0.0035171673,0.9772,0.2593,17064,617287, 6586,1231,14609,198,2440,26927,11789,515681,5176,1072,11744,152,1859,18586,172721,184891,176587,189588,176021,181350,155237,142217,224601,183695,238498,163516,143137,261585,175109,185276,155237,142217,202932,202080,1,0,186326,184195,0.5029,0.5025,0.7143,1.0000,0,-0.03227
2079,2,691187, 1,0.5954,554621,0.0035171673,0.9772,0.3332,42390,583362,12069,1068,20995,190,3476,27637,28011,480070,8682, 858,16245,151,2584,18020,173069,163636,177045,165062,178019,156238,147527,120142,200337,181965,212279,162713,121501,255024,176044,161646,147527,120142,199900,178039,1,0,162742,182194,0.4718,0.4711,0.2857,1.0000,0,-0.03227
2080,1,686064, 1,0.5952,566407,0.0039207886,0.9801,0.2467,17204,616842, 6660,1236,14586,190,2439,26907,11910,515865,5224,1077,11729,148,1859,18595,172636,185290,176329,189954,175878,181528,154597,142638,224909,183341,238752,163167,143760,260835,174947,185590,154597,142638,202448,202475,1,0,186690,183827,0.5039,0.5035,0.7143,1.0000,0,-0.03236
2080,2,691465, 1,0.5952,554273,0.0039207886,0.9801,0.3676,42250,583807,11995,1063,21018,198,3477,27657,27890,479886,8634, 853,16260,155,2584,18011,173154,163236,177303,164695,178163,156061,148166,119722,200028,182319,212025,163063,120879,255774,176206,161331,148166,119722,200385,177644,1,0,162378,182563,0.4707,0.4700,0.2857,1.0000,0,-0.03236
2081,1,689772, 1,0.6321,554573,0.0014627641,0.9829,0.3557,42572,582329,11930, 900,22395,177,3387,26082,28076,480228,8603, 718,17366,139,2528,16915,177098,167918,183098,167887,185092,157356,155548,121863,207909,186064,220122,167419,123125,265465,181763,164387,155548,121863,206315,183719,1,0,166597,188541,0.4691,0.4681,0.2857,1.0000,0,-0.02707
2081,2,687757, 1,0.6321,566107,0.0014627641,0.9829,0.2656,16882,618320, 6725,1399,13209,211,2529,28482,11724,515523,5255,1212,10623,164,1915,19691,168692,180608,170534,186762,168948,180232,147216,140496,217029,179597,230655,158811,141514,251144,169391,182534,147216,140496,196517,196400,1,0,182471,177849,0.5064,0.5063,0.7143,1.0000,0,-0.02707
2082,1,691582, 1,0.6308,555712,0.0040906580,0.9755,0.2179,42385,584715,11757, 908,22221,178,3386,26032,27972,481821,8462, 720,17195,139,2510,16893,179011,167329,184654,167628,186643,157196,156712,121468,207336,188211,219449,169422,122925,267268,183436,164051,156712,121468,208300,183236,1,0,166190,190274,0.4662,0.4652,0.2857,1.0000,0,-0.02625
2082,2,685947, 1,0.6308,564968,0.0040906580,0.9755,0.2207,17069,615934, 6898,1391,13383,210,2530,28532,11828,513930,5396,1210,10794,164,1933,19713,166780,181197,168979,187021,167397,180392,146052,140891,217602,177449,231328,156807,141714,249341,167718,182870,146052,140891,194533,196882,1,0,182878,176115,0.5094,0.5093,0.7143,1.0000,0,-0.02625
2083,1,685338, 1,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
2083,2,692191, 1,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
2084,1,691229, 1,0.6310,556055,0.0035781461,0.9750,0.2548,42295,584484,11777, 925,22145,173,3367,26063,27926,482155,8478, 741,17167,135,2492,16961,178481,167573,183921,168064,185864,157623,156222,121713,207377,187617,219577,168698,123213,266356,182755,164420,156222,121713,207557,183389,1,0,166449,189594,0.4675,0.4665,0.2857,1.0000,0,-0.02644
2084,2,686300, 1,0.6310,564625,0.0035781461,0.9750,0.2078,17159,616165, 6878,1374,13459,215,2549,28501,11874,513596,5380,1189,10822,168,1951,19645,167309,180954,169711,186585,168176,179965,146541,140647,217561,178043,231200,157532,141426,250253,168398,182502,146541,140647,195276,196729,1,0,182620,176796,0.5081,0.5080,0.7143,1.0000,0,-0.02644
2085,1,689013, 1,0.5486,569032,0.0003607910,0.9761,0.2148,17201,618883, 6664,1316,14676,190,2462,27621,11928,517801,5220,1139,11789,147,1879,19129,170833,186617,174582,191253,174234,182844,152973,143745,226151,180992,239827,161014,145075,258410,173216,186904,152973,143745,200139,203685,1,0,187931,181863,0.5082,0.5078,0.7143,1.0000,0,-0.03211
2085,2,688516, 1,0.5486,551648,0.0003607910,0.9761,0.3554,42253,581766,11991, 983,20928,198,3454,26943,27872,477950,8638, 791,16200,156,2564,17477,174958,161910,179050,163396,179806,154745,149790,118614,198787,184668,210950,165215,119563,258199,177938,160017,149790,118614,202694,176433,1,0,161138,184526,0.4662,0.4654,0.2857,1.0000,0,-0.03211
2086,1,687126, 1,0.7122,564199,0.0023788973,0.9790,0.2085,19569,617673, 5269,1093,14809,166,2499,26048,13284,514063,4202, 954,11934,128,1917,17717,181646,178714,183944,183178,186486,171530,159517,135789,218986,193256,232278,173171,136627,271725,184025,177807,159517,135789,212717,195965,1,0,179586,192821,0.4822,0.4818,0.2857,0.8571,0, 0.05144
2086,2,690403, 1,0.7122,556481,0.0023788973,0.9790,0.5150,39885,582976,13386,1206,20795,222,3417,28516,26516,481688,9656, 976,16055,175,2526,18889,164144,169813,169689,171471,167554,166058,143246,126570,205951,172404,218500,153059,128012,244884,167129,169114,143246,126570,190115,184154,1,0,169482,173568,0.4940,0.4934,0.5714,0.8571,0, 0.05144
2087,1,691774, 1,0.5786,556052,0.0043694180,0.9755,0.3037,42786,583799,11968, 919,22302,181,3440,26379,28280,481352,8611, 736,17277,146,2557,17093,175891,169859,182140,169736,183806,159445,154286,124251,210205,184487,221582,166219,125994,263316,180612,166347,154286,124251,204674,185927,1,0,168725,187163,0.4741,0.4731,0.2857,1.0000,0,-0.02657
2087,2,685755, 1,0.5786,564628,0.0043694180,0.9755,0.2423,16668,616850, 6687,1380,13302,207,2476,28185,11520,514399,5247,1194,10712,157,1886,19513,169900,178668,171492,184913,170234,178144,148478,138108,214733,181174,229195,160010,138645,253293,170541,180575,148478,138108,198159,194192,1,0,180344,179226,0.5016,0.5014,0.7143,1.0000,0,-0.02657
2088,1,691743, 1,0.7088,568195,0.0043244099,0.9767,0.2090,19615,622061, 5303,1098,14789,168,2509,26200,13331,517877,4238, 954,11921,130,1928,17816,183275,179885,185556,184358,188025,172703,160929,136510,220160,194886,233551,174676,137343,273831,185618,178982,160929,136510,214465,197019,1,0,180644,194455,0.4816,0.4811,0.2857,0.8571,0, 0.05258
2088,2,685786, 1,0.7088,552485,0.0043244099,0.9767,0.4406,39839,578588,13352,1201,20815,220,3407,28364,26469,477874,9620, 976,16068,173,2515,18790,162516,168642,168076,170292,166016,164885,141835,125849,204778,170774,217226,151553,127296,242778,165535,167940,141835,125849,188368,183100,1,0,168424,171935,0.4948,0.4942,0.5714,0.8571,0, 0.05258
2089,1,691414, 1,0.7091,564989,0.0038467430,0.9750,0.1900,19463,621622, 6461,1101,14072,160,2505,26030,13089,515285,4977, 959,11164,120,1917,17478,184906,173588,185479,179692,188105,168634,162185,130493,214066,196944,229156,175201,131920,275796,186162,173971,162185,130493,215980,191714,1,0,175364,195516,0.4728,0.4723,0.2857,1.0000,0,-0.01851
