draw,district,total_pop,chain,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2643,2,729363, 2,590945,0.0023741283,0.9796,0.07129,65262,188147, 7299,1540,251595,74696,3041,137783,44400,168532, 6256,1326,219748,52485,2484, 95714,148613,61843,166291,45157,155106,52561,137542,62629,204895, 94358,53491,157449,57587,146322, 94358,204895,1,1,162489,63312,0.7196,0.7223,1,2,0,-0.1179
2644,1,729628, 2,574064,0.0027383216,0.9756,0.33653,74136,131663,14495, 841,280585,71267,2363,154278,49483,112981,11929, 728,241384,51172,1849,104538,119350,67194,140623,48235,122594,59998,108606,69391,165663,102755,57709,129986,64688,115599,102755,165663,1,1,131367,69514,0.6540,0.6566,1,2,0,-0.1179
2644,2,725643, 2,581841,0.0027383216,0.9756,0.07073,64787,182702, 7382,1480,250973,77787,2920,137612,43624,162643, 6130,1272,216884,54046,2375, 94867,147546,61653,165985,44412,153722,52034,136327,62336,200465, 94109,53024,156762,57177,145023, 94109,200465,1,1,160810,62910,0.7188,0.7216,1,2,0,-0.1179
2645,1,730282, 2,565988,0.0036371233,0.9812,0.38413,75029,121107,16239, 833,285605,79385,2205,149879,49511,101498,13005, 727,242389,55909,1727,101222,108294,62164,129071,43296,111909,54872, 98274,64591,148529, 98792,52725,118680,59723,105090, 98792,148529,1,1,119215,64742,0.6481,0.6518,1,2,0,-0.1179
2645,2,724989, 2,589917,0.0036371233,0.9812,0.07192,63894,193258, 5638,1488,245953,69669,3078,142011,43596,174126, 5054,1273,215879,49309,2497, 98183,158602,66683,177538,49351,164407,57159,146659,67135,217599, 98072,58007,168067,62141,155532, 98072,217599,1,1,172962,67682,0.7187,0.7208,1,2,0,-0.1179
2646,1,724018, 2,570098,0.0049715826,0.9768,0.38351,73330,133056,13951, 802,275908,68983,2390,155598,49042,115146,11459, 700,236727,49738,1886,105400,122782,68653,144658,49289,125541,61194,111707,70594,168279,103015,58967,133718,65888,118623,103015,168279,1,1,134593,70550,0.6561,0.6585,1,2,0,-0.1179
2646,2,731253, 2,585807,0.0049715826,0.9768,0.07196,65593,181309, 7926,1519,255650,80071,2893,136292,44065,160478, 6600,1300,221541,55480,2338, 94005,144114,60193,161951,43358,150775,50837,133226,61133,197849, 93849,51766,153029,55976,141999, 93849,197849,1,1,157584,61875,0.7181,0.7212,1,2,0,-0.1179
2647,1,728274, 2,566298,0.0008774998,0.9788,0.34832,71815,112494,16292, 795,305579,76282,2078,142939,47575, 94609,13059, 691,259134,53534,1615, 96081,110354,62821,130639,44087,113230,55125,100098,64382,151572, 99758,53448,120495,59746,106663, 99758,151572,1,1,121179,65234,0.6501,0.6538,1,2,0,-0.1179
2647,2,726997, 2,589607,0.0008774998,0.9788,0.07096,67108,201871, 5585,1526,225979,72772,3205,148951,45532,181015, 5000,1309,199134,51684,2609,103324,156542,66025,175970,48560,163086,56906,144835,67345,214556, 97106,57284,166252,62118,153959, 97106,214556,1,1,170998,67190,0.7179,0.7199,1,2,0,-0.1179
2648,1,727199, 2,565548,0.0005998883,0.9744,0.29487,72241,121376,15381, 770,293136,74008,2199,148088,47817,102577,12338, 668,248721,52266,1725, 99436,114959,65488,136340,46363,118005,58005,104496,67413,157361,101605,55921,125647,62702,111249,101605,157361,1,1,126233,67775,0.6507,0.6539,1,2,0,-0.1179
2648,2,728072, 2,590357,0.0005998883,0.9744,0.06906,66682,192989, 6496,1551,238422,75046,3084,143802,45290,173047, 5721,1332,209547,52952,2499, 99969,151937,63358,170269,46284,158311,54026,140438,64314,208767, 95259,54811,161100,59163,149373, 95259,208767,1,1,165944,64649,0.7196,0.7220,1,2,0,-0.1179
2649,1,727054, 2,569500,0.0007991639,0.9780,0.39814,73702,134107,14099, 794,276077,69112,2402,156761,48862,114744,11433, 682,236676,49558,1890,105655,123608,68593,145644,49223,126567,61228,112750,70610,168995,102792,58903,134624,65912,119658,102792,168995,1,1,135513,70489,0.6578,0.6602,1,2,0,-0.1179
2649,2,728217, 2,586405,0.0007991639,0.9780,0.07212,65221,180258, 7778,1527,255481,79942,2881,135129,44245,160880, 6626,1318,221592,55660,2334, 93750,143287,60253,160965,43424,149749,50804,132183,61116,197134, 94072,51829,152123,55952,140964, 94072,197134,1,1,156664,61935,0.7167,0.7198,1,2,0,-0.1179
2650,1,726915, 2,570727,0.0009901936,0.9800,0.39489,74078,136503,14419, 818,274916,68197,2444,155540,49327,117256,11753, 713,235732,49052,1910,104984,123311,69160,145188,49708,125724,61537,111888,70900,168882,103776,59429,134248,66212,118805,103776,168882,1,1,134999,71016,0.6553,0.6577,1,2,0,-0.1179
2650,2,728356, 2,585178,0.0009901936,0.9800,0.07216,64845,177862, 7458,1503,256642,80857,2839,136350,43780,158368, 6306,1287,222536,56166,2314, 94421,143585,59687,161421,42940,150592,50494,133045,60826,197246, 93088,51304,152500,55652,141817, 93088,197246,1,1,157178,61408,0.7191,0.7222,1,2,0,-0.1179
2651,1,728111, 2,571678,0.0006534865,0.9740,0.33168,73153,125421,13548, 778,284729,71176,2275,157031,48646,107849,11087, 670,244058,51283,1785,106300,124008,68904,146409,49144,126588,61149,112425,70825,168532,103813,59019,135207,65980,119506,103813,168532,1,1,135592,70768,0.6571,0.6596,1,2,0,-0.1179
2651,2,727160, 2,584227,0.0006534865,0.9740,0.07033,65770,188944, 8329,1543,246829,77878,3008,134859,44461,167775, 6972,1330,214210,53935,2439, 93105,142888,59942,160200,43503,149728,50883,132508,60902,197596, 93051,51713,151540,55884,141116, 93051,197596,1,1,156585,61656,0.7175,0.7204,1,2,0,-0.1179
2652,1,728487, 2,573208,0.0011702288,0.9740,0.31124,72941,132917,14461, 789,282511,69362,2465,153041,48732,113992,11814, 687,242538,49850,1955,103640,124919,67400,146043,48717,127314,60080,113515,69308,170801,101406,58055,135478,64687,120413,101406,170801,1,1,136519,69382,0.6630,0.6654,1,2,0,-0.1179
2652,2,726784, 2,582697,0.0011702288,0.9740,0.06977,65982,181448, 7416,1532,249047,79692,2818,138849,44375,161632, 6245,1313,215730,55368,2269, 95765,141977,61447,160566,43930,149002,51951,131418,62418,195327, 95458,52678,151269,57177,140208, 95458,195327,1,1,155658,63042,0.7117,0.7149,1,2,0,-0.1179
2653,1,730466, 2,567915,0.0038899971,0.9828,0.37711,75406,129982,16027, 820,280797,71059,2275,154100,49750,109432,12811, 713,239152,50721,1778,103558,116203,66732,138088,47353,119377,59164,105792,68563,159395,102053,57037,127143,63857,112584,102053,159395,1,1,127771,68771,0.6501,0.6530,1,2,0,-0.1179
2653,2,724805, 2,587990,0.0038899971,0.9828,0.07147,63517,184383, 5850,1501,250761,77995,3008,137790,43357,166192, 5248,1287,219116,54497,2446, 95847,150693,62114,168520,45294,156939,52867,139141,63163,206733, 94811,53696,159604,58008,148038, 94811,206733,1,1,164406,63653,0.7209,0.7235,1,2,0,-0.1179
2654,1,728934, 2,575727,0.0017845473,0.9700,0.33645,72746,135856,14907, 821,284891,67518,2464,149731,48887,117101,12250, 719,244861,48591,1937,101381,119708,67080,140279,48441,122326,60023,108760,69036,166540,102839,57756,129993,64523,115542,102839,166540,1,1,131523,69483,0.6543,0.6570,1,2,0,-0.1179
2654,2,726337, 2,580178,0.0017845473,0.9700,0.07068,66177,178509, 6970,1500,246667,81536,2819,142159,44220,158523, 5809,1281,213407,56627,2287, 98024,147188,61766,166330,44206,153990,52009,136173,62690,199588, 94025,52977,156755,57342,145080, 94025,199588,1,1,160654,62941,0.7185,0.7213,1,2,0,-0.1179
2655,1,729628, 2,577024,0.0027383216,0.9784,0.32234,72155,137991,14376, 838,283554,68109,2519,150086,48501,119357,11821, 730,244252,48926,1999,101438,125878,67881,146568,49254,128517,60848,114433,70071,173909,103105,58564,136222,65453,121474,103105,173909,1,1,137861,70231,0.6625,0.6650,1,2,0,-0.1179
2655,2,725643, 2,578881,0.0027383216,0.9784,0.07034,66768,176374, 7501,1483,248004,80945,2764,141804,44606,156267, 6238,1270,214016,56292,2225, 97967,141018,60965,160040,43393,147798,51184,130500,61656,192219, 93759,52168,150526,56412,139148, 93759,192219,1,1,154316,62193,0.7127,0.7158,1,2,0,-0.1179
2656,1,725620, 2,563174,0.0027699308,0.9836,0.36372,74195,120527,16126, 809,289556,73987,2179,148241,48961,101063,12904, 703,245810,52090,1708, 99935,109419,62409,130387,43446,112624,54993, 99399,64354,149591, 98300,52923,119901,59664,106011, 98300,149591,1,1,120284,64700,0.6502,0.6538,1,2,0,-0.1179
2656,2,729651, 2,592731,0.0027699308,0.9836,0.07150,64728,193838, 5751,1512,242002,75067,3104,143649,44146,174561, 5155,1297,212458,53128,2516, 99470,157477,66437,176221,49201,163692,57039,145534,67373,216537, 98564,57809,166846,62200,154611, 98564,216537,1,1,171893,67724,0.7174,0.7195,1,2,0,-0.1179
2657,1,728107, 2,572463,0.0006479893,0.9732,0.35269,73246,131803,13660, 783,278836,70042,2391,157346,48804,113784,11175, 674,239457,50248,1899,106422,124666,68864,146725,49485,127362,61434,113452,70818,170116,103132,59170,135694,66120,120406,103132,170116,1,1,136464,70747,0.6586,0.6610,1,2,0,-0.1179
2657,2,727164, 2,583442,0.0006479893,0.9732,0.07099,65677,182562, 8217,1538,252722,79012,2892,134544,44303,161840, 6884,1326,218811,54970,2325, 92983,142230,59982,159884,43162,148954,50598,131481,60908,196012, 93732,51563,151053,55745,140216, 93732,196012,1,1,155713,61677,0.7163,0.7194,1,2,0,-0.1179
2658,1,726380, 2,571900,0.0017254518,0.9764,0.36024,73028,138519,14015, 835,275602,67939,2515,153927,48693,119524,11463, 724,236985,48752,1991,103768,124653,68736,146162,49617,127169,61293,113140,70638,171177,103130,59173,135406,65959,120153,103130,171177,1,1,136460,70683,0.6588,0.6611,1,2,0,-0.1179
2658,2,728891, 2,584005,0.0017254518,0.9764,0.07138,65895,175846, 7862,1486,255956,81115,2768,137963,44414,156100, 6596,1276,221283,56466,2233, 95637,142243,60110,160447,43030,149147,50738,131793,61089,194952, 93734,51560,151341,55905,140469, 93734,194952,1,1,155717,61741,0.7161,0.7192,1,2,0,-0.1179
2659,1,725436, 2,564577,0.0030228047,0.9760,0.35852,73235,123364,14589, 775,283445,74823,2217,152988,48481,104890,11774, 666,241139,52937,1738,102952,115886,66216,137627,46932,118706,58646,104993,68212,157893,101456,56569,126755,63423,111848,101456,157893,1,1,127021,68292,0.6503,0.6533,1,2,0,-0.1179
2659,2,729835, 2,591328,0.0030228047,0.9760,0.07112,65688,191001, 7288,1546,248113,74231,3066,138902,44626,170734, 6285,1334,217129,52281,2486, 96453,151009,62631,168981,45715,157610,53385,139940,63515,208236, 95408,54163,159992,58442,148774, 95408,208236,1,1,165156,64132,0.7203,0.7229,1,2,0,-0.1179
2660,1,725584, 2,570617,0.0028194061,0.9756,0.38776,73492,132745,13805, 805,275935,70183,2385,156234,49099,114798,11296, 696,236777,50334,1895,105722,122421,68677,144261,49308,125082,61112,111201,70502,167743,103169,58988,133340,65801,118140,103169,167743,1,1,134142,70554,0.6553,0.6578,1,2,0,-0.1179
2660,2,729687, 2,585288,0.0028194061,0.9756,0.07201,65431,181620, 8072,1516,255623,78871,2898,135656,44008,160826, 6763,1304,221491,54884,2329, 93683,144475,60169,162348,43339,151234,50919,133732,61225,198386, 93695,51744,153408,56063,142482, 93695,198386,1,1,158035,61870,0.7187,0.7217,1,2,0,-0.1179
2661,1,726135, 2,563990,0.0020621589,0.9736,0.27262,73347,125217,14894, 774,283191,74602,2236,151874,48380,105946,11997, 665,240553,52763,1743,101943,114970,65394,136361,46349,117617,57932,103820,67593,156338,100901,55867,125663,62755,110717,100901,156338,1,1,125821,67633,0.6504,0.6534,1,2,0,-0.1179
2661,2,729136, 2,591915,0.0020621589,0.9736,0.06814,65576,189148, 6983,1547,248367,74452,3047,140016,44727,169678, 6062,1335,217715,52455,2481, 97462,151926,63452,170248,46298,158699,54099,141113,64134,209790, 95963,54866,161084,59109,149905, 95963,209790,1,1,166356,64791,0.7197,0.7222,1,2,0,-0.1179
2662,1,729912, 2,590918,0.0031286269,0.9760,0.14460,61562,135439,12584, 817,310145,68126,2358,138881,42608,118413,10517, 722,270695,48591,1871, 97501,137292,66218,156957,48125,137790,59011,124598,66922,186763, 97509,57168,147123,62960,131194, 97509,186763,1,0,148682,67556,0.6876,0.6895,1,2,0,-0.1179
2662,2,725359, 2,564987,0.0031286269,0.9760,0.06577,77361,178926, 9293,1504,221413,80928,2925,153009,50499,157211, 7542,1278,187573,56627,2353,101904,129604,62628,149652,44522,138526,53021,120335,64805,179365, 99355,53564,139624,58904,129428, 99355,179365,1,0,143495,64868,0.6887,0.6923,1,2,0,-0.1179
2663,1,729827, 2,567666,0.0030118102,0.9752,0.31139,74280,120349,15622, 822,292018,75494,2189,149053,49171,101459,12605, 719,248485,53067,1711,100449,111469,63331,132699,44155,114678,55775,101363,65153,152353, 99154,53738,122084,60456,108020, 99154,152353,1,1,122513,65513,0.6516,0.6551,1,2,0,-0.1179
2663,2,725444, 2,588239,0.0030118102,0.9752,0.06994,64643,194016, 6255,1499,239540,73560,3094,142837,43936,174165, 5454,1281,209783,52151,2513, 98956,155427,65516,173909,48492,161638,56257,143571,66574,213775, 97710,56994,164664,61409,152602, 97710,213775,1,1,169664,66911,0.7172,0.7194,1,2,0,-0.1179
2664,1,730202, 2,572235,0.0035271781,0.9820,0.39391,73984,134156,14217, 796,277334,69621,2392,157702,49077,114776,11559, 687,237794,50029,1889,106424,126417,69489,148721,49919,129398,62037,115323,71551,172886,103997,59699,137568,66787,122359,103997,172886,1,1,138549,71398,0.6599,0.6623,1,2,0,-0.1179
2664,2,725069, 2,583670,0.0035271781,0.9820,0.07203,64939,180209, 7660,1525,254224,79433,2891,134188,44030,160848, 6500,1313,220474,55189,2335, 92981,140479,59358,157887,42728,146918,49994,129610,60175,193242, 92867,51034,149179,55077,138263, 92867,193242,1,1,153628,61026,0.7157,0.7189,1,2,0,-0.1179
2665,1,728526, 2,575544,0.0012238270,0.9752,0.31017,72735,123582,14133, 807,291140,70422,2308,153399,48868,107636,11625, 700,250264,50568,1832,104051,125208,68056,146738,48708,127217,60041,113453,69346,170316,102148,58378,135972,64688,120334,102148,170316,1,1,136586,69660,0.6622,0.6648,1,2,0,-0.1179
2665,2,726745, 2,580361,0.0012238270,0.9752,0.06991,66188,190783, 7744,1514,240418,78632,2975,138491,44239,167988, 6434,1300,208004,54650,2392, 95354,141688,60791,159871,43939,149099,51990,131480,62381,195812, 94716,52354,150775,57177,140288, 94716,195812,1,1,155591,62764,0.7126,0.7156,1,2,0,-0.1179
2666,1,730969, 2,567321,0.0045812773,0.9848,0.40151,75506,130700,16090, 822,276622,74315,2287,154627,49826,109997,12852, 713,235766,52612,1787,103768,116531,66950,138493,47514,119752,59359,106174,68749,159985,102249,57226,127510,64047,112961,102249,159985,1,1,128187,68963,0.6502,0.6531,1,2,0,-0.1179
2666,2,724302, 2,588584,0.0045812773,0.9848,0.07217,63417,183665, 5787,1499,254936,74739,2996,137263,43281,165627, 5207,1287,222502,52606,2437, 95637,150365,61896,168115,45133,156564,52672,138759,62978,206143, 94615,53507,159237,57818,147661, 94615,206143,1,1,163990,63461,0.7210,0.7237,1,2,0,-0.1179
2667,1,730676, 2,567507,0.0041786032,0.9824,0.31494,74475,121486,16143, 813,292270,74199,2199,149091,49165,101942,12921, 707,248282,52260,1728,100502,110501,62941,131639,43819,113696,55439,100457,64802,150977, 98875,53376,121068,60112,107076, 98875,150977,1,1,121454,65174,0.6508,0.6543,1,2,0,-0.1179
2667,2,724595, 2,588398,0.0041786032,0.9824,0.07000,64448,192879, 5734,1508,239288,74855,3084,142799,43942,173682, 5138,1293,209986,52958,2496, 98903,156395,65906,174970,48828,162620,56592,144476,66925,215151, 97989,57357,165679,61753,153546, 97989,215151,1,1,170723,67250,0.7174,0.7195,1,2,0,-0.1179
2668,1,725360, 2,581302,0.0031272526,0.9784,0.21826,62476,136289,12297, 858,295405,74899,2408,140728,42629,118492,10159, 756,256368,53278,1907, 97713,127978,63068,146369,46223,127941,55823,114030,64608,174065, 93849,54643,137171,60209,120985, 93849,174065,1,0,138077,64714,0.6809,0.6828,1,2,0,-0.1179
2668,2,729911, 2,574603,0.0031272526,0.9784,0.06759,76447,178076, 9580,1463,236153,74155,2875,151162,50478,157132, 7900,1244,201900,51940,2317,101692,138918,65779,160240,46424,148375,56209,130903,67119,192063,103015,56089,149576,61655,139637,103015,192063,1,0,154100,67710,0.6947,0.6982,1,2,0,-0.1179
2669,1,730186, 2,576454,0.0035051891,0.9776,0.36179,73281,134495,13772, 828,280262,69674,2459,155415,49117,116951,11351, 715,241155,50053,1947,105165,126345,69501,148075,50083,128497,61812,114159,71427,172722,104484,59789,137209,66613,121327,104484,172722,1,1,137960,71462,0.6588,0.6612,1,2,0,-0.1179
2669,2,725085, 2,579451,0.0035051891,0.9776,0.07150,65642,179870, 8105,1493,251296,79380,2824,136475,43990,158673, 6708,1285,217113,55165,2277, 94240,140551,59345,158533,42564,147819,50220,130774,60299,193407, 92380,50944,149538,55251,139295, 92380,193407,1,1,154217,60962,0.7167,0.7198,1,2,0,-0.1179
2670,1,729029, 2,589361,0.0019151072,0.9716,0.16539,62745,138756,13490, 846,302314,70913,2426,137539,43565,120729,11057, 751,264589,50458,1942, 96270,135005,64442,153898,47100,133897,56233,120894,64055,180881, 92455,55768,144450,60138,127395, 92455,180881,1,0,144916,64857,0.6908,0.6924,1,2,0,-0.1179
2670,2,726242, 2,566544,0.0019151072,0.9716,0.06432,76178,175609, 8387,1475,229244,78141,2857,154351,49542,154895, 7002,1249,193679,54760,2282,103135,131891,64405,152711,45547,142418,55798,124039,67671,185247,104409,54965,142297,61726,133227,104409,185247,1,0,147261,67568,0.6855,0.6894,1,2,0,-0.1179
2671,1,731118, 2,581972,0.0047860502,0.9685,0.20188,68934,142177,14537, 899,284958,74555,2611,142447,46947,123406,11945, 780,246529,52988,2070, 97307,124784,63883,142983,47029,125171,56723,110774,65982,170977, 97003,55453,133881,61346,117971, 97003,170977,1,1,134939,66124,0.6711,0.6734,1,2,0,-0.1179
2671,2,724153, 2,573933,0.0047860502,0.9685,0.06634,69989,172188, 7340,1422,246600,74499,2672,149443,46160,152218, 6114,1220,211739,52230,2154,102098,142112,64964,163626,45619,151145,55309,134160,65745,195151, 99861,55280,152866,60518,142651, 99861,195151,1,1,157238,66300,0.7034,0.7066,1,2,0,-0.1179
2672,1,731065, 2,567391,0.0047132115,0.9848,0.37593,75530,130744,16095, 822,276630,74315,2287,154642,49837,110029,12857, 713,235774,52612,1787,103782,116545,66959,138507,47522,119774,59371,106193,68762,160022,102279,57234,127523,64059,112982,102279,160022,1,1,128208,68977,0.6502,0.6531,1,2,0,-0.1179
2672,2,724206, 2,588514,0.0047132115,0.9848,0.07145,63393,183621, 5782,1499,254928,74739,2996,137248,43270,165595, 5202,1287,222494,52606,2437, 95623,150351,61887,168102,45125,156542,52661,138740,62965,206106, 94585,53498,159224,57806,147640, 94585,206106,1,1,163969,63447,0.7210,0.7237,1,2,0,-0.1179
2673,1,731262, 2,567686,0.0049839514,0.9848,0.43337,75433,130572,16140, 825,276964,74424,2283,154621,49772,109924,12915, 718,235959,52582,1783,104033,116622,66898,138519,47456,119795,59312,106216,68688,159975,102414,57171,127568,63992,113004,102414,159975,1,1,128225,68952,0.6503,0.6532,1,2,0,-0.1179
2673,2,724009, 2,588219,0.0049839514,0.9848,0.07286,63490,183793, 5737,1496,254594,74630,3000,137269,43335,165700, 5144,1282,222309,52636,2441, 95372,150274,61949,168090,45191,156521,52720,138717,63039,206153, 94450,53561,159179,57872,147618, 94450,206153,1,1,163952,63472,0.7209,0.7235,1,2,0,-0.1179
2674,1,725233, 2,563671,0.0033017905,0.9856,0.44239,75385,130941,16160, 821,273672,71356,2279,154619,49726,110225,12922, 712,233357,50862,1782,104085,116547,66985,138501,47524,119812,59395,106241,68775,160033,102376,57249,127522,64077,113025,102376,160033,1,1,128227,69010,0.6501,0.6530,1,2,0,-0.1179
2674,2,730038, 2,592234,0.0033017905,0.9856,0.07301,63538,183424, 5717,1500,257886,77698,3004,137271,43381,165399, 5137,1288,224911,54356,2442, 95320,150349,61861,168108,45123,156504,52636,138692,62952,206095, 94488,53484,159226,57787,147597, 94488,206095,1,1,163951,63414,0.7211,0.7237,1,2,0,-0.1179
2675,1,728130, 2,574418,0.0006795985,0.9768,0.37322,73307,135631,13821, 825,277639,68571,2489,155847,49141,117749,11398, 716,238595,49421,1978,105420,126336,69822,148384,50265,128744,62042,114512,71616,172660,104384,60040,137359,66823,121626,104384,172660,1,1,138127,71626,0.6585,0.6609,1,2,0,-0.1179
2675,2,727141, 2,581487,0.0006795985,0.9768,0.07176,65616,178734, 8056,1496,253919,80483,2794,136043,43966,157875, 6661,1284,219673,55797,2246, 93985,140560,59024,158225,42382,147572,49989,130421,60111,193468, 92480,50692,149388,55041,138995, 92480,193468,1,1,154050,60798,0.7170,0.7202,1,2,0,-0.1179
2676,1,729763, 2,566542,0.0029238540,0.9812,0.27883,71594,109711,15466, 776,303785,76378,1992,150061,46956, 92575,12319, 669,257762,53866,1539,100856,114238,64756,135819,45205,116917,56701,103538,66206,155003,100989,54975,125027,61446,110226,100989,155003,1,1,125103,66770,0.6520,0.6555,1,2,0,-0.1179
