draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1121,2,539976, 1,0.9506,414376,0.0039410639,0.9831,0.4476,22829,429343,3133,50997,3599,450,1915,27710,14305,342641,2345,33087,2967,342,1396,17293,144180, 75304,119730,116673,171937,64702,139537, 93698,118727,111157,173424, 98942,167352,113126,164808,103145,174265,102018,176799, 97810,143845, 87596,118727,111157,171330,103008,1,0, 97657,155076,0.3864,0.3872,0.0,0.2,0,0.2535
1122,1,543757, 1,0.6451,426991,0.0030335032,0.9807,0.1987,21030,451217,2659,31954,4269,455,2436,29737,14292,364085,1987,21619,3508,367,1857,19276,137666, 92861,114359,132945,165989,81569,137154,105249,117161,131411,170313,127771,165081,141417,163104,130449,172760,128798,175416,124718,138793,103156,117161,131411,169335,130631,1,1,119719,151900,0.4408,0.4410,0.2,0.4,0,0.1586
1122,2,540468, 1,0.6451,423132,0.0030335032,0.9807,0.2744,24169,450101,2418,32638,3808,384,1938,25012,15616,363468,1794,21098,3158,275,1469,16254,141571, 84844,121753,122985,166775,77398,140316, 99610,118800,122461,173286,117012,168088,131042,165440,120409,175558,118223,177520,114897,142603, 96211,118800,122461,171978,120316,1,1,110887,154910,0.4172,0.4175,0.2,0.4,0,0.1586
1123,1,543149, 1,0.7800,430916,0.0019119648,0.9831,0.1936,20043,462209,1848,24877,3785,381,2330,27676,13651,375080,1335,17257,3085,299,1812,18397,141320, 97307,117865,138275,169038,87158,139990,110790,120781,137159,175556,133512,169527,148055,167236,137398,178098,134791,180503,130834,142054,108383,120781,137159,174184,136918,0,0,125528,155991,0.4459,0.4462,0.2,0.3,0,0.2065
1123,2,541076, 1,0.7800,419207,0.0019119648,0.9831,0.2772,25156,439109,3229,39715,4292,458,2044,27073,16257,352473,2446,25460,3581,343,1514,17133,137917, 80399,118246,117655,163726,71809,137480, 94069,115180,116713,168043,111271,163642,124404,161307,113460,170221,112230,172432,108781,139342, 90984,115180,116713,167129,114030,0,0,105079,150819,0.4106,0.4109,0.1,0.3,0,0.2065
1124,1,544061, 1,0.7642,429370,0.0035942724,0.9864,0.2083,20116,454396,1850,33311,3825,383,2296,27884,13667,368268,1352,22519,3120,301,1782,18361,137332, 98593,114309,139328,165109,88467,135904,112441,116433,139079,170084,134876,163932,149578,161748,138759,172618,136303,175020,132258,138165,109707,116433,139079,168681,138355,1,0,126968,151249,0.4564,0.4566,0.2,0.2,0,0.2549
1124,2,540164, 1,0.7642,420753,0.0035942724,0.9864,0.3925,25083,446922,3227,31281,4252,456,2078,26865,16241,359285,2429,20198,3546,341,1544,17169,141905, 79113,121803,116603,167655,70501,141566, 92418,119528,114793,173515,109907,169237,122881,166796,112099,175700,110718,177916,107357,143231, 89660,119528,114793,172632,112592,1,0,103639,155562,0.3998,0.4001,0.0,0.2,0,0.2549
1125,1,543627, 1,0.8181,430649,0.0027937006,0.9897,0.2880,20627,462180,1845,24483,3845,398,2362,27887,14068,374507,1340,16923,3137,314,1852,18508,139660, 98168,116875,138646,167243,88332,138810,111183,119778,138163,174870,135570,169047,150044,166676,139426,177500,136753,180149,132634,140648,109082,119778,138163,173648,138886,1,0,126892,155061,0.4500,0.4503,0.2,0.2,0,0.2540
1125,2,540598, 1,0.8181,419474,0.0027937006,0.9897,0.5597,24572,439138,3232,40109,4232,441,2012,26862,15840,353046,2441,25794,3529,328,1474,17022,139577, 79538,119237,117284,165520,70636,138660, 93675,116183,115709,168729,109213,164122,122415,161868,111432,170819,110269,172786,106981,140748, 90285,116183,115709,167665,112062,1,0,103715,151750,0.4060,0.4063,0.0,0.2,0,0.2540
1126,1,540356, 1,0.9841,430356,0.0032401024,0.9840,0.1624,22197,459007,1924,22840,4469,409,2420,27090,15446,373715,1414,15740,3686,313,1883,18159,131031,101150,112874,137080,156291,93165,133600,109977,113324,140346,165046,143097,160625,156595,158680,144971,168629,142497,170676,139343,133450,110343,113324,140346,164731,145301,1,0,130822,147077,0.4708,0.4705,0.2,0.2,0,0.2560
1126,2,543869, 1,0.9841,419767,0.0032401024,0.9840,0.4780,23002,442311,3153,41752,3608,430,1954,27659,14462,353838,2367,26977,2980,329,1443,17371,148206, 76556,123238,118850,176472,65802,143870, 94881,122637,113526,178553,101686,172544,115864,169864,105887,179690,104524,182259,100272,147946, 89024,122637,113526,176582,105647,1,0, 99784,159733,0.3845,0.3853,0.0,0.2,0,0.2560
1127,1,543988, 1,0.6400,427116,0.0034596140,0.9834,0.2518,21065,451281,2674,31985,4350,460,2407,29766,14311,364107,1999,21635,3575,372,1829,19288,136334, 94566,113451,134558,165485,82636,136124,106948,115929,133275,168410,129924,163218,143586,161279,132605,170945,130931,173661,126758,137849,104677,115929,133275,167503,132761,1,0,121579,150483,0.4469,0.4470,0.2,0.3,0,0.2082
1127,2,540237, 1,0.6400,423007,0.0034596140,0.9834,0.2610,24134,450037,2403,32607,3727,379,1967,24983,15597,363446,1782,21082,3091,270,1497,16242,142904, 83140,122661,121372,167279,76331,141346, 97910,120032,120597,175189,114859,169951,128873,167265,118253,177374,116090,179274,112857,143547, 94690,120032,120597,173810,118186,1,0,109028,156327,0.4109,0.4112,0.1,0.3,0,0.2082
1128,1,539534, 1,0.5675,420401,0.0047563928,0.9848,0.3249,20017,436230,2655,45091,4043,417,2161,28920,13528,351183,1958,29865,3319,332,1611,18605,142027, 85088,120248,121889,165740,76590,139632, 98097,118628,121523,170823,115369,165450,128405,163536,117689,172972,116093,174099,113291,141912, 95416,118628,121523,169376,118169,0,0,109403,153315,0.4164,0.4167,0.2,0.4,0,0.1586
1128,2,544691, 1,0.5675,429722,0.0047563928,0.9848,0.2202,25182,465088,2422,19501,4034,422,2213,25829,16380,376370,1823,12852,3347,310,1715,16925,137210, 92618,115863,134041,167024,82378,137838,106762,117333,132350,172775,129414,167719,144054,165008,133169,175346,130928,178836,126324,139483,103951,117333,132350,171937,132778,0,0,121203,153495,0.4412,0.4415,0.2,0.4,0,0.1586
1129,1,543697, 1,0.7938,430803,0.0029228251,0.9899,0.2741,20427,462244,1863,24879,3831,388,2346,27719,13907,374657,1353,17263,3129,305,1826,18363,140131, 97688,117040,138330,167762,87662,138992,110948,119848,137580,174797,134325,168869,148787,166557,138160,177314,135593,179916,131467,140982,108657,119848,137580,173491,137667,2,0,126054,155123,0.4483,0.4486,0.2,0.3,0,0.2067
1129,2,540528, 1,0.7938,419320,0.0029228251,0.9899,0.5673,24772,439074,3214,39713,4246,451,2028,27030,16001,352896,2428,25454,3537,337,1500,17167,139106, 80017,119072,117600,165001,71305,138478, 93911,116113,116293,168802,110458,164300,123672,161987,112698,171004,111428,173019,108148,140414, 90710,116113,116293,167823,113281,2,0,104552,151688,0.4080,0.4083,0.1,0.3,0,0.2067
1130,1,540284, 1,0.7494,427948,0.0033729161,0.9818,0.2488,19761,459558,1882,25026,3755,379,2325,27598,13399,372301,1360,17406,3077,295,1800,18310,139727, 96591,116435,137320,167408,86407,138359,110148,119287,135993,173637,132078,167700,146408,165484,135878,176110,133317,178439,129452,140483,107616,119287,135993,172274,135427,1,0,124359,154258,0.4463,0.4467,0.2,0.3,0,0.2070
1130,2,543941, 1,0.7494,422175,0.0033729161,0.9818,0.2105,25438,441760,3195,39566,4322,460,2049,27151,16509,355252,2421,25311,3589,347,1526,17220,139511, 81115,119677,118611,165356,72561,139111, 94710,116674,117879,169962,112705,165469,126051,163059,114980,172209,113705,174497,110163,140913, 91751,116674,117879,169040,115521,1,0,106247,152552,0.4105,0.4107,0.1,0.3,0,0.2070
1131,1,542648, 1,0.7254,427733,0.0009878023,0.9818,0.1715,20736,448188,2606,35679,4050,437,2404,28548,14179,363395,1952,24091,3321,345,1847,18603,140811, 89680,118133,128359,166005,80733,140955,100912,119725,127664,172432,123323,167102,136707,165558,125264,175030,123907,176810,120615,141476, 99921,119725,127664,171386,125963,2,0,115716,154256,0.4286,0.4288,0.2,0.4,0,0.1586
1131,2,541577, 1,0.7254,422390,0.0009878023,0.9818,0.2669,24463,453130,2471,28913,4027,402,1970,26201,15729,364158,1829,18626,3345,297,1479,16927,138427, 88026,117979,127571,166759,78235,136515,103947,116236,126208,171167,121460,166067,135752,162985,125593,173289,123115,176125,119000,139920, 99446,116236,126208,169927,124984,2,0,114890,152554,0.4296,0.4299,0.2,0.4,0,0.1586
1132,1,541671, 1,0.7911,428850,0.0008144066,0.9856,0.1962,20363,455642,1864,29630,3830,394,2290,27658,13905,369943,1363,20148,3139,310,1781,18261,137345, 98481,114536,138863,164815,88494,136254,111778,116593,138468,170002,135107,164070,149650,161878,138824,172713,136343,175100,132332,138238,109404,116593,138468,168753,138452,2,0,126834,151330,0.4560,0.4562,0.2,0.2,0,0.2550
1132,2,542554, 1,0.7911,421273,0.0008144066,0.9856,0.4255,24836,445676,3213,34962,4247,445,2084,27091,16003,357610,2418,22569,3527,332,1545,17269,141892, 79224,121576,117067,167948,70474,141216, 93081,119368,115405,173597,109676,169099,122809,166666,112033,175605,110679,177835,107283,143157, 89963,119368,115405,172560,112496,2,0,103773,155480,0.4003,0.4006,0.0,0.2,0,0.2550
1133,1,541477, 1,0.6835,427708,0.0011722659,0.9818,0.2367,20915,454060,2681,27404,4274,453,2437,29253,14229,367590,2018,19025,3511,362,1860,19113,136999, 94353,113967,134220,165369,83051,136592,106650,116930,132646,169777,129746,164453,143385,162504,132537,172174,130794,174971,126612,138232,104568,116930,132646,168775,132615,1,0,121399,151373,0.4451,0.4453,0.2,0.3,0,0.2081
1133,2,542748, 1,0.6835,422415,0.0011722659,0.9818,0.3009,24284,447258,2396,37188,3803,386,1937,25496,15679,359963,1763,23692,3155,280,1466,16417,142238, 83352,122145,121710,167395,75916,140878, 98209,119031,121227,173822,115037,168717,129074,166040,118321,176145,116227,177965,113003,143164, 94799,119031,121227,172538,118332,1,0,109207,155437,0.4127,0.4130,0.1,0.3,0,0.2081
1134,1,539820, 1,0.6676,422796,0.0042288270,0.9815,0.1673,20409,438699,2620,42284,4112,422,2362,28912,13861,354555,1960,28205,3381,333,1806,18695,140403, 87339,118558,124505,164669,78717,139537, 99019,118966,124199,171229,119320,165982,132439,164293,121327,173811,119836,175123,116848,140793, 97395,118966,124199,170088,121954,1,0,112355,153257,0.4230,0.4233,0.2,0.4,0,0.1586
1134,2,544405, 1,0.6676,427327,0.0042288270,0.9815,0.2097,24790,462619,2457,22308,3965,417,2012,25837,16047,372998,1821,14512,3285,309,1520,16835,138834, 90367,117554,131425,168094,80250,137933,105840,116995,129674,172370,125463,167187,140020,164251,129530,174507,127186,177812,122767,140603,101972,116995,129674,171226,128993,1,0,118252,153553,0.4351,0.4353,0.2,0.4,0,0.1586
1135,1,543247, 1,0.7640,429243,0.0020927391,0.9891,0.2279,20137,457105,1857,29732,3815,383,2282,27936,13680,370396,1355,20236,3118,301,1762,18395,138136, 97854,114849,138787,165903,87710,136656,111683,117324,138026,171461,133974,165377,148620,163116,137900,174010,135371,176466,131292,138887,109008,117324,138026,170086,137432,0,0,126121,152330,0.4529,0.4532,0.2,0.2,0,0.2549
1135,2,540978, 1,0.7640,420880,0.0020927391,0.9891,0.4224,25062,444213,3220,34860,4262,456,2092,26813,16228,357157,2426,22481,3548,341,1564,17135,141101, 79852,121263,117144,166861,71257,140814, 93176,118638,115847,172138,110809,167792,123839,165428,112957,174308,111651,176469,108323,142509, 90359,118638,115847,171227,113516,0,0,104485,154481,0.4035,0.4037,0.0,0.2,0,0.2549
1136,1,541462, 1,0.6533,425321,0.0011999354,0.9845,0.2401,20934,449241,2657,31919,4329,460,2399,29523,14243,362634,1986,21583,3561,372,1824,19118,135865, 94042,113179,133612,164675,82271,135691,106205,115565,132373,167640,129134,162451,142708,160570,131705,170149,130113,172813,126013,137353,104032,115565,132373,166725,131935,1,0,120818,149859,0.4464,0.4465,0.2,0.3,0,0.2084
1136,2,542763, 1,0.6533,424802,0.0011999354,0.9845,0.3185,24265,452077,2420,32673,3748,379,1975,25226,15665,364919,1795,21134,3105,270,1502,16412,143372, 83664,122933,122318,168089,76697,141779, 98654,120396,121500,175959,115649,170718,129751,167974,119153,178169,116908,180122,113602,144043, 95335,120396,121500,174588,119012,1,0,109789,156951,0.4116,0.4120,0.1,0.3,0,0.2084
1137,1,544554, 1,0.8062,429370,0.0045036777,0.9842,0.2748,20937,462194,1880,24634,3892,398,2404,28215,14155,372830,1361,17053,3187,307,1860,18617,139425, 96527,117315,136419,167067,86666,138828,109291,119892,136158,175146,134067,169649,148375,167293,137664,177933,135011,180586,131019,140660,107226,119892,136158,174121,137228,1,0,125120,155313,0.4462,0.4464,0.2,0.4,0,0.1586
1137,2,539671, 1,0.8062,420753,0.0045036777,0.9842,0.3080,24262,439124,3197,39958,4185,441,1970,26534,15753,354723,2420,25664,3479,335,1466,16913,139812, 81179,118797,119511,165697,72301,138642, 95568,116069,117714,168453,110716,163520,124084,161251,113193,170386,112011,172349,108596,140736, 92141,116069,117714,167192,113720,1,0,105487,151497,0.4105,0.4108,0.2,0.4,0,0.1586
1138,1,541692, 1,0.9702,433958,0.0007756693,0.9883,0.1879,22323,469186,1990,13945,4484,395,2441,26928,15567,382859,1484, 9975,3700,303,1913,18157,133434,101299,114922,137818,158550,93671,136136,110086,115704,141309,168180,144448,163778,157964,161725,146346,171965,143640,174043,140456,135762,110718,115704,141309,167938,146571,1,0,131703,149843,0.4678,0.4675,0.2,0.2,0,0.2547
1138,2,542533, 1,0.9702,416165,0.0007756693,0.9883,0.4778,22876,432132,3087,50647,3593,444,1933,27821,14341,344694,2297,32742,2966,339,1413,17373,145803, 76407,121190,118112,174213,65296,141334, 94772,120257,112564,175418,100335,169391,114495,166819,104512,176354,103381,178892, 99159,145634, 88648,120257,112564,173375,104377,1,0, 98903,156967,0.3865,0.3873,0.0,0.2,0,0.2547
1139,1,542348, 1,0.7989,435336,0.0004344117,0.9883,0.2166,22528,468726,2052,14545,4451,366,2423,27257,15684,383449,1548,10394,3679,297,1916,18369,132153,106792,112188,147009,161390,96881,133496,118569,113894,148772,166739,149963,161667,164560,159411,153303,169453,150769,172886,146135,134808,117313,113894,148772,166031,152946,1,0,138275,148328,0.4825,0.4823,0.3,0.3,0,0.1984
1139,2,541877, 1,0.7989,414787,0.0004344117,0.9883,0.4339,22671,432592,3025,50047,3626,473,1951,27492,14224,344104,2233,32323,2987,345,1410,17161,147084, 70913,123924,108921,171374,62087,143974, 86290,122067,105101,176859, 94820,171502,107899,169133, 97555,178866, 96252,180049, 93480,146588, 82054,122067,105101,175282, 98001,1,0, 92331,158483,0.3681,0.3689,0.0,0.3,0,0.1984
1140,1,543517, 1,0.7637,428899,0.0025907907,0.9872,0.2166,20095,453898,1850,33309,3823,383,2293,27866,13651,367834,1352,22518,3120,301,1779,18344,137070, 98484,114114,139139,164835,88362,135648,112323,116233,138920,169780,134731,163636,149414,161471,138595,172321,136150,174716,132112,137918,109576,116233,138920,168385,138201,0,0,126823,150982,0.4565,0.4567,0.2,0.2,0,0.2550
1140,2,540708, 1,0.7637,421224,0.0025907907,0.9872,0.4193,25104,447420,3227,31283,4254,456,2081,26883,16257,359719,2429,20199,3546,341,1547,17186,142168, 79221,121998,116792,167929,70606,141822, 92536,119728,114953,173819,110052,169533,123045,167072,112263,175998,110871,178219,107502,143478, 89790,119728,114953,172928,112747,0,0,103784,155828,0.3998,0.4000,0.0,0.2,0,0.2550
1141,1,541101, 1,0.8330,429280,0.0018658489,0.9913,0.2668,21445,468752,1869,14592,3895,378,2422,27748,14558,379122,1353,10481,3170,299,1883,18414,140469, 95984,118203,136140,168108,86262,140101,108532,121046,136089,177042,134251,171498,148586,168932,138007,179800,135181,182572,131061,141721,106730,121046,136089,175969,137417,1,0,125009,156777,0.4436,0.4438,0.2,0.4,0,0.1586
1141,2,543124, 1,0.8330,420843,0.0018658489,0.9913,0.5161,23754,432566,3208,50000,4182,461,1952,27001,15350,348431,2428,32236,3496,343,1443,17116,138768, 81722,117909,119790,164656,72706,137369, 96327,114915,117783,166557,110532,161671,123873,159612,112851,168518,111840,170363,108554,139675, 92637,114915,117783,165344,113530,1,0,105597,150033,0.4131,0.4134,0.2,0.4,0,0.1586
1142,1,540244, 1,0.6846,424777,0.0034467016,0.9848,0.3020,20330,445868,2589,35771,4063,425,2408,28790,13798,360582,1949,24195,3339,335,1847,18732,139449, 89305,116522,128335,165179,79941,139154,101118,118466,127446,171354,122718,165975,136136,164313,124958,173835,123467,175721,120072,140077, 99674,118466,127446,170239,125471,1,0,115350,152997,0.4299,0.4301,0.2,0.4,0,0.1586
1142,2,543981, 1,0.6846,425346,0.0034467016,0.9848,0.2884,24869,455450,2488,28821,4014,414,1966,25959,16110,366971,1832,18522,3327,307,1479,16798,139788, 88401,119590,127595,167584,79027,138316,103741,117495,126426,172245,122065,167194,136323,164231,125900,174484,123555,177215,119542,141319, 99693,117495,126426,171074,125477,1,0,115257,153814,0.4284,0.4286,0.2,0.4,0,0.1586
1143,1,544264, 1,0.7329,428283,0.0039687334,0.9850,0.2025,20984,449506,2593,35559,4121,437,2402,28662,14294,363844,1940,23966,3399,348,1843,18649,136541, 94055,113673,133433,162570,84668,136363,106111,114875,132626,167216,127410,161168,141709,159640,130193,169484,128528,171232,125160,137287,104566,114875,132626,165748,130600,1,0,120389,149276,0.4464,0.4467,0.2,0.4,0,0.1586
1143,2,539961, 1,0.7329,421840,0.0039687334,0.9850,0.2339,24215,451812,2484,29033,3956,402,1972,26087,15614,363709,1841,18751,3267,294,1483,16881,142696, 83651,122439,122497,170194,74300,141107, 98748,121086,121247,176383,117373,172001,130750,168904,120664,178835,118494,181703,114455,144109, 94801,121086,121247,175565,120347,1,0,110217,157534,0.4116,0.4119,0.2,0.4,0,0.1586
1144,1,540331, 1,0.6730,430303,0.0032862183,0.9848,0.2738,23563,462543,2931,15382,4936,434,2493,28049,16339,375897,2244,10978,4089,354,1938,18464,124786,106562,104552,147724,156321,94956,126904,118618,105236,148301,155710,147255,150516,162137,148619,150836,157584,148946,161783,143662,128141,116965,105236,148301,154842,150568,2,0,136900,139201,0.4958,0.4957,0.4,0.4,0,0.1522
1144,2,543894, 1,0.6730,419820,0.0032862183,0.9848,0.2882,21636,438775,2146,49210,3141,405,1881,26700,13569,351656,1537,31739,2577,288,1388,17066,154451, 71144,131560,108206,176443,64012,150566, 86241,130725,105572,187889, 97528,182653,110322,179924,100021,190734, 98075,191152, 95953,153255, 82401,130725,105572,186471,100379,2,0, 93706,167609,0.3586,0.3593,0.0,0.4,0,0.1522
1145,1,542813, 1,0.7838,428857,0.0012921672,0.9848,0.1800,20374,453156,1855,33194,3843,383,2295,27713,13871,367692,1358,22422,3136,304,1789,18285,136937, 98522,114137,138908,164354,88656,135639,112086,116138,138841,169486,135031,163407,149683,161239,138838,172086,136394,174493,132372,137768,109543,116138,138841,168143,138464,2,0,126933,150791,0.4570,0.4572,0.2,0.2,0,0.2551
1145,2,541412, 1,0.7838,421266,0.0012921672,0.9848,0.4203,24825,448162,3222,31398,4234,456,2079,27036,16037,359861,2423,20295,3530,338,1537,17245,142300, 79184,121975,117022,168410,70312,141830, 92773,119823,115031,174113,109752,169762,122776,167305,112019,176233,110627,178442,107243,143628, 89824,119823,115031,173171,112484,2,0,103674,156019,0.3992,0.3995,0.0,0.2,0,0.2551
1146,1,540649, 1,0.7664,427321,0.0026996242,0.9891,0.2114,20096,454739,1849,29713,3806,380,2262,27804,13663,368603,1352,20223,3109,301,1751,18319,137279, 97574,114132,138274,164896,87501,135805,111320,116595,137570,170411,133621,164358,148208,162115,137525,172960,135003,175400,130951,138029,108667,116595,137570,169049,137062,1,0,125755,151395,0.4537,0.4540,0.2,0.2,0,0.2554
1146,2,543576, 1,0.7664,422802,0.0026996242,0.9891,0.3959,25103,446579,3228,34879,4271,459,2112,26945,16245,358950,2429,22494,3557,341,1575,17211,141958, 80131,121979,117656,167868,71467,141665, 93539,119366,116302,173188,111162,168811,124251,166428,113332,175359,112019,177536,108664,143367, 90700,119366,116302,172264,113885,1,0,104852,155415,0.4029,0.4031,0.0,0.2,0,0.2554
1147,1,540401, 1,0.7018,427211,0.0031570938,0.9842,0.2287,21022,452930,2711,27487,4293,442,2448,29068,14355,366988,2042,19050,3520,351,1870,19035,136879, 94399,114225,133881,165122,83129,136819,106309,116912,132549,169088,129765,163823,143282,162013,132334,171590,130644,174222,126607,138262,104429,116912,132549,168147,132526,1,0,121290,151069,0.4453,0.4455,0.2,0.4,0,0.1586
