,pid,Latitude,Longitude
28909,4023351021,42.98978,-83.727065
28910,4023404013,42.9926249,-83.721236
28911,4023404014,42.992855,-83.72072399999998
28912,4023305084,42.988726,-83.73097500000002
28913,4023403006,42.99534600000001,-83.718862
28914,4023404016,42.992007,-83.72265
28915,4023351005,42.98918070000001,-83.72976039999998
28916,4023351002,42.9909,-83.730533
28917,4023404015,42.993243,-83.7200979
28918,4023276005,42.9988571,-83.71597539999998
28919,4023256012,42.996148,-83.718761
28920,4023277016,42.9988445,-83.7158395
28921,4023256010,42.9974599,-83.718159
28922,4023256013,42.99822200000001,-83.718375
28923,4023305075,42.9882909,-83.73119100000002
28924,4023277008,42.9983261,-83.7151066
28925,4023305072,42.989171,-83.731779
28926,4023276002,42.997623,-83.71671099999998
28927,4023328015,42.994311,-83.72496899999999
28928,4023255019,42.99718000000001,-83.720196
28929,4635460030,43.042971,-83.71843740000001
28930,4635456030,43.0461763,-83.7393697
28931,4635456010,43.046989,-83.723063
28932,4635456008,43.04721,-83.723067
28933,4635456011,43.046881,-83.72305999999998
28934,4635456028,43.0466679,-83.722708
28935,4635456007,43.047316,-83.723069
28936,4635456024,43.0472139,-83.722717
28937,4635456020,43.047537,-83.72272199999998
28938,4635456027,43.0467749,-83.722708
28939,4635456003,43.047754,-83.723078
28940,4635458009,43.0473349,-83.72115
28941,4635457007,43.047543,-83.722134
28942,4635459035,43.0461763,-83.7393697
28943,4635456023,43.04732,-83.722719
28944,4635457033,43.046679,-83.721739
28945,4635451006,43.049359,-83.723114
28946,4635456015,43.047977,-83.72273100000002
28947,4635457003,43.047983,-83.722143
28948,4635458034,43.04669000000001,-83.720766
28949,4635457017,43.046673,-83.722117
28950,4635458004,43.047885,-83.721161
28951,4635458003,43.047992,-83.72116199999998
28952,4635460027,43.042971,-83.71843740000001
28953,4635458017,43.046686,-83.721137
28954,4635457028,43.047219,-83.72175
28955,4635457030,43.047,-83.721746
28956,4635460028,43.042971,-83.71843740000001
28957,4635456021,43.047429,-83.72272099999998
28958,4635456016,43.047868,-83.72272799999998
28959,4635453016,43.048492,-83.721175
28960,4635459030,43.046916,-83.71975599999998
28961,4635453023,43.0494879,-83.720823
28962,4635458016,43.046793,-83.721138
28963,4635458010,43.03677889999999,-83.7205912
28964,4635453027,43.04915099999999,-83.720816
28965,4635457015,43.046891,-83.722121
28966,4635459027,43.047244,-83.71976099999998
28967,4635457012,43.0483592,-83.72243209999998
28968,4635458029,43.04712199999999,-83.720776
28969,4635459038,43.0461763,-83.7393697
28970,4635458030,43.047014,-83.720771
28971,4635456025,43.047104,-83.72271490000001
28972,4635458026,43.047338,-83.72077890000001
28973,4635458033,43.046796,-83.72076700000002
28974,4635460026,43.047141,-83.71874299999998
28975,4635458007,43.047553,-83.721154
28976,4635456017,43.0483592,-83.72243209999998
28977,4635457020,43.04798599999999,-83.721767
28978,4635456009,43.0471,-83.72306499999998
28979,4635456018,43.047645,-83.722725
28980,4635457014,43.046997,-83.7221239
28981,4635458024,43.047557,-83.720783
28982,4635453022,43.049594,-83.720826
28983,4635457031,43.04689399999999,-83.72174299999998
28984,4635458027,43.04723,-83.720776
28985,4635458032,43.046905,-83.72077
28986,4635458021,43.047889,-83.72078990000001
28987,4635451019,43.049026,-83.7227489
28988,4635458039,43.0469005,-83.7212361
28989,4635457021,43.04788,-83.72176499999998
28990,4635457004,43.0483592,-83.72243209999998
28991,4635458019,43.048106,-83.720795
28992,4635452014,43.0483592,-83.72243209999998
28993,4635458002,43.048101,-83.721166
28994,4635460013,43.04692100000001,-83.719121
28995,4635453030,43.04882600000001,-83.720809
28996,4635456031,43.0461763,-83.7393697
28997,4635458006,43.047663,-83.7211559
28998,4635452029,43.048599,-83.72177490000001
28999,4635453028,43.049045,-83.72081399999998
29000,4635458008,43.03677889999999,-83.7205912
29001,4635458020,43.047997,-83.72079099999998
29002,4635457032,43.046785,-83.72174199999998
29003,4635453025,43.049382,-83.720821
29004,4635458022,43.04778,-83.720789
29005,4635457024,43.047548,-83.721756
29006,4635456014,43.048087,-83.72273299999998
29007,4635458025,43.047447,-83.720781
29008,4635456013,43.048202,-83.722734
29009,4635453033,43.048496,-83.720801
29010,4635452013,43.0483592,-83.72243209999998
29011,4635459026,43.047351000000006,-83.719763
29012,4635458005,43.047775,-83.72116
29013,4635457009,43.0483592,-83.72243209999998
29014,4635452030,43.048491,-83.721773
29015,4635452015,43.048487,-83.72215299999998
29016,4635457005,43.047766,-83.72213900000001
29017,4635458023,43.047668,-83.72078499999998
29018,4635457026,43.047439,-83.721755
29019,4635457002,43.0480919,-83.722145
29020,4635457010,43.047324,-83.72212999999998
29021,4635457027,43.047328,-83.72175299999998
29022,4635460015,43.0429661,-83.71941869999998
29023,4635453031,43.048717,-83.72080600000002
29024,4635459014,43.046913,-83.72015499999998
29025,4635452028,43.048709,-83.721777
29026,4635457001,43.048206,-83.72214699999998
29027,4635453032,43.048606,-83.72080299999998
29028,4635459016,43.04669699999999,-83.72014899999998
29029,4635457006,43.0476529,-83.72213699999998
29030,4635457013,43.047106,-83.72212499999998
29031,4635460008,43.0475179,-83.719135
29032,4635457022,43.047771,-83.721762
29033,4635453021,43.049704,-83.720828
29034,4635460012,43.047026,-83.7191239
29035,4635459025,43.04746,-83.719765
29036,4635459029,43.047022,-83.719757
29037,4635453029,43.048935,-83.72081
29038,4635457016,43.04678,-83.72211999999998
29039,4635457023,43.047659,-83.72176
29040,4635458001,43.048215,-83.72116799999998
29041,4635457019,43.03677889999999,-83.7205912
29042,4635460021,43.0476669,-83.71875299999998
29043,4635457029,43.04711,-83.7217469
29044,4635459011,43.04724,-83.72016099999998
29045,4635454010,43.049162,-83.72019499999998
29046,4635460014,43.046815,-83.71911999999998
29047,4635459028,43.04713400000001,-83.719759
29048,4635455019,43.049873,-83.71877490000001
29049,4635459010,43.047348,-83.720162
29050,4635460002,43.048106,-83.719145
29051,4635454014,43.048832,-83.72018899999998
29052,4635454016,43.048616,-83.720185
29053,4635458018,43.04822,-83.72079599999998
29054,4635459008,43.04756700000001,-83.72016699999998
29055,4635459006,43.047788,-83.72017
29056,4635454015,43.048724,-83.720187
29057,4635459005,43.0478949,-83.72017199999998
29058,4635457018,43.04821,-83.72177099999998
29059,4635454007,43.049493,-83.720201
29060,4635455011,43.048884,-83.71916999999998
29061,4635458035,43.046506,-83.72122800000002
29062,4635454008,43.04938500000001,-83.7201989
29063,4635459018,43.0482299,-83.71977799999998
29064,4635459013,43.047019,-83.720156
29065,4635459004,43.048003,-83.720175
29066,4635459007,43.047677,-83.720169
29067,4635451010,43.0586024,-83.72362179999998
29068,4635459002,43.048113,-83.720176
29069,4635459009,43.047457,-83.72016500000002
29070,4635454011,43.049054,-83.72019300000002
29071,4635455024,43.04917800000001,-83.71876999999998
29072,4635457036,43.04649999999999,-83.721829
29073,4635454017,43.048505,-83.72018400000002
29074,4635451013,43.049678,-83.722758
29075,4635459015,43.046805,-83.720153
29076,4635460007,43.047629,-83.71913599999998
29077,4635460010,43.047269,-83.719128
29078,4635454012,43.0504576,-83.72052389999998
29079,4635459012,43.047131,-83.720158
29080,4635453026,43.049266,-83.72081800000002
29081,4635454006,43.04960300000001,-83.720202
29082,4635454023,43.049581,-83.71979999999998
29083,4635460005,43.0477459,-83.719139
29084,4635459033,43.046518,-83.720259
29085,4635453004,43.049841,-83.72120199999998
29086,4635453002,43.05012,-83.72120699999998
29087,4635455013,43.048643,-83.71916800000002
29088,4635453005,43.04971,-83.721199
29089,4635457035,43.046498,-83.722016
29090,4635455021,43.04962,-83.718773
29091,4635455005,43.049862,-83.71918199999998
29092,4635455012,43.048765,-83.71916800000002
29093,4635454005,43.049715,-83.72020499999998
29094,4635451014,43.049549,-83.722757
29095,4635452020,43.049838,-83.72179799999998
29096,4635457034,43.0464795,-83.72220530000001
29097,4635458036,43.046508,-83.72104200000003
29098,4635457037,43.0465019,-83.721643
29099,4635460004,43.047866,-83.71914
29100,4635451017,43.04928,-83.722753
29101,4635460018,43.048075,-83.718761
29102,4635454009,43.049273,-83.720197
29103,4635451018,43.049147,-83.722751
29104,4635455023,43.0492909,-83.71877099999998
29105,4635451023,43.048495,-83.72274200000003
29106,4635453011,43.049162,-83.721188
29107,4635459022,43.04789290000001,-83.7196127
29108,4635460003,43.0479879,-83.719143
29109,4635451022,43.048628,-83.72274300000002
29110,4635453014,43.048749,-83.72117999999998
29111,4635453015,43.048614,-83.721177
29112,4635453006,43.04957599999999,-83.72119699999998
29113,4635459001,43.048227,-83.720179
29114,4635453012,43.049027,-83.721186
29115,4635452002,43.05011500000001,-83.722183
29116,4635454028,43.049048,-83.71979300000002
29117,4635454029,43.04892,-83.719792
29118,4635455006,43.049737,-83.719183
29119,4635455014,43.048518,-83.71916499999998
29120,4635452007,43.049528,-83.722173
29121,4635454026,43.049177,-83.719796
29122,4635460025,43.047262,-83.718746
29123,4635452010,43.049099,-83.722163
29124,4635453009,43.049298,-83.721192
29125,4635454033,43.048518,-83.719788
29126,4635452012,43.04882600000001,-83.72216
29127,4635451016,43.049415,-83.72275499999998
29128,4635459019,43.04810699999999,-83.719776
29129,4635453018,43.05012199999999,-83.72083700000002
29130,4635454031,43.0487899,-83.719792
29131,4635460001,43.0429661,-83.71941869999998
29132,4635451020,43.04890200000001,-83.722748
29133,4635453008,43.049437,-83.721192
29134,4635452017,43.050117,-83.72180399999998
29135,4635460022,43.047539,-83.71875
29136,4635459021,43.047976,-83.71977299999998
29137,4635452005,43.04983,-83.722178
29138,4635451021,43.048763,-83.722746
29139,4635452023,43.049544,-83.721795
29140,4635453013,43.048888,-83.721182
29141,4635454022,43.049708,-83.71980099999998
29142,4635459024,43.047582,-83.71976599999998
29143,4635459023,43.047716,-83.719769
29144,4635460024,43.0474,-83.718745
29145,4635460011,43.047145,-83.719127
29146,4635455003,43.050133,-83.719185
29147,4635454025,43.04931,-83.719796
29148,4635452027,43.048834,-83.72178199999998
29149,4635460019,43.047939,-83.718757
29150,4635460020,43.047797,-83.71875399999998
29151,4635452011,43.048962,-83.722162
29152,4635453003,43.049981,-83.721205
29153,4635454019,43.050129,-83.71980699999997
29154,4635451009,43.048844,-83.723107
29155,4635454032,43.048654,-83.71978899999998
29156,4635460009,43.047396,-83.719132
29157,4635456004,43.04761999999999,-83.723075
29158,4635452024,43.049405,-83.72179100000002
29159,4635451008,43.049,-83.7231089
29160,4635454021,43.0429661,-83.71941869999998
29161,4635454024,43.049449,-83.71979900000002
29162,4635451003,43.049817,-83.72312199999998
29163,4635453019,43.04998300000001,-83.720834
29164,4635454020,43.0499889,-83.71980400000002
29165,4635452009,43.049239,-83.722167
29166,4635452003,43.049974,-83.72218000000002
29167,4635452008,43.049387,-83.72216999999998
29168,4635451012,43.04981799999999,-83.7227599
29169,4635455004,43.04999400000001,-83.719184
29170,4635453020,43.04983499999999,-83.72083099999998
29171,4635460017,43.04821800000001,-83.718762
29172,4635452019,43.049976,-83.721802
29173,4635452025,43.03677889999999,-83.7205912
29174,4635455017,43.05013599999999,-83.71877599999998
29175,4635451005,43.049495,-83.723117
29176,4635454003,43.0499859,-83.720209
29177,4635451004,43.04965900000001,-83.72312099999998
29178,4635454002,43.050126,-83.720213
29179,4635456006,43.047455,-83.723072
29180,4635453001,43.05027000000001,-83.721211
29181,4635454004,43.049844,-83.720208
29182,4635455018,43.049997,-83.71877599999998
29183,4635455020,43.042971,-83.71843740000001
29184,4635454018,43.05027800000001,-83.71980699999997
29185,4635458038,43.047089,-83.72114499999998
29186,4635455026,43.04887,-83.71876800000003
29187,4635452001,43.05026210000001,-83.72217020000002
29188,4635452022,43.049693,-83.721796
29189,4635452006,43.049678,-83.722174
29190,4635453017,43.050272,-83.72084
29191,4635455008,43.049371,-83.719177
29192,4635455001,43.05027219999999,-83.71922550000002
29193,4635452016,43.050268,-83.721807
29194,4635454001,43.050275,-83.720214
29195,4635455009,43.04920300000001,-83.719173
29196,4635455028,43.048541,-83.71876390000001
29197,4635455010,43.04902999999999,-83.719171
29198,4635455015,43.050287,-83.718778
29199,4635455027,43.048709,-83.718767
29200,4635455025,43.042971,-83.71843740000001
29201,4635451011,43.048532,-83.723101
29202,4635456002,43.047918,-83.7230809
29203,4635456026,43.046938,-83.722712
29204,4635456012,43.046719,-83.723058
29205,4635459039,43.0461763,-83.7393697
29206,4635456001,43.0481399,-83.723085
29207,4635451007,43.049192,-83.723112
29208,4635459040,43.04675599999999,-83.719752
29209,4635455007,43.0495639,-83.719178
29210,4635455022,43.049456,-83.718772
29211,4635458037,43.046512,-83.720761
29212,4635460016,43.04652900000001,-83.71911399999998
29213,4635452026,43.049043,-83.721784
29214,4635456029,43.046487,-83.722999
29215,4635460029,43.046641,-83.718733
29216,4635451002,43.050121,-83.722948
29217,4105278008,43.054735,-83.65678759999999
29218,4104154004,43.0648984,-83.67399420000002
29219,4105278011,43.0648984,-83.67399420000002
29220,4104177048,43.04309809999999,-83.6663586
29221,4104156024,43.04309809999999,-83.6663586
29222,4104330010,43.0389922,-83.64547840000002
29223,4104302014,43.0603966,-83.65079279999998
29224,4104352021,43.0329555,-83.6580985
29225,4104331023,43.03977620000001,-83.6454806
29226,4104159007,43.041005,-83.652822
29227,4104178021,43.041391,-83.645776
29228,4104329025,43.039282,-83.64577899999998
29229,4104160009,43.0404654,-83.6555176
29230,4104159010,43.041011,-83.65221690000001
29231,4104333016,43.03760399999999,-83.646637
29232,4104159012,43.0410139,-83.65191290000001
29233,4104159011,43.041013,-83.652068
29234,4104156003,43.042468,-83.65185799999998
29235,4104328004,43.0603966,-83.65079279999998
29236,4104377004,43.036356,-83.64693199999998
29237,4104159031,43.0603966,-83.65079279999998
29238,4104327008,43.04016000000001,-83.645822
29239,4104159006,43.041003,-83.652969
29240,4104157002,43.041549,-83.653869
29241,4104158003,43.04175499999999,-83.651708
29242,4104377014,43.03608300000001,-83.646929
29243,4104159021,43.04072100000001,-83.652524
29244,4104159026,43.0407269,-83.651759
29245,4104159027,43.04073,-83.65161499999998
29246,4104159005,43.04102,-83.653137
29247,4104157004,43.041735,-83.653311
29248,4104331022,43.038642,-83.645765
29249,4104155015,43.0421643,-83.6536485
29250,4104376009,43.03632899999999,-83.648753
29251,4104376019,43.036063,-83.64839900000003
29252,4104377010,43.036369,-83.646086
29253,4104377009,43.036366,-83.64625099999998
29254,4104159009,43.041009,-83.652373
29255,4104178024,43.041048,-83.64577299999998
29256,4104156013,43.042183,-83.651861
29257,4104155005,43.042449,-83.653638
29258,4104158004,43.0417569,-83.651549
29259,4104376013,43.03634,-83.64806800000002
29260,4104376012,43.036338,-83.648241
29261,4104179002,43.040218,-83.650143
29262,4104159037,43.040724,-83.652062
29263,4104327009,43.040039,-83.64581899999997
29264,4104158010,43.041465,-83.651707
29265,4104178038,43.040773,-83.64819299999998
29266,4104157006,43.041739,-83.652975
29267,4104156017,43.042189,-83.6511809
29268,4104333018,43.037612,-83.64614
29269,4104178049,43.040802,-83.646061
29270,4104155021,43.0421679,-83.652796
29271,4104333007,43.037913,-83.646644
29272,4104156009,43.042473,-83.651015
29273,4104157013,43.0412633,-83.65557530000002
29274,4104158016,43.041688,-83.650917
29275,4104178034,43.040764,-83.64868799999998
29276,4104159025,43.0407269,-83.651907
29277,4104177006,43.041568,-83.650189
29278,4104330028,43.038368,-83.64845199999998
29279,4104328024,43.0389922,-83.64547840000002
29280,4104155017,43.042161,-83.653481
29281,4104155010,43.0424549,-83.652794
29282,4104156015,43.0420536,-83.6624698
29283,4104331020,43.03841,-83.64598000000002
29284,4104376016,43.036058,-83.6487439
29285,4104332012,43.0379619,-83.6486267
29286,4104331016,43.038397,-83.64663399999998
29287,4104160010,43.040276,-83.651155
29288,4104332008,43.0385086,-83.6405503
29289,4104178047,43.040798,-83.64637900000002
29290,4104376015,43.0358463,-83.6588046
29291,4104332015,43.0379689,-83.6481337
29292,4104328026,43.03914899999999,-83.648133
29293,4104179012,43.040275,-83.64865700000001
29294,4104376021,43.036067,-83.64823299999998
29295,4104157015,43.041447,-83.652975
29296,4104331021,43.038797,-83.64577
29297,4104331011,43.038386,-83.647317
29298,4104330015,43.038677,-83.648462
29299,4104331009,43.0389922,-83.64547840000002
29300,4104155019,43.042165,-83.65313599999998
29301,4104156002,43.042466,-83.652023
29302,4104328022,43.039138,-83.648963
29303,4104330023,43.038358,-83.64911699999998
29304,4104158005,43.0420536,-83.6624698
29305,4104155006,43.042449,-83.65347899999998
29306,4104331005,43.038706,-83.646647
29307,4104178023,43.041229,-83.645774
29308,4104332013,43.0379639,-83.6484667
29309,4104332009,43.0379346,-83.64913409999998
29310,4104178046,43.040796,-83.646537
29311,4104155014,43.04215900000001,-83.65380499999998
29312,4104334006,43.037104,-83.64908
29313,4104334011,43.037115,-83.64840500000003
29314,4104178032,43.040759,-83.64902599999998
29315,4104155008,43.04245299999999,-83.653133
29316,4104158011,43.04146799999999,-83.651549
29317,4104376022,43.036068,-83.648059
29318,4104155020,43.042167,-83.65296500000002
29319,4104335005,43.0373691,-83.6490579
29320,4104329017,43.039172,-83.64666500000001
29321,4104179015,43.040284,-83.648175
29322,4104155013,43.042157,-83.65397800000002
29323,4104329024,43.039418,-83.64578399999998
29324,4104377003,43.03635300000001,-83.6471
29325,4104330030,43.038373,-83.648123
29326,4104330027,43.038365,-83.6486089
29327,4104377015,43.036085,-83.64675799999998
29328,4104331007,43.0387119,-83.64631700000002
29329,4104328013,43.039461,-83.64847499999998
29330,4104178041,43.04078300000001,-83.647397
29331,4104328021,43.0389922,-83.64547840000002
29332,4104377005,43.03667100000001,-83.6429782
29333,4104157005,43.04180729999999,-83.6531035
29334,4104376018,43.0360609,-83.648569
29335,4104335014,43.03667100000001,-83.6429782
29336,4104179009,43.04027,-83.64900290000001
29337,4104334025,43.03667100000001,-83.6429782
29338,4104158008,43.04146100000001,-83.652045
29339,4104335007,43.03714,-83.64661699999998
29340,4104334010,43.037113,-83.64856390000001
29341,4104178048,43.0408,-83.64622
29342,4104329020,43.039179,-83.64633099999998
29343,4104329016,43.0389922,-83.64547840000002
29344,4104157007,43.04174,-83.652804
29345,4104331002,43.038694,-83.647329
29346,4104330014,43.038674,-83.6486199
29347,4104330017,43.0389922,-83.64547840000002
29348,4104335004,43.037135,-83.646953
29349,4104329013,43.039161,-83.64735
29350,4104155009,43.042454,-83.652962
29351,4104155018,43.042163,-83.6533089
29352,4104335009,43.0373691,-83.6490579
29353,4104158001,43.041747,-83.65222
29354,4104178028,43.04075,-83.649715
29355,4104334021,43.03667100000001,-83.6429782
29356,4104331019,43.038407,-83.64613899999998
29357,4104330003,43.03843300000001,-83.6500949
29358,4104156001,43.04309809999999,-83.6663586
29359,4104332025,43.037588,-83.64860499999998
29360,4104335013,43.036817,-83.647109
29361,4104329018,43.039176,-83.6464979
29362,4104178031,43.0407579,-83.649187
29363,4104178035,43.040768,-83.64852900000002
29364,4104331008,43.038715,-83.64615400000002
29365,4104326001,43.04009600000001,-83.65013599999997
29366,4104155004,43.042448,-83.653802
29367,4104156016,43.042188,-83.651348
29368,4104326009,43.039947,-83.64899100000002
29369,4104328018,43.0391229,-83.649816
29370,4104179001,43.040343,-83.650145
29371,4104179013,43.040279,-83.64850299999998
29372,4104332014,43.0379669,-83.6482997
29373,4104376014,43.036344,-83.647885
29374,4104326013,43.039955,-83.64849199999998
29375,4104332021,43.0373691,-83.6490579
29376,4104329027,43.039505,-83.646022
29377,4104178051,43.04073,-83.64581199999998
29378,4104334003,43.037097,-83.649591
29379,4104158006,43.04176100000001,-83.651202
29380,4104334014,43.03712,-83.64807499999998
29381,4104334024,43.036796,-83.648558
29382,4104332010,43.0379376,-83.6489641
29383,4104330029,43.03837100000001,-83.64829
29384,4104178045,43.040794,-83.64670199999998
29385,4104332026,43.03759,-83.64844400000001
29386,4104332011,43.0379406,-83.64878900000002
29387,4104155003,43.04244600000001,-83.653976
29388,4104156012,43.0421819,-83.65202599999998
29389,4104327010,43.03990599999999,-83.64581899999997
29390,4104327005,43.03997800000001,-83.646703
29391,4104334002,43.037095,-83.64975799999998
29392,4104335018,43.03667100000001,-83.6429782
29393,4104158012,43.0414699,-83.65138
29394,4104330006,43.038659,-83.649647
29395,4104334013,43.03711699999999,-83.64824200000002
29396,4104330024,43.03836099999999,-83.64895299999998
29397,4104329014,43.0391649,-83.647178
29398,4104179007,43.040266,-83.649164
29399,4104178042,43.040785,-83.64722900000002
29400,4104155007,43.042452,-83.653307
29401,4104376023,43.036072,-83.647875
29402,4104326015,43.039959,-83.64816499999998
29403,4104331015,43.0383939,-83.64679799999998
29404,4104333010,43.03792,-83.64614900000002
29405,4104330022,43.0385086,-83.6405503
29406,4104158009,43.041463,-83.651872
29407,4104159033,43.040658,-83.650885
29408,4104179006,43.040264,-83.649328
29409,4104159022,43.04072100000001,-83.65236800000002
29410,4104157009,43.041742,-83.65262299999998
29411,4104178050,43.040881,-83.645814
29412,4104329015,43.0391679,-83.647003
29413,4104328019,43.039125,-83.64964499999998
29414,4104331024,43.03835,-83.64575800000001
29415,4104334005,43.037102,-83.64924490000001
29416,4104159019,43.040717,-83.652838
29417,4104331012,43.038389,-83.64715
29418,4104327002,43.039969,-83.647387
29419,4104328015,43.039468,-83.648145
29420,4104330009,43.038664,-83.64928990000001
29421,4104332022,43.037581,-83.64911599999998
29422,4104377021,43.03617200000001,-83.645792
29423,4104333013,43.037597,-83.64716299999998
29424,4104333004,43.037907,-83.64699399999998
29425,4104157016,43.041449,-83.65280600000001
